Local Time,NO,NO2,NOX,O3,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,PM10,CO,NH3
2025-05-05 23:00:00+05:30,9.9,81.2,0.0512,8.93,73.5,9.18,31.2,181.0,0.325,,,,
2025-05-06 00:00:00+05:30,13.6,77.0,0.0521,9.7,76.0,10.3,30.8,176.0,0.333,,,,
2025-05-06 01:00:00+05:30,4.65,58.1,0.0347,12.2,77.0,12.8,30.4,118.0,0.45,,,,
2025-05-06 02:00:00+05:30,4.98,39.1,0.0248,18.3,78.0,14.0,29.9,166.0,0.5,,,,
2025-05-06 03:00:00+05:30,4.55,29.0,0.0191,13.9,79.3,15.4,29.3,217.0,0.375,,,,
2025-05-06 04:00:00+05:30,4.25,27.5,0.0181,17.7,80.0,17.8,28.7,223.0,0.3,,,,
2025-05-06 05:00:00+05:30,5.38,26.5,0.0184,15.8,82.0,13.8,28.3,236.0,0.3,,,,
2025-05-06 06:00:00+05:30,5.73,40.1,0.026,15.3,80.8,12.9,28.9,206.0,0.525,,,,
2025-05-06 07:00:00+05:30,7.15,51.9,0.0334,11.3,79.8,4.85,29.5,185.0,0.325,,,,
2025-05-06 08:00:00+05:30,6.87,50.9,0.0327,19.9,73.3,10.0,31.6,151.0,1.0,,,,
2025-05-06 09:00:00+05:30,6.33,33.6,0.023,33.6,62.0,15.1,34.8,162.0,1.08,,,,
2025-05-06 10:00:00+05:30,5.78,26.5,0.0188,46.0,52.8,15.9,37.6,182.0,1.28,,,,
2025-05-06 11:00:00+05:30,4.33,25.3,0.017,57.0,48.0,13.8,39.2,162.0,1.45,,,,
2025-05-06 12:00:00+05:30,3.8,24.1,0.0148,69.8,42.7,16.0,40.9,158.0,1.97,,,,
2025-05-06 13:00:00+05:30,3.15,19.2,0.0128,66.9,39.8,10.5,41.4,148.0,2.4,,,,
2025-05-06 14:00:00+05:30,5.63,20.1,0.0153,74.3,40.8,5.3,40.9,164.0,1.85,,,,
2025-05-06 15:00:00+05:30,4.85,18.5,0.0138,73.2,40.3,2.68,40.9,163.0,2.25,,,,
2025-05-06 16:00:00+05:30,4.38,19.3,0.0138,67.4,40.5,3.4,37.8,177.0,1.85,,,,
2025-05-06 17:00:00+05:30,3.6,19.3,0.0132,72.8,41.8,2.08,34.0,156.0,1.55,,,,
2025-05-06 18:00:00+05:30,3.47,27.6,0.0166,71.9,44.3,3.1,32.3,149.0,1.28,,,,
2025-05-06 19:00:00+05:30,4.28,43.3,0.0264,62.1,47.3,5.68,31.2,116.0,0.75,,,,
2025-05-06 20:00:00+05:30,4.23,60.6,0.0356,38.0,52.0,4.03,29.5,174.0,0.425,,,,
2025-05-06 21:00:00+05:30,13.6,90.7,0.0592,10.3,60.8,6.78,27.2,202.0,0.3,,,,
2025-05-06 22:00:00+05:30,7.3,87.7,0.0526,9.83,64.0,7.38,26.6,207.0,0.3,,,,
2025-05-06 23:00:00+05:30,21.3,84.7,0.0623,8.7,68.0,10.3,25.9,200.0,0.325,,,,
2025-05-07 00:00:00+05:30,4.03,57.1,0.0337,22.6,62.3,17.0,27.4,128.0,1.4,,,,
2025-05-07 01:00:00+05:30,4.2,24.6,0.0165,35.0,71.0,15.9,26.6,187.0,1.0,,,,
2025-05-07 02:00:00+05:30,3.2,21.7,0.0141,29.1,71.5,12.8,26.2,167.0,0.825,,,,
2025-05-07 03:00:00+05:30,5.1,17.6,0.0135,32.8,69.0,14.1,25.7,172.0,0.85,,,,
2025-05-07 04:00:00+05:30,5.05,21.7,0.0157,31.5,69.5,17.3,25.0,199.0,0.375,,,,
2025-05-07 05:00:00+05:30,4.88,24.9,0.0172,25.4,71.8,12.3,24.7,205.0,0.5,,,,
2025-05-07 06:00:00+05:30,3.53,32.7,0.0202,24.6,72.5,5.53,24.9,130.0,1.18,,,,
2025-05-07 07:00:00+05:30,6.03,30.3,0.021,26.9,72.0,3.88,25.2,119.0,1.65,,,,
2025-05-07 08:00:00+05:30,3.55,36.5,0.0223,30.9,70.8,5.25,25.9,139.0,1.85,,,,
2025-05-07 09:00:00+05:30,6.53,28.0,0.0202,36.9,69.0,6.77,27.0,155.0,1.77,,,,
2025-05-07 10:00:00+05:30,2.38,29.0,0.0174,40.3,62.5,8.58,30.1,176.0,1.9,,,,
2025-05-07 11:00:00+05:30,3.93,25.6,0.0168,47.1,55.5,13.3,33.0,163.0,2.08,,,,
2025-05-07 12:00:00+05:30,3.15,23.5,0.0151,70.3,49.5,21.9,35.6,187.0,1.85,,,,
2025-05-07 13:00:00+05:30,3.73,19.4,0.0134,74.1,46.8,15.3,35.4,164.0,1.93,,,,
2025-05-07 14:00:00+05:30,3.93,14.4,0.00953,77.2,43.0,6.08,36.2,174.0,2.1,,,,
2025-05-07 15:00:00+05:30,3.18,18.2,0.0123,74.5,42.3,1.7,35.9,166.0,1.98,,,,
2025-05-07 16:00:00+05:30,4.28,28.5,0.0187,64.1,49.8,2.33,32.9,200.0,0.775,,,,
2025-05-07 17:00:00+05:30,4.77,29.4,0.0196,66.4,53.0,4.2,32.2,124.0,0.6,,,,
2025-05-07 18:00:00+05:30,3.97,22.4,0.0151,60.1,54.0,3.07,30.6,202.0,1.47,,,,
2025-05-07 19:00:00+05:30,3.93,24.2,0.0153,51.5,58.0,3.0,28.5,174.0,0.925,,,,
2025-05-07 20:00:00+05:30,1.4,52.7,0.0292,36.8,61.0,8.7,28.1,180.0,0.5,,,,
2025-05-07 21:00:00+05:30,3.23,76.5,0.0434,16.6,63.0,7.5,28.0,172.0,0.367,,,,
2025-05-07 22:00:00+05:30,11.9,89.8,0.0575,11.7,68.0,10.7,27.3,188.0,0.4,,,,
2025-05-07 23:00:00+05:30,26.5,89.7,0.0693,7.43,71.0,9.18,26.6,188.0,0.3,,,,
2025-05-08 00:00:00+05:30,52.9,80.0,0.0855,9.4,75.0,13.6,26.1,215.0,0.3,,,,
2025-05-08 01:00:00+05:30,69.4,68.9,0.0931,9.05,78.0,21.1,25.4,225.0,0.3,,,,
2025-05-08 02:00:00+05:30,47.5,78.0,0.0801,7.45,74.7,25.6,25.6,154.0,0.4,,,,
2025-05-08 03:00:00+05:30,50.2,70.8,0.0784,11.0,76.0,33.7,25.0,198.0,0.3,,,,
2025-05-08 04:00:00+05:30,48.4,73.5,0.0785,10.2,76.0,46.6,24.9,223.0,0.3,,,,
2025-05-08 05:00:00+05:30,14.6,66.6,0.0473,7.08,72.3,37.3,25.3,184.0,0.325,,,,
2025-05-08 06:00:00+05:30,18.5,64.3,0.0492,10.1,72.5,38.8,25.1,202.0,0.3,,,,
2025-05-08 07:00:00+05:30,14.3,61.2,0.0442,9.6,72.7,30.5,25.4,204.0,0.3,,,,
2025-05-08 08:00:00+05:30,17.8,66.7,0.0499,13.0,68.5,38.0,26.6,146.0,0.7,,,,
2025-05-08 09:00:00+05:30,8.73,61.4,0.0398,21.4,65.3,42.9,28.4,134.0,1.28,,,,
2025-05-08 10:00:00+05:30,7.2,51.7,0.0334,39.0,55.3,42.7,32.8,158.0,1.55,,,,
2025-05-08 11:00:00+05:30,5.75,29.9,0.0206,55.9,48.5,28.4,35.0,128.0,2.68,,,,
2025-05-08 12:00:00+05:30,3.38,21.9,0.0144,68.1,45.0,26.8,36.8,157.0,2.33,,,,
2025-05-08 13:00:00+05:30,3.63,21.2,0.0142,71.3,43.5,18.0,37.0,158.0,2.75,,,,
2025-05-08 14:00:00+05:30,4.97,18.7,0.0129,70.7,45.3,9.0,36.5,183.0,2.23,,,,
2025-05-08 15:00:00+05:30,5.63,14.2,0.0122,65.9,40.0,5.4,36.7,161.0,2.25,,,,
2025-05-08 16:00:00+05:30,3.13,18.3,0.0123,62.3,39.0,3.35,36.6,146.0,1.98,,,,
2025-05-08 17:00:00+05:30,2.87,19.8,0.0123,73.1,42.5,3.53,35.9,167.0,1.4,,,,
2025-05-08 18:00:00+05:30,4.33,22.9,0.0157,75.9,45.8,5.2,34.5,159.0,1.38,,,,
2025-05-08 19:00:00+05:30,5.48,43.4,0.0275,52.5,48.5,6.25,32.9,149.0,0.65,,,,
2025-05-08 20:00:00+05:30,3.3,65.9,0.0378,36.3,53.8,12.0,31.1,159.0,0.45,,,,
2025-05-08 21:00:00+05:30,9.7,104.0,0.0633,8.25,56.0,15.1,30.5,105.0,0.35,,,,
2025-05-08 22:00:00+05:30,19.7,102.0,0.0705,9.3,60.5,19.1,29.3,193.0,0.3,,,,
2025-05-08 23:00:00+05:30,45.3,92.3,0.0859,10.1,63.0,15.3,28.9,166.0,0.375,,,,
2025-05-09 00:00:00+05:30,32.5,92.8,0.0757,9.55,62.0,18.7,29.1,169.0,0.45,,,,
2025-05-09 01:00:00+05:30,23.2,81.7,0.0623,9.75,66.5,30.7,28.1,90.5,1.2,,,,
2025-05-09 02:00:00+05:30,14.0,73.8,0.0506,10.9,67.8,32.4,27.7,119.0,0.8,,,,
2025-05-09 03:00:00+05:30,5.3,47.8,0.0298,18.4,66.8,31.7,27.5,110.0,1.05,,,,
2025-05-09 04:00:00+05:30,4.58,46.8,0.0286,17.0,66.3,35.3,27.4,73.8,0.825,,,,
2025-05-09 05:00:00+05:30,5.8,39.6,0.0258,11.1,67.8,18.7,27.2,144.0,0.475,,,,
2025-05-09 06:00:00+05:30,3.15,38.3,0.0229,16.0,70.0,23.6,26.7,163.0,0.425,,,,
2025-05-09 07:00:00+05:30,5.9,45.2,0.0289,11.9,71.8,14.5,26.8,188.0,0.35,,,,
2025-05-09 08:00:00+05:30,8.78,51.3,0.0344,18.0,66.8,15.6,29.2,177.0,0.7,,,,
2025-05-09 09:00:00+05:30,5.9,30.2,0.0196,37.7,56.8,22.0,31.9,205.0,1.2,,,,
2025-05-09 10:00:00+05:30,4.3,24.0,0.0154,52.5,54.8,20.3,32.0,197.0,0.8,,,,
2025-05-09 11:00:00+05:30,2.6,24.1,0.0149,50.8,51.3,13.6,33.7,137.0,0.9,,,,
2025-05-09 12:00:00+05:30,2.9,18.7,0.0123,68.3,43.5,17.3,37.0,151.0,1.75,,,,
2025-05-09 13:00:00+05:30,4.07,14.2,0.0109,68.5,42.0,8.0,37.8,185.0,1.8,,,,
2025-05-09 14:00:00+05:30,7.1,12.8,0.00943,67.9,43.0,4.25,37.1,161.0,1.98,,,,
2025-05-09 15:00:00+05:30,3.85,14.5,0.0108,72.0,44.0,0.35,36.4,185.0,1.55,,,,
2025-05-09 16:00:00+05:30,3.43,15.6,0.0111,68.3,44.3,0.0,36.0,174.0,1.45,,,,
2025-05-09 17:00:00+05:30,2.67,23.4,0.014,66.2,46.0,,35.3,174.0,0.95,,,,
2025-05-09 18:00:00+05:30,3.68,20.7,0.014,65.6,46.8,,34.5,147.0,0.75,,,,
2025-05-09 19:00:00+05:30,4.45,38.0,0.0238,47.8,49.0,2.3,33.3,115.0,0.35,,,,
2025-05-09 20:00:00+05:30,3.75,66.9,0.0387,25.2,57.5,7.38,30.7,100.0,0.3,,,,
2025-05-09 21:00:00+05:30,24.6,84.3,0.0648,6.8,64.0,6.47,29.3,130.0,0.3,,,,
2025-05-09 22:00:00+05:30,62.6,91.7,0.0997,11.9,65.3,16.1,28.9,184.0,0.3,,,,
2025-05-09 23:00:00+05:30,53.0,86.5,0.089,8.28,65.3,16.9,28.7,232.0,0.3,,,,
2025-05-10 00:00:00+05:30,91.8,81.9,0.118,10.1,68.3,22.7,28.0,185.0,0.4,,,,
2025-05-10 01:00:00+05:30,59.2,71.5,0.0862,9.4,71.0,25.8,27.6,286.0,0.3,,,,
2025-05-10 02:00:00+05:30,51.9,65.9,0.0772,9.5,73.0,27.2,27.1,248.0,0.3,,,,
2025-05-10 03:00:00+05:30,53.2,59.6,0.075,13.1,74.8,25.1,26.7,216.0,0.3,,,,
2025-05-10 04:00:00+05:30,28.9,74.1,0.063,10.8,72.3,38.5,26.7,240.0,0.3,,,,
2025-05-10 05:00:00+05:30,34.2,71.1,0.0656,7.38,74.3,41.3,26.2,241.0,0.3,,,,
2025-05-10 06:00:00+05:30,48.6,58.7,0.0708,7.9,76.3,24.8,26.1,237.0,0.3,,,,
2025-05-10 07:00:00+05:30,46.9,63.0,0.0717,7.57,74.8,19.9,27.1,281.0,0.3,,,,
2025-05-10 08:00:00+05:30,20.3,75.9,0.0569,10.5,67.0,35.8,29.6,200.0,0.8,,,,
2025-05-10 09:00:00+05:30,7.48,73.3,0.0451,23.6,57.8,58.8,33.0,149.0,0.55,,,,
2025-05-10 10:00:00+05:30,4.23,44.3,0.027,56.7,47.3,48.5,36.7,189.0,0.825,,,,
2025-05-10 11:00:00+05:30,2.98,30.6,0.0187,73.4,43.0,29.4,38.5,160.0,1.03,,,,
2025-05-10 12:00:00+05:30,3.73,20.0,0.0137,78.4,43.5,22.1,37.3,178.0,1.3,,,,
2025-05-10 13:00:00+05:30,4.75,18.3,0.0136,34.1,72.3,17.5,27.6,191.0,1.43,,,,
2025-05-10 14:00:00+05:30,2.23,25.5,0.0154,29.3,69.0,4.28,31.6,209.0,0.725,,,,
2025-05-10 15:00:00+05:30,4.9,17.8,0.0124,49.7,47.0,3.33,35.5,225.0,0.75,,,,
2025-05-10 16:00:00+05:30,3.0,29.7,0.0175,49.8,64.0,3.2,29.4,201.0,1.78,,,,
2025-05-10 17:00:00+05:30,3.6,32.4,0.0201,52.9,65.5,0.8,29.4,197.0,1.03,,,,
2025-05-10 18:00:00+05:30,2.93,36.8,0.022,51.2,62.3,1.58,30.4,177.0,0.5,,,,
2025-05-10 19:00:00+05:30,3.13,47.6,0.0279,39.2,63.3,3.9,29.8,148.0,0.325,,,,
2025-05-10 20:00:00+05:30,5.33,89.3,0.0519,23.5,68.3,14.3,28.5,184.0,0.3,,,,
2025-05-10 21:00:00+05:30,4.13,65.5,0.0382,17.4,70.5,16.6,28.3,167.0,0.875,,,,
2025-05-10 22:00:00+05:30,4.73,43.4,0.0269,21.0,68.8,9.4,28.2,137.0,0.875,,,,
2025-05-10 23:00:00+05:30,6.03,56.4,0.0349,8.73,74.3,6.65,26.9,173.0,0.3,,,,
2025-05-11 00:00:00+05:30,13.4,71.9,0.0492,2.67,78.3,7.1,26.2,128.0,0.3,,,,
2025-05-11 01:00:00+05:30,12.4,70.1,0.0473,8.2,80.0,12.5,25.5,201.0,0.3,,,,
2025-05-11 02:00:00+05:30,26.6,66.1,0.0568,4.0,81.0,14.8,25.2,204.0,0.3,,,,
2025-05-11 03:00:00+05:30,35.4,49.0,0.0548,13.7,84.5,22.3,24.5,169.0,0.3,,,,
2025-05-11 04:00:00+05:30,43.4,61.8,0.0681,9.93,85.5,27.1,24.3,225.0,0.3,,,,
2025-05-11 05:00:00+05:30,43.8,65.3,0.0703,9.25,85.3,31.6,24.2,188.0,0.3,,,,
2025-05-11 06:00:00+05:30,14.1,53.4,0.0399,2.5,82.3,15.5,24.2,179.0,0.3,,,,
2025-05-11 07:00:00+05:30,8.95,45.5,0.0315,9.83,79.0,7.45,24.4,216.0,0.325,,,,
2025-05-11 08:00:00+05:30,7.5,36.8,0.0257,15.7,73.3,14.1,26.9,198.0,0.5,,,,
2025-05-11 09:00:00+05:30,5.88,37.1,0.0245,26.2,65.5,19.2,30.1,204.0,0.875,,,,
2025-05-11 10:00:00+05:30,1.35,39.9,0.0223,44.8,57.5,23.6,33.6,218.0,1.13,,,,
2025-05-11 11:00:00+05:30,2.7,22.5,0.0142,63.8,48.5,27.3,36.1,216.0,1.3,,,,
2025-05-11 12:00:00+05:30,5.37,19.1,0.0131,72.9,41.8,25.3,38.8,202.0,1.1,,,,
2025-05-11 13:00:00+05:30,1.43,15.1,0.0092,83.4,39.0,13.7,39.4,211.0,1.18,,,,
2025-05-11 14:00:00+05:30,3.1,16.3,0.0104,96.4,39.0,13.3,39.4,207.0,1.1,,,,
2025-05-11 15:00:00+05:30,4.28,16.6,0.0123,93.8,38.3,10.6,39.2,179.0,1.15,,,,
2025-05-11 16:00:00+05:30,2.85,16.0,0.0108,87.4,36.0,6.7,39.2,226.0,1.28,,,,
2025-05-11 17:00:00+05:30,3.43,20.3,0.0135,78.7,35.3,3.9,38.9,201.0,0.975,,,,
2025-05-11 18:00:00+05:30,4.5,22.1,0.0144,79.6,37.0,6.38,37.8,194.0,0.45,,,,
2025-05-11 19:00:00+05:30,4.03,49.6,0.0297,47.7,45.3,10.4,34.3,178.0,0.3,,,,
2025-05-11 20:00:00+05:30,14.5,102.0,0.0658,14.7,55.3,16.3,31.3,187.0,0.5,,,,
2025-05-11 21:00:00+05:30,4.58,19.4,0.014,52.3,44.0,19.7,30.9,211.0,2.55,,,,
2025-05-11 22:00:00+05:30,2.5,19.1,0.0122,59.0,43.0,14.9,30.0,206.0,1.78,,,,
2025-05-11 23:00:00+05:30,4.17,21.1,0.0137,58.2,43.8,1.05,30.1,211.0,1.83,,,,
2025-05-12 00:00:00+05:30,4.23,28.9,0.0188,55.8,45.3,0.933,29.6,199.0,0.967,,,,
2025-05-12 01:00:00+05:30,3.3,18.1,0.0124,53.5,44.0,0.7,29.7,224.0,0.9,,,,
2025-05-12 02:00:00+05:30,3.4,22.8,0.0149,50.3,48.3,2.78,28.8,209.0,1.2,,,,
2025-05-12 03:00:00+05:30,4.9,25.2,0.0174,44.6,49.5,9.9,28.0,207.0,0.725,,,,
2025-05-12 04:00:00+05:30,4.95,21.9,0.0157,42.2,50.0,16.3,27.4,198.0,0.375,,,,
2025-05-12 05:00:00+05:30,4.38,23.8,0.0162,38.0,55.3,8.73,26.0,199.0,0.325,,,,
2025-05-12 06:00:00+05:30,3.08,40.2,0.0239,20.2,61.3,6.35,24.7,198.0,0.3,,,,
2025-05-12 07:00:00+05:30,5.68,50.6,0.0315,15.0,63.8,2.0,25.0,222.0,0.3,,,,
2025-05-12 08:00:00+05:30,5.18,52.5,0.0321,24.7,55.3,9.58,28.3,268.0,0.3,,,,
2025-05-12 09:00:00+05:30,7.63,66.5,0.0416,29.8,48.5,18.1,32.3,193.0,0.7,,,,
2025-05-12 10:00:00+05:30,3.53,38.7,0.0235,57.3,44.0,18.2,34.1,210.0,1.4,,,,
2025-05-12 11:00:00+05:30,3.63,21.3,0.0143,75.2,39.3,11.2,37.1,201.0,1.2,,,,
2025-05-12 12:00:00+05:30,3.23,23.1,0.0149,85.9,36.8,14.1,38.4,203.0,1.33,,,,
2025-05-12 13:00:00+05:30,4.55,12.5,0.0103,83.9,35.0,15.8,39.2,201.0,1.73,,,,
2025-05-12 14:00:00+05:30,3.58,12.8,0.00973,77.8,33.8,5.68,39.6,203.0,1.8,,,,
2025-05-12 15:00:00+05:30,4.7,16.9,0.0128,89.4,33.7,1.4,39.5,196.0,1.63,,,,
2025-05-12 16:00:00+05:30,4.33,16.0,0.0121,93.1,34.8,2.15,39.6,207.0,1.33,,,,
2025-05-12 17:00:00+05:30,2.83,16.0,0.0108,89.8,35.3,1.23,39.2,204.0,1.17,,,,
2025-05-12 18:00:00+05:30,3.3,21.9,0.0144,80.5,37.5,1.8,37.9,199.0,0.65,,,,
2025-05-12 19:00:00+05:30,4.2,46.1,0.028,49.2,44.3,3.1,35.5,187.0,0.3,,,,
2025-05-12 20:00:00+05:30,6.17,79.0,0.0471,27.5,47.7,8.07,32.8,176.0,0.3,,,,
2025-05-12 21:00:00+05:30,43.9,111.0,0.0947,7.43,57.0,23.5,30.6,180.0,0.3,,,,
2025-05-12 22:00:00+05:30,41.2,82.0,0.0771,17.8,53.3,33.3,31.0,208.0,0.825,,,,
2025-05-12 23:00:00+05:30,4.1,43.4,0.0264,34.0,43.3,24.5,31.4,215.0,0.3,,,,
2025-05-13 00:00:00+05:30,5.4,33.0,0.0219,33.8,41.0,21.2,31.0,208.0,1.4,,,,
2025-05-13 01:00:00+05:30,6.5,29.9,0.0211,35.7,46.0,18.1,29.7,64.0,0.3,,,,
2025-05-13 02:00:00+05:30,4.5,42.1,0.0261,22.9,49.5,13.7,28.3,223.0,0.75,,,,
2025-05-13 03:00:00+05:30,5.85,28.3,0.0198,31.3,45.5,14.6,29.0,221.0,1.15,,,,
2025-05-13 04:00:00+05:30,6.17,23.6,0.0176,40.2,44.0,11.3,29.4,212.0,1.57,,,,
2025-05-13 05:00:00+05:30,2.68,33.6,0.0201,31.0,47.0,3.95,28.7,217.0,1.35,,,,
2025-05-13 06:00:00+05:30,2.9,30.8,0.0187,35.7,49.3,5.43,28.4,212.0,1.35,,,,
2025-05-13 07:00:00+05:30,4.5,45.4,0.0278,27.7,50.8,,28.1,204.0,0.6,,,,
2025-05-13 08:00:00+05:30,5.6,39.7,0.0257,31.7,46.5,,31.5,181.0,0.525,,,,
2025-05-13 09:00:00+05:30,6.7,34.2,0.0236,42.5,41.8,3.75,34.4,194.0,0.7,,,,
2025-05-13 10:00:00+05:30,5.38,26.3,0.0184,54.4,39.8,7.3,36.6,183.0,1.4,,,,
2025-05-13 11:00:00+05:30,3.7,17.5,0.0123,61.2,38.3,4.2,38.5,200.0,1.5,,,,
2025-05-13 12:00:00+05:30,2.4,16.0,0.0104,61.8,38.0,2.2,39.9,205.0,1.8,,,,
2025-05-13 13:00:00+05:30,3.8,13.7,0.0104,65.8,35.5,,40.2,212.0,1.55,,,,
2025-05-13 14:00:00+05:30,3.93,15.5,0.0101,67.4,34.5,,38.8,217.0,1.43,,,,
2025-05-13 15:00:00+05:30,5.7,15.4,0.0116,70.6,33.3,,38.8,218.0,1.4,,,,
2025-05-13 16:00:00+05:30,2.78,20.4,0.0131,67.0,33.0,,37.7,218.0,1.75,,,,
2025-05-13 17:00:00+05:30,4.75,29.8,0.0197,28.2,68.0,,25.1,208.0,1.18,,,,
2025-05-13 18:00:00+05:30,4.4,28.7,0.0188,32.4,67.8,,24.6,191.0,1.33,,,,
2025-05-13 19:00:00+05:30,6.88,43.7,0.0288,32.8,64.3,,24.5,195.0,0.825,,,,
2025-05-13 20:00:00+05:30,4.9,63.0,0.0375,17.7,61.0,,24.6,182.0,0.625,,,,
2025-05-13 21:00:00+05:30,6.6,50.0,0.032,21.0,62.0,5.9,23.8,170.0,1.08,,,,
2025-05-13 22:00:00+05:30,2.55,32.9,0.0196,34.0,53.3,8.15,24.5,205.0,0.55,,,,
2025-05-13 23:00:00+05:30,4.4,41.8,0.0258,25.1,56.7,2.13,24.1,189.0,0.333,,,,
2025-05-14 00:00:00+05:30,3.17,41.5,0.0246,25.2,54.0,1.3,24.3,271.0,0.3,,,,
2025-05-14 01:00:00+05:30,5.5,55.8,0.0342,13.0,61.5,1.95,22.7,194.0,0.3,,,,
2025-05-14 02:00:00+05:30,7.3,65.9,0.041,17.6,59.0,4.55,23.2,227.0,0.675,,,,
2025-05-14 03:00:00+05:30,4.05,33.7,0.0212,23.9,59.3,9.9,23.0,233.0,0.65,,,,
2025-05-14 04:00:00+05:30,6.8,53.8,0.0341,13.5,62.3,11.4,22.3,200.0,0.45,,,,
2025-05-14 05:00:00+05:30,4.3,36.5,0.0229,16.0,65.5,1.4,21.8,218.0,0.75,,,,
2025-05-14 06:00:00+05:30,9.5,51.1,0.0349,9.8,69.5,3.38,21.1,181.0,0.4,,,,
2025-05-14 07:00:00+05:30,25.2,52.8,0.0486,8.55,71.5,1.33,21.5,204.0,0.325,,,,
2025-05-14 08:00:00+05:30,9.23,50.4,0.0343,16.7,61.3,7.38,25.2,200.0,0.475,,,,
2025-05-14 09:00:00+05:30,6.73,38.5,0.0259,28.4,52.3,12.8,28.7,208.0,0.775,,,,
2025-05-14 10:00:00+05:30,5.5,32.7,0.0218,43.5,46.3,10.1,31.1,206.0,1.4,,,,
2025-05-14 11:00:00+05:30,4.58,23.9,0.0165,54.8,42.8,9.75,33.8,215.0,1.28,,,,
2025-05-14 12:00:00+05:30,3.8,21.5,0.0145,66.2,39.5,17.9,35.9,206.0,1.6,,,,
2025-05-14 13:00:00+05:30,4.08,16.2,0.0119,68.5,35.8,16.6,37.8,215.0,1.58,,,,
2025-05-14 14:00:00+05:30,4.78,14.3,0.0115,72.2,35.0,10.0,38.2,214.0,1.48,,,,
2025-05-14 15:00:00+05:30,3.17,17.3,0.0118,66.0,32.3,1.83,38.7,203.0,1.3,,,,
2025-05-14 16:00:00+05:30,4.17,12.5,0.01,69.5,27.0,0.3,39.0,220.0,1.17,,,,
2025-05-14 17:00:00+05:30,4.85,15.9,0.0124,69.9,25.0,0.2,38.8,209.0,1.08,,,,
2025-05-14 18:00:00+05:30,3.53,26.4,0.017,67.9,30.8,0.5,36.9,183.0,0.475,,,,
2025-05-14 19:00:00+05:30,3.85,71.3,0.0411,35.4,40.0,3.15,32.5,181.0,0.3,,,,
2025-05-14 20:00:00+05:30,45.7,105.0,0.0929,9.25,51.8,10.2,28.8,185.0,0.3,,,,
2025-05-14 21:00:00+05:30,125.0,96.5,0.153,7.33,55.8,24.7,27.3,191.0,0.3,,,,
2025-05-14 22:00:00+05:30,95.0,87.3,0.124,10.7,49.0,32.1,27.4,205.0,0.5,,,,
2025-05-14 23:00:00+05:30,3.73,34.9,0.0216,34.3,34.3,25.1,31.0,211.0,1.4,,,,
2025-05-15 00:00:00+05:30,5.33,26.4,0.0184,36.7,37.0,22.8,30.1,205.0,1.17,,,,
2025-05-15 01:00:00+05:30,4.6,37.5,0.0237,24.7,41.5,11.1,27.5,197.0,0.3,,,,
2025-05-15 02:00:00+05:30,5.6,43.2,0.0275,18.9,45.8,7.93,26.2,198.0,0.35,,,,
2025-05-15 03:00:00+05:30,4.05,37.7,0.0234,13.3,46.3,15.2,25.7,203.0,0.45,,,,
2025-05-15 04:00:00+05:30,2.53,37.5,0.0215,16.5,45.5,18.9,25.4,191.0,0.3,,,,
2025-05-15 05:00:00+05:30,22.4,54.3,0.0471,9.37,51.3,7.6,23.9,208.0,0.3,,,,
2025-05-15 06:00:00+05:30,25.4,59.0,0.052,6.28,52.3,9.28,23.7,238.0,0.3,,,,
2025-05-15 07:00:00+05:30,53.6,69.5,0.0806,6.05,52.3,12.4,24.4,247.0,0.3,,,,
2025-05-15 08:00:00+05:30,40.4,75.5,0.073,8.35,49.5,32.5,26.7,216.0,0.525,,,,
2025-05-15 09:00:00+05:30,6.8,47.3,0.0307,21.6,43.0,47.0,29.3,213.0,1.1,,,,
2025-05-15 10:00:00+05:30,6.83,34.9,0.0242,40.0,39.0,33.6,32.5,212.0,1.35,,,,
2025-05-15 11:00:00+05:30,5.15,19.8,0.0148,57.5,33.3,15.2,35.3,206.0,1.63,,,,
2025-05-15 12:00:00+05:30,4.2,16.7,0.0123,64.8,30.8,13.7,37.3,215.0,1.5,,,,
2025-05-15 13:00:00+05:30,3.43,13.5,0.00997,70.5,29.3,11.1,38.2,212.0,1.47,,,,
2025-05-15 14:00:00+05:30,2.78,16.7,0.0111,78.7,29.3,6.55,38.9,212.0,1.13,,,,
2025-05-15 15:00:00+05:30,6.03,15.1,0.0115,88.0,30.0,7.8,39.1,207.0,1.08,,,,
2025-05-15 16:00:00+05:30,5.23,18.1,0.0127,94.0,30.0,11.3,39.3,214.0,1.1,,,,
2025-05-15 17:00:00+05:30,1.83,20.3,0.0117,91.4,29.3,8.6,39.0,213.0,1.0,,,,
2025-05-15 18:00:00+05:30,4.3,28.3,0.0174,75.8,28.5,5.18,37.5,205.0,0.475,,,,
2025-05-15 19:00:00+05:30,3.93,60.3,0.0353,54.5,31.3,7.38,34.5,209.0,0.3,,,,
2025-05-15 20:00:00+05:30,3.53,76.7,0.0437,37.9,32.5,8.23,32.8,211.0,0.3,,,,
2025-05-15 21:00:00+05:30,9.7,105.0,0.0618,14.5,35.8,0.6,31.2,198.0,0.325,,,,
2025-05-15 22:00:00+05:30,47.3,102.0,0.0928,8.57,45.0,1.7,28.3,188.0,0.3,,,,
2025-05-15 23:00:00+05:30,102.0,94.4,0.133,7.5,49.0,7.0,27.5,179.0,0.3,,,,
