Local Time,NO,NO2,NOX,PM25,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM10,CO,O3,NH3
2025-07-01 22:00:00+05:30,25.6,19.6,0.0313,33.5,81.0,65.1,29.6,185.0,0.0,,,,
2025-07-01 23:00:00+05:30,25.4,19.4,0.0309,23.5,82.8,61.4,29.1,185.0,0.0,,,,
2025-07-02 00:00:00+05:30,24.1,22.2,0.0314,16.0,82.5,63.3,29.1,185.0,0.0,,,,
2025-07-02 01:00:00+05:30,24.8,22.8,0.0324,33.0,85.7,66.1,28.9,185.0,0.0,,,,
2025-07-02 02:00:00+05:30,25.4,20.4,0.0315,47.0,85.6,63.2,28.9,185.0,0.0,,,,
2025-07-02 03:00:00+05:30,25.2,21.1,0.0317,56.3,89.2,61.3,28.1,185.0,0.0,,,,
2025-07-02 04:00:00+05:30,24.7,23.6,0.0326,58.5,90.3,64.0,27.9,185.0,0.0,,,,
2025-07-02 05:00:00+05:30,23.6,22.5,0.0312,60.0,90.6,65.6,27.7,185.0,0.0,,,,
2025-07-02 06:00:00+05:30,24.9,18.2,0.0299,51.0,89.8,62.4,27.8,185.0,0.0,,,,
2025-07-02 07:00:00+05:30,23.5,19.2,0.0293,47.5,83.0,61.2,29.4,99.0,1.88,,,,
2025-07-02 08:00:00+05:30,23.3,22.0,0.0306,41.8,77.8,63.8,31.1,150.0,2.75,,,,
2025-07-02 09:00:00+05:30,24.8,21.2,0.0314,36.0,70.7,64.9,32.3,64.8,3.69,,,,
2025-07-02 10:00:00+05:30,25.7,17.9,0.0304,17.5,69.9,61.4,32.9,167.0,2.31,,,,
2025-07-02 11:00:00+05:30,24.8,18.1,0.0298,9.25,67.7,62.0,34.1,168.0,2.38,,,,
2025-07-02 12:00:00+05:30,24.2,21.9,0.0313,22.0,64.7,67.5,35.2,155.0,2.5,,,,
2025-07-02 13:00:00+05:30,17.7,17.7,0.0224,30.0,63.3,66.6,35.3,118.0,3.06,,,,
2025-07-02 14:00:00+05:30,25.8,22.8,0.033,9.5,63.8,68.7,36.3,123.0,2.34,,,,
2025-07-02 15:00:00+05:30,25.2,19.4,0.0309,34.5,66.2,69.9,36.0,132.0,3.3,,,,
2025-07-02 16:00:00+05:30,24.6,18.8,0.03,24.0,67.8,65.5,35.2,180.0,3.13,,,,
2025-07-02 19:00:00+05:30,24.8,19.2,0.0304,26.3,71.6,69.5,33.3,120.0,0.3,,,,
2025-07-02 20:00:00+05:30,25.8,19.0,0.0311,26.5,73.1,65.0,32.5,156.0,0.05,,,,
2025-07-02 21:00:00+05:30,23.3,20.7,0.0289,14.3,73.9,63.4,32.2,146.0,0.288,,,,
2025-07-02 22:00:00+05:30,23.3,24.8,0.0322,7.75,75.1,67.2,32.1,157.0,0.538,,,,
2025-07-02 23:00:00+05:30,24.3,21.4,0.0312,30.7,75.2,66.9,31.8,120.0,0.333,,,,
2025-07-03 00:00:00+05:30,24.9,19.7,0.0307,30.0,75.4,63.3,31.5,124.0,0.625,,,,
2025-07-03 01:00:00+05:30,24.0,22.2,0.0314,19.0,79.2,64.0,30.9,82.5,1.75,,,,
2025-07-03 02:00:00+05:30,23.6,23.2,0.0315,24.8,80.7,67.2,30.4,109.0,1.31,,,,
2025-07-03 03:00:00+05:30,25.0,19.6,0.0308,30.5,81.5,65.3,30.1,155.0,0.938,,,,
2025-07-03 04:00:00+05:30,25.7,18.0,0.0304,22.8,83.2,62.2,29.7,207.0,1.25,,,,
2025-07-03 05:00:00+05:30,24.2,20.4,0.0305,21.0,83.2,63.2,29.4,202.0,1.0,,,,
2025-07-03 06:00:00+05:30,24.1,21.6,0.0311,21.0,84.1,66.7,29.2,195.0,0.75,,,,
2025-07-03 07:00:00+05:30,25.5,18.7,0.0307,26.3,83.9,64.3,29.5,138.0,1.69,,,,
2025-07-03 08:00:00+05:30,25.5,18.3,0.0305,15.5,80.4,60.8,30.6,185.0,1.63,,,,
2025-07-03 09:00:00+05:30,24.1,20.4,0.0304,18.3,75.6,63.2,32.4,214.0,2.0,,,,
2025-07-03 10:00:00+05:30,23.9,21.9,0.0312,24.5,72.0,66.2,33.4,118.0,1.75,,,,
2025-07-03 11:00:00+05:30,25.4,18.8,0.0306,28.0,65.7,63.3,35.4,167.0,1.81,,,,
2025-07-03 12:00:00+05:30,24.6,19.4,0.0303,19.5,66.4,62.6,34.6,168.0,2.0,,,,
2025-07-03 13:00:00+05:30,24.5,18.5,0.0298,27.3,63.8,62.2,35.6,150.0,2.88,,,,
2025-07-03 14:00:00+05:30,24.9,18.2,0.0299,20.3,66.6,61.8,35.5,195.0,2.69,,,,
2025-07-03 15:00:00+05:30,25.2,19.1,0.0307,24.5,65.5,61.9,36.0,183.0,2.19,,,,
2025-07-03 16:00:00+05:30,24.6,19.4,0.0303,25.5,65.2,61.2,36.5,186.0,3.06,,,,
2025-07-03 17:00:00+05:30,24.6,20.4,0.0309,23.3,65.9,63.0,36.1,113.0,1.69,,,,
2025-07-03 18:00:00+05:30,24.1,19.9,0.0302,22.5,68.3,64.5,34.8,126.0,1.0,,,,
2025-07-03 19:00:00+05:30,25.2,18.2,0.0302,25.3,70.6,62.0,33.8,168.0,2.19,,,,
2025-07-03 20:00:00+05:30,24.7,19.8,0.0306,22.3,72.4,62.0,32.9,122.0,3.06,,,,
2025-07-03 21:00:00+05:30,24.4,21.5,0.0313,32.5,72.4,66.9,32.3,156.0,1.06,,,,
2025-07-03 22:00:00+05:30,25.0,19.9,0.0309,42.8,74.5,65.6,31.8,168.0,1.06,,,,
2025-07-03 23:00:00+05:30,25.8,18.8,0.0309,37.5,77.9,61.9,31.4,171.0,0.625,,,,
2025-07-04 00:00:00+05:30,25.4,20.2,0.0313,24.0,79.3,62.5,31.1,189.0,0.917,,,,
2025-07-04 01:00:00+05:30,24.0,24.1,0.0323,42.0,79.9,67.0,30.5,155.0,0.5,,,,
2025-07-04 02:00:00+05:30,24.7,19.7,0.0306,43.8,80.6,63.8,30.4,204.0,0.5,,,,
2025-07-04 03:00:00+05:30,25.3,19.0,0.0306,39.0,81.5,61.6,30.2,147.0,0.875,,,,
2025-07-04 04:00:00+05:30,23.6,21.2,0.0305,26.5,83.4,63.3,29.8,143.0,2.19,,,,
2025-07-04 05:00:00+05:30,23.6,22.0,0.0309,27.3,85.5,65.9,29.1,207.0,2.56,,,,
2025-07-04 06:00:00+05:30,25.6,18.5,0.0307,28.0,85.5,63.0,28.8,144.0,0.813,,,,
2025-07-04 07:00:00+05:30,25.4,18.4,0.0304,11.5,84.5,61.6,29.4,180.0,0.75,,,,
2025-07-04 08:00:00+05:30,24.3,20.8,0.0308,16.8,79.2,63.8,31.4,146.0,1.13,,,,
2025-07-04 09:00:00+05:30,24.3,22.1,0.0316,27.0,73.2,66.8,33.6,137.0,0.625,,,,
2025-07-04 10:00:00+05:30,25.3,18.4,0.0304,22.8,70.1,63.4,34.3,116.0,0.25,,,,
2025-07-04 11:00:00+05:30,24.4,19.8,0.0304,19.5,68.5,61.9,34.6,34.9,1.31,,,,
2025-07-04 12:00:00+05:30,24.1,21.9,0.0313,24.3,68.3,64.9,34.7,184.0,0.688,,,,
