Local Time,CO,NO,NO2,NOX,O3,PM10,PM25,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,NH3
2025-05-16 14:00:00+05:30,0.83,3.53,16.2,0.0115,127.0,137.0,24.0,40.5,18.1,41.5,103.0,2.05,
2025-05-16 15:00:00+05:30,0.998,2.78,14.9,0.0102,151.0,163.0,28.5,,18.6,,,,
2025-05-16 16:00:00+05:30,0.975,2.73,14.4,0.00988,133.0,193.0,38.5,,20.2,,,,
2025-05-16 17:00:00+05:30,1.07,2.3,13.8,0.00923,132.0,178.0,37.3,,20.4,,,,
2025-05-16 18:00:00+05:30,0.843,2.53,16.4,0.0108,75.0,244.0,31.5,54.5,16.4,33.8,192.0,1.55,
2025-05-16 19:00:00+05:30,1.04,7.9,16.5,0.0152,33.6,200.0,23.0,57.5,11.8,32.6,205.0,1.1,
2025-05-16 20:00:00+05:30,1.28,8.65,17.2,0.0162,16.5,136.0,27.5,64.3,10.4,31.3,220.0,0.8,
2025-05-16 21:00:00+05:30,1.39,10.5,14.5,0.0162,15.6,199.0,44.5,63.8,10.4,31.2,221.0,0.45,
2025-05-16 22:00:00+05:30,1.62,13.2,10.9,0.0165,10.5,211.0,43.5,63.5,11.4,31.3,221.0,0.475,
2025-05-16 23:00:00+05:30,1.5,14.5,7.65,0.0159,11.8,175.0,35.0,59.8,11.3,31.8,221.0,0.3,
2025-05-17 00:00:00+05:30,1.42,15.4,7.43,0.0165,12.2,128.0,34.3,59.7,9.9,31.6,221.0,0.3,
2025-05-17 01:00:00+05:30,1.2,15.4,8.65,0.0171,11.7,163.0,45.0,63.0,5.3,30.5,220.0,0.3,
2025-05-17 02:00:00+05:30,1.12,15.0,10.5,0.0178,13.6,140.0,38.5,62.5,5.88,30.8,222.0,0.55,
2025-05-17 03:00:00+05:30,1.14,14.5,12.8,0.0185,12.1,125.0,34.5,64.0,6.45,30.6,222.0,0.35,
2025-05-17 04:00:00+05:30,1.18,15.0,11.9,0.0185,12.9,223.0,47.7,65.0,5.8,30.8,222.0,0.633,
2025-05-17 05:00:00+05:30,1.05,14.4,11.7,0.0179,12.0,199.0,44.0,62.5,5.6,31.1,223.0,0.425,
2025-05-17 06:00:00+05:30,1.07,11.4,10.1,0.0147,12.4,113.0,35.0,60.3,6.6,31.4,222.0,0.4,
2025-05-17 07:00:00+05:30,1.14,8.63,8.9,0.0118,18.9,101.0,36.3,56.0,8.1,33.1,127.0,1.5,
2025-05-17 08:00:00+05:30,1.39,8.53,7.83,0.0111,10.5,183.0,43.5,61.3,8.65,32.6,127.0,0.675,
2025-05-17 09:00:00+05:30,1.37,8.68,9.28,0.012,10.4,211.0,46.0,53.5,8.73,35.1,118.0,2.15,
2025-05-17 10:00:00+05:30,0.868,6.83,15.7,0.0139,15.0,139.0,41.5,46.8,10.9,37.7,168.0,2.33,
2025-05-17 11:00:00+05:30,0.758,5.6,16.5,0.0133,17.5,116.0,32.0,45.5,12.7,38.6,200.0,2.15,
2025-05-17 12:00:00+05:30,0.798,4.38,17.1,0.0127,36.6,113.0,23.0,45.0,13.0,39.3,145.0,2.15,
2025-05-17 13:00:00+05:30,0.79,3.43,16.1,0.0114,53.5,117.0,23.0,44.3,12.9,40.1,120.0,1.9,
2025-05-17 14:00:00+05:30,0.0,3.98,14.8,0.0111,88.5,121.0,22.5,43.0,11.7,40.7,162.0,2.13,
2025-05-17 15:00:00+05:30,0.59,2.98,13.4,0.00953,93.0,120.0,25.5,,12.2,,,,
2025-05-17 16:00:00+05:30,0.815,3.4,15.4,0.011,44.0,156.0,27.5,,9.15,,,,
2025-05-17 17:00:00+05:30,0.708,7.23,18.3,0.0156,39.0,167.0,24.0,52.0,8.03,35.7,202.0,1.53,
2025-05-17 18:00:00+05:30,0.768,7.5,15.9,0.0145,45.2,140.0,22.0,54.3,8.43,34.8,220.0,0.95,
2025-05-17 19:00:00+05:30,1.03,6.48,12.1,0.0117,46.6,138.0,20.5,60.3,8.68,33.2,163.0,1.43,
2025-05-17 20:00:00+05:30,1.0,7.2,10.9,0.0117,30.9,114.0,19.5,61.5,6.78,32.4,121.0,1.18,
2025-05-17 21:00:00+05:30,1.4,6.65,9.4,0.0104,22.2,125.0,24.5,60.8,6.98,32.7,120.0,0.675,
2025-05-17 22:00:00+05:30,1.22,7.93,11.1,0.0123,25.9,152.0,36.5,60.5,6.68,32.4,121.0,0.65,
2025-05-17 23:00:00+05:30,1.24,7.53,14.2,0.0136,24.5,189.0,43.5,62.5,5.6,31.9,122.0,0.325,
2025-05-18 00:00:00+05:30,1.06,7.35,15.0,0.014,30.4,172.0,36.0,63.0,5.7,31.9,123.0,0.35,
2025-05-18 01:00:00+05:30,1.06,8.1,14.7,0.0144,16.0,127.0,34.0,67.0,9.0,31.3,122.0,0.4,
2025-05-18 02:00:00+05:30,1.08,8.05,13.1,0.0135,13.2,155.0,38.5,66.3,9.13,31.2,122.0,0.55,
2025-05-18 03:00:00+05:30,1.13,8.48,9.13,0.0118,15.1,153.0,42.0,65.5,4.5,31.3,125.0,0.625,
2025-05-18 04:00:00+05:30,1.21,7.25,8.48,0.0104,13.1,121.0,41.0,68.5,5.4,30.5,123.0,0.3,
2025-05-18 05:00:00+05:30,1.31,8.38,8.1,0.0111,12.3,103.0,39.0,67.3,9.08,30.7,123.0,0.3,
2025-05-18 06:00:00+05:30,1.37,9.0,11.0,0.0132,13.6,103.0,48.0,69.8,9.88,30.5,125.0,0.575,
2025-05-18 07:00:00+05:30,1.37,10.2,14.1,0.0158,12.0,124.0,59.0,67.3,9.83,31.3,124.0,0.575,
2025-05-18 08:00:00+05:30,1.44,10.6,14.9,0.0165,14.1,140.0,59.5,60.5,11.1,33.5,122.0,0.375,
2025-05-18 09:00:00+05:30,1.31,9.5,13.7,0.015,19.3,148.0,53.0,57.3,11.9,34.9,124.0,0.875,
2025-05-18 10:00:00+05:30,1.06,7.3,13.0,0.0128,34.4,134.0,39.0,51.5,12.2,36.9,128.0,1.33,
2025-05-18 11:00:00+05:30,1.06,5.03,11.1,0.01,75.8,113.0,29.5,49.0,14.7,38.2,103.0,1.75,
2025-05-18 12:00:00+05:30,1.01,3.63,12.8,0.00975,108.0,108.0,29.0,47.3,18.6,39.0,160.0,2.08,
2025-05-18 13:00:00+05:30,0.933,2.48,14.6,0.0098,114.0,113.0,30.0,45.3,21.3,39.9,135.0,2.53,
2025-05-18 14:00:00+05:30,0.685,3.93,19.1,0.0134,129.0,121.0,32.0,43.0,20.5,41.2,193.0,1.8,
2025-05-18 15:00:00+05:30,0.695,4.13,21.1,0.0146,132.0,127.0,31.5,42.8,16.1,41.2,122.0,2.25,
2025-05-18 16:00:00+05:30,0.848,3.73,22.3,0.0149,162.0,140.0,32.0,45.0,15.8,40.6,127.0,2.55,
2025-05-18 17:00:00+05:30,0.813,3.9,20.5,0.0141,160.0,150.0,36.5,46.0,14.8,40.3,132.0,1.4,
2025-05-18 18:00:00+05:30,0.8,4.2,19.6,0.0138,147.0,148.0,37.5,48.0,16.5,38.9,117.0,1.5,
2025-05-18 19:00:00+05:30,0.91,4.25,15.4,0.0117,91.4,159.0,37.0,54.0,16.6,37.0,114.0,0.525,
2025-05-18 20:00:00+05:30,1.14,6.73,13.4,0.0126,53.0,228.0,48.5,59.5,13.6,35.2,114.0,0.3,
2025-05-18 21:00:00+05:30,1.22,7.55,13.8,0.0135,55.1,233.0,54.0,59.0,13.0,35.3,114.0,0.725,
2025-05-18 22:00:00+05:30,1.09,7.98,14.5,0.0142,53.8,157.0,47.0,61.8,11.9,34.9,118.0,1.0,
2025-05-18 23:00:00+05:30,1.06,7.63,17.5,0.0156,50.2,132.0,47.0,64.0,8.8,34.3,138.0,0.8,
2025-05-19 00:00:00+05:30,1.14,7.57,17.9,0.0156,42.0,132.0,46.7,66.3,8.4,33.8,139.0,0.667,
2025-05-19 01:00:00+05:30,1.21,6.45,15.6,0.0135,29.3,134.0,47.0,70.0,7.1,33.1,126.0,0.55,
2025-05-19 02:00:00+05:30,1.16,6.45,15.4,0.0134,24.9,131.0,42.5,70.5,6.9,32.9,205.0,0.825,
2025-05-19 03:00:00+05:30,1.2,5.88,11.7,0.011,,120.0,37.0,72.8,7.58,32.4,215.0,0.7,
2025-05-19 04:00:00+05:30,1.18,6.23,10.6,0.0107,1.1,106.0,38.5,73.8,8.6,32.1,218.0,0.75,
2025-05-19 05:00:00+05:30,1.22,6.6,10.1,0.0107,7.07,94.0,38.5,74.3,7.98,31.8,149.0,0.825,
2025-05-19 06:00:00+05:30,1.39,6.824999999999999,11.5,0.01165,22.5,96.5,39.5,75.0,7.7,31.6,135.5,0.75,
2025-05-19 07:00:00+05:30,1.38,7.3,14.1,0.0134,13.2,102.0,42.0,73.8,7.7,31.9,135.0,0.9,
2025-05-19 08:00:00+05:30,1.32,7.8,15.2,0.0144,13.5,108.0,41.5,69.3,7.95,33.2,135.0,0.75,
2025-05-19 09:00:00+05:30,1.21,7.0,16.1,0.0142,18.5,117.0,41.5,64.5,6.25,34.5,145.0,1.08,
2025-05-19 10:00:00+05:30,1.11,6.08,16.2,0.0136,28.6,114.0,38.5,60.3,6.3,35.8,117.0,1.13,
2025-05-19 11:00:00+05:30,1.09,5.6,14.0,0.012,36.9,123.0,38.5,58.3,10.1,36.7,217.0,1.28,
2025-05-19 12:00:00+05:30,1.04,4.1,13.4,0.0105,50.6,143.0,41.3,55.0,9.33,37.8,231.0,1.47,
2025-05-19 13:00:00+05:30,1.06,3.3,15.2,0.00935,99.7,140.0,38.0,51.5,11.2,39.2,161.0,1.9,
2025-05-19 14:00:00+05:30,1.08,2.78,16.6,0.0111,110.0,150.0,40.5,50.3,9.85,39.4,229.0,2.43,
2025-05-19 15:00:00+05:30,1.04,3.05,18.8,0.0125,141.0,155.0,43.0,49.8,10.2,39.9,124.0,1.93,
2025-05-19 16:00:00+05:30,1.09,3.2,21.0,0.0137,156.0,156.0,43.7,48.7,12.1,40.4,154.0,1.43,
2025-05-19 17:00:00+05:30,0.98,3.9,20.4,0.014,120.0,157.0,41.0,52.0,10.2,38.9,123.0,2.9,
2025-05-19 18:00:00+05:30,0.975,4.0,19.4,0.0136,99.6,153.0,38.0,53.5,11.5,38.0,124.0,3.23,
2025-05-19 19:00:00+05:30,1.02,2.73,15.1,0.0103,81.3,149.0,36.0,55.0,12.0,37.0,114.0,1.53,
2025-05-19 20:00:00+05:30,1.17,5.47,12.8,0.0112,59.5,167.0,41.0,59.0,10.9,35.8,114.0,0.3,
2025-05-19 21:00:00+05:30,1.47,7.13,12.7,0.0126,24.7,270.0,59.0,62.5,9.65,35.2,114.0,0.3,
2025-05-19 22:00:00+05:30,1.39,7.8,12.7,0.0131,11.9,377.0,80.5,66.5,9.78,34.3,114.0,0.475,
2025-05-19 23:00:00+05:30,1.15,9.83,15.8,0.0164,12.0,345.0,80.0,69.5,7.65,33.6,114.0,0.4,
2025-05-20 00:00:00+05:30,1.13,11.2,15.8,0.0175,11.3,263.0,66.7,71.0,6.4,33.3,115.0,0.3,
2025-05-20 01:00:00+05:30,1.23,12.0,13.5,0.0169,10.4,260.0,62.0,73.0,8.15,32.7,114.0,0.3,
2025-05-20 02:00:00+05:30,1.33,12.1,12.7,0.0166,7.9,210.0,55.5,68.5,7.78,33.5,114.0,0.475,
2025-05-20 03:00:00+05:30,1.34,10.9,9.9,0.0141,2.6,149.0,47.7,69.0,8.5,33.3,143.0,0.667,
2025-05-20 04:00:00+05:30,1.22,9.45,9.15,0.0126,4.05,125.0,39.5,71.3,9.1,32.7,135.0,0.875,
2025-05-20 05:00:00+05:30,1.17,7.17,9.7,0.011,6.87,119.0,34.7,72.0,8.83,32.3,101.0,1.17,
2025-05-20 06:00:00+05:30,1.21,6.43,10.7,0.0109,18.1,111.0,35.5,75.0,9.25,31.6,93.8,0.875,
2025-05-20 07:00:00+05:30,1.18,7.38,13.7,0.0133,10.1,98.0,34.0,73.3,9.08,31.9,103.0,0.775,
2025-05-20 08:00:00+05:30,1.23,6.85,15.1,0.0136,11.9,87.5,32.0,68.8,8.98,33.1,188.0,0.9,
2025-05-20 09:00:00+05:30,1.26,6.73,15.2,0.0135,14.0,93.5,30.0,65.0,7.5,34.2,207.0,0.9,
2025-05-20 10:00:00+05:30,1.25,6.55,14.9,0.0133,16.8,123.0,33.0,62.8,7.35,35.2,217.0,1.25,
2025-05-20 11:00:00+05:30,1.22,5.48,11.6,0.0107,24.3,136.0,34.0,58.8,10.0,36.5,223.0,1.1,
2025-05-20 12:00:00+05:30,1.23,3.85,13.1,0.0101,40.2,121.0,33.0,55.5,10.6,37.6,254.0,1.4,
2025-05-20 13:00:00+05:30,1.32,3.85,17.1,0.0122,62.0,118.0,37.5,,10.5,,,1.5,
2025-05-20 14:00:00+05:30,1.19,4.1,16.9,0.0124,89.1,136.0,40.0,50.0,11.8,40.0,120.0,2.5,
2025-05-20 15:00:00+05:30,0.975,3.65,20.6,0.0139,117.0,157.0,39.0,47.5,13.3,41.0,217.0,1.95,
2025-05-20 16:00:00+05:30,0.963,4.9,20.6,0.015,130.0,161.0,38.3,46.7,13.1,41.1,236.0,1.4,
2025-05-20 17:00:00+05:30,1.01,3.25,20.9,0.0138,138.0,184.0,35.0,49.5,13.0,39.9,125.0,3.9,
2025-05-20 18:00:00+05:30,1.11,3.13,20.0,0.0132,122.0,189.0,39.0,52.8,12.0,38.7,128.0,3.35,
2025-05-20 19:00:00+05:30,1.09,3.7,15.6,0.0113,102.0,184.0,41.5,55.0,13.6,37.5,127.0,0.7,
2025-05-20 20:00:00+05:30,1.14,4.7,14.7,0.0116,80.4,174.0,41.0,57.7,12.6,36.5,126.0,0.467,
2025-05-20 22:00:00+05:30,1.26,7.5,14.6,0.0139,37.6,171.0,52.0,63.0,9.0,35.2,129.0,0.35,
2025-05-20 23:00:00+05:30,1.3,7.18,15.9,0.0143,16.2,185.0,53.0,66.0,8.8,34.5,128.0,0.5,
2025-05-21 00:00:00+05:30,1.11,7.4,15.9,0.0145,16.4,198.0,51.7,70.0,8.4,33.7,128.0,0.3,
2025-05-21 01:00:00+05:30,1.22,9.2,13.7,0.0148,13.2,160.0,43.0,71.0,8.55,33.1,129.0,0.3,
2025-05-21 02:00:00+05:30,1.19,9.5,14.1,0.0152,12.2,159.0,42.5,71.0,8.65,33.1,129.0,0.3,
2025-05-21 03:00:00+05:30,1.39,8.93,9.9,0.0125,7.67,169.0,41.0,71.0,10.3,33.2,128.0,0.475,
2025-05-21 04:00:00+05:30,1.41,9.58,8.08,0.0121,8.7,175.0,41.5,72.0,10.6,32.8,129.0,0.3,
2025-05-21 05:00:00+05:30,1.48,9.73,7.58,0.012,5.9,151.0,44.5,70.8,10.6,33.2,129.0,0.575,
2025-05-21 06:00:00+05:30,1.46,8.15,10.5,0.0122,26.4,126.0,46.0,72.5,10.1,32.7,134.0,0.825,
2025-05-21 07:00:00+05:30,1.32,8.83,13.3,0.0142,12.8,121.0,45.0,70.5,9.28,32.9,146.0,0.55,
2025-05-21 08:00:00+05:30,1.2,10.7,15.1,0.0168,8.85,149.0,43.5,67.3,9.78,34.0,162.0,0.85,
2025-05-21 09:00:00+05:30,1.34,8.05,15.8,0.0149,10.1,146.0,38.5,64.5,9.6,35.1,224.0,1.2,
2025-05-21 10:00:00+05:30,1.4,6.4,15.1,0.0133,7.08,140.0,37.0,62.3,9.9,36.1,230.0,1.05,
2025-05-21 12:00:00+05:30,1.28,3.85,14.2,0.0107,18.7,128.0,41.0,,9.65,,,,
2025-05-21 13:00:00+05:30,1.09,5.78,22.3,0.0166,19.0,136.0,42.0,,11.6,,,,
2025-05-21 14:00:00+05:30,1.07,5.93,23.1,0.0171,28.4,133.0,39.0,,12.0,,,,
2025-05-21 15:00:00+05:30,1.0,6.5,25.2,0.0187,40.3,129.0,35.5,,11.7,,,,
2025-05-21 16:00:00+05:30,0.99,6.8,25.2,0.0189,50.5,135.0,34.0,49.0,11.2,40.6,177.0,1.7,
2025-05-21 17:00:00+05:30,1.09,5.0,25.4,0.0176,72.4,139.0,34.0,50.0,11.0,40.1,123.0,0.75,
2025-05-21 18:00:00+05:30,1.06,6.25,22.9,0.0172,70.4,155.0,37.0,51.3,10.8,39.4,123.0,0.5,
2025-05-21 19:00:00+05:30,1.1,5.83,19.4,0.0151,53.3,158.0,34.5,,11.8,,,,
2025-05-21 20:00:00+05:30,1.04,6.13,18.1,0.0146,39.9,148.0,30.0,,10.9,,,,
2025-05-21 22:00:00+05:30,0.925,5.0,17.9,0.0136,21.0,18.0,5.0,84.5,9.55,27.7,222.0,1.7,
2025-05-21 23:00:00+05:30,0.81,8.48,20.6,0.0179,19.8,38.0,9.0,82.3,7.85,28.1,236.0,0.6,
2025-05-22 00:00:00+05:30,0.63,10.6,19.8,0.0192,18.8,44.7,11.0,83.3,7.25,28.1,235.0,0.633,
2025-05-22 01:00:00+05:30,0.93,9.45,19.1,0.0179,23.5,22.0,10.0,80.0,8.7,28.5,233.0,0.35,
2025-05-22 02:00:00+05:30,1.06,9.8,17.7,0.0174,19.7,27.5,13.5,78.3,9.05,28.7,232.0,1.55,
2025-05-22 03:00:00+05:30,0.968,8.0,13.9,0.0139,22.4,40.0,16.5,79.0,7.4,28.4,221.0,0.8,
2025-05-22 04:00:00+05:30,1.01,7.08,12.6,0.0125,28.3,48.0,16.5,78.8,19.1,28.4,224.0,0.75,
2025-05-22 05:00:00+05:30,0.883,8.1,12.5,0.0133,29.3,43.0,17.5,79.3,9.13,28.1,222.0,0.65,
2025-05-22 06:00:00+05:30,0.963,8.78,15.0,0.0151,23.1,33.5,15.5,79.0,10.6,28.4,183.0,0.55,
2025-05-22 07:00:00+05:30,0.968,10.8,18.1,0.0183,26.7,36.0,14.5,74.5,10.6,29.3,168.0,0.675,
2025-05-22 08:00:00+05:30,1.02,10.2,18.1,0.0179,29.7,44.5,16.0,69.0,12.7,30.9,177.0,1.13,
2025-05-22 09:00:00+05:30,1.05,10.6,18.9,0.0187,35.1,51.0,14.5,65.8,13.3,32.0,219.0,1.48,
2025-05-22 10:00:00+05:30,1.01,7.88,18.0,0.016,39.9,59.5,13.0,60.8,12.3,33.7,181.0,1.5,
2025-05-22 11:00:00+05:30,0.98,8.55,15.6,0.0153,43.9,61.0,10.0,58.8,13.1,34.4,204.0,1.9,
2025-05-22 12:00:00+05:30,0.99,7.53,15.2,0.0142,47.0,56.5,10.0,56.5,13.4,35.4,236.0,1.7,
2025-05-22 13:00:00+05:30,1.01,6.45,16.6,0.0141,55.9,54.0,13.5,56.3,14.1,35.4,196.0,2.43,
2025-05-22 14:00:00+05:30,0.96,5.95,18.3,0.0146,73.0,50.0,14.0,55.5,14.1,35.7,189.0,1.88,
2025-05-22 15:00:00+05:30,1.16,5.98,21.4,0.0163,79.7,72.0,16.0,55.0,11.1,36.7,218.0,1.45,
2025-05-22 16:00:00+05:30,1.11,5.2,21.9,0.0159,82.4,96.0,17.3,55.0,9.73,36.5,232.0,1.3,
2025-05-22 17:00:00+05:30,1.07,6.25,22.3,0.017,91.5,68.0,13.0,56.5,11.0,36.2,235.0,0.8,
2025-05-22 18:00:00+05:30,1.08,6.73,21.6,0.0169,90.1,69.0,13.0,60.3,10.6,35.0,152.0,1.45,
2025-05-22 19:00:00+05:30,1.19,6.93,16.3,0.0143,79.8,92.5,15.0,66.3,12.3,33.5,166.0,1.13,
2025-05-22 20:00:00+05:30,1.28,8.2,15.5,0.0149,48.9,100.0,18.7,70.3,13.5,32.6,182.0,1.6,
2025-05-22 21:00:00+05:30,1.34,6.85,15.6,0.0139,44.0,76.0,29.0,71.0,12.1,32.0,186.0,1.6,
2025-05-22 22:00:00+05:30,1.25,7.63,16.9,0.0152,43.9,83.5,30.0,71.0,12.2,31.8,166.0,0.825,
2025-05-22 23:00:00+05:30,1.21,8.95,18.9,0.0173,24.6,126.0,33.5,74.3,10.0,31.2,113.0,1.03,
2025-05-23 00:00:00+05:30,1.09,10.8,19.0,0.0189,15.0,152.0,35.7,75.7,9.5,30.8,112.0,0.8,
2025-05-23 01:00:00+05:30,1.09,12.1,18.0,0.0194,37.1,101.0,29.0,70.0,4.15,31.3,121.0,1.1,
2025-05-23 02:00:00+05:30,1.07,10.1,17.8,0.0176,46.6,79.0,25.5,70.3,4.58,31.4,161.0,1.4,
2025-05-23 03:00:00+05:30,1.15,8.1,14.5,0.0143,48.5,54.0,22.0,72.3,6.38,31.2,170.0,1.28,
2025-05-23 04:00:00+05:30,1.14,6.38,13.4,0.0123,36.0,56.0,23.0,75.0,5.3,30.8,133.0,1.23,
2025-05-23 05:00:00+05:30,1.18,5.35,13.4,0.0115,24.0,57.0,22.5,76.3,7.48,30.6,151.0,1.7,
2025-05-23 06:00:00+05:30,1.16,5.5,14.2,0.012,28.7,52.0,24.0,78.8,5.2,30.4,187.0,1.65,
2025-05-23 07:00:00+05:30,1.29,6.43,17.2,0.0144,22.8,59.0,33.5,78.3,7.75,30.8,219.0,1.75,
2025-05-23 08:00:00+05:30,1.19,8.05,17.1,0.0156,28.2,70.0,37.0,73.0,7.48,32.1,241.0,1.9,
2025-05-23 09:00:00+05:30,1.14,7.13,17.8,0.0152,39.7,75.5,31.5,68.0,6.78,33.6,192.0,1.83,
2025-05-23 10:00:00+05:30,1.03,6.38,17.7,0.0146,47.8,73.0,26.0,62.8,6.58,35.0,173.0,1.93,
2025-05-23 11:00:00+05:30,0.983,5.13,14.8,0.012,55.2,72.0,20.0,59.5,9.33,36.1,196.0,1.75,
2025-05-23 12:00:00+05:30,,,,,67.7,81.0,19.7,57.7,,36.6,213.0,2.13,
2025-05-23 13:00:00+05:30,1.15,4.3,14.3,0.0112,,95.0,24.0,,12.0,,,,
2025-05-23 14:00:00+05:30,1.09,4.4,16.5,0.0124,73.1,89.0,22.5,54.0,8.45,38.1,105.0,1.2,
2025-05-23 15:00:00+05:30,0.913,6.15,18.7,0.015,79.1,99.5,25.0,53.8,5.38,38.4,113.0,1.45,
2025-05-23 16:00:00+05:30,0.947,4.83,20.0,0.0146,82.1,109.0,27.7,53.3,5.53,38.4,162.0,1.57,
2025-05-23 17:00:00+05:30,0.94,5.4,20.2,0.0151,95.0,111.0,21.0,54.0,6.0,37.7,230.0,1.15,
2025-05-23 18:00:00+05:30,0.96,5.63,19.1,0.0147,90.7,151.0,29.5,55.8,7.15,37.0,230.0,0.925,
2025-05-23 19:00:00+05:30,1.05,6.55,15.0,0.0133,83.3,166.0,33.5,58.8,12.2,35.4,208.0,1.0,
2025-05-23 20:00:00+05:30,1.15,7.33,14.3,0.0136,64.6,120.0,26.7,62.0,10.8,34.5,208.0,1.03,
2025-05-23 21:00:00+05:30,1.36,7.3,12.8,0.0128,55.0,90.0,28.0,65.0,11.6,33.9,158.0,1.55,
2025-05-23 22:00:00+05:30,1.37,7.8,14.0,0.0137,48.9,86.0,28.5,64.8,10.3,33.6,154.0,1.1,
2025-05-23 23:00:00+05:30,1.4,8.38,15.4,0.015,41.4,89.0,34.5,65.3,8.1,33.4,154.0,1.05,
2025-05-24 00:00:00+05:30,1.29,8.43,17.0,0.0159,56.0,91.0,37.7,63.0,8.2,33.5,160.0,1.2,
2025-05-24 01:00:00+05:30,1.17,7.5,16.5,0.0149,35.7,110.0,29.0,66.5,7.95,32.6,97.5,0.3,
2025-05-24 02:00:00+05:30,1.27,7.8,15.9,0.0148,43.7,122.0,30.5,67.3,8.0,32.6,98.0,0.675,
2025-05-24 03:00:00+05:30,1.35,7.65,11.2,0.0122,31.3,116.0,34.5,69.8,10.7,32.3,199.0,1.45,
2025-05-24 04:00:00+05:30,1.38,8.03,10.3,0.012,16.2,88.0,37.0,71.8,12.3,31.9,253.0,1.08,
2025-05-24 05:00:00+05:30,1.27,6.95,10.4,0.0112,10.6,78.0,37.0,72.8,11.7,31.7,252.0,1.45,
2025-05-24 06:00:00+05:30,1.31,6.7,10.6,0.0111,16.9,74.0,36.0,74.0,10.2,31.5,249.0,1.28,
2025-05-24 07:00:00+05:30,1.26,7.93,15.2,0.0145,26.6,75.5,39.0,71.3,10.2,32.4,240.0,1.45,
2025-05-24 08:00:00+05:30,1.17,8.33,19.7,0.0172,27.2,75.0,43.0,66.5,8.03,34.0,176.0,1.5,
2025-05-24 09:00:00+05:30,0.993,6.65,20.7,0.0164,52.6,85.5,37.0,61.3,6.83,35.6,166.0,1.83,
2025-05-24 10:00:00+05:30,1.05,6.08,22.5,0.0169,67.1,108.0,31.0,57.5,6.65,36.7,108.0,1.8,
2025-05-24 11:00:00+05:30,0.988,6.7,20.9,0.0166,75.1,103.0,31.0,56.0,6.8,37.9,114.0,2.05,
2025-05-24 12:00:00+05:30,1.06,5.23,16.0,0.0128,85.0,103.0,29.0,,11.9,,,,
2025-05-24 13:00:00+05:30,1.11,4.15,14.9,0.0113,81.6,112.0,28.0,,10.9,,,,
2025-05-24 14:00:00+05:30,1.1,3.95,16.1,0.0118,80.1,107.0,28.5,,6.2,,,,
2025-05-24 15:00:00+05:30,1.12,4.8,21.1,0.0151,68.5,101.0,31.0,,9.65,,,,
2025-05-24 16:00:00+05:30,1.1,7.48,26.4,0.0202,73.4,102.0,34.0,54.0,7.88,38.7,201.0,1.9,
2025-05-24 17:00:00+05:30,1.09,8.25,25.8,0.0204,69.9,108.0,30.0,54.5,7.45,38.2,215.0,1.93,
2025-05-24 18:00:00+05:30,1.07,7.48,24.6,0.0192,87.2,106.0,27.0,56.0,6.85,37.2,208.0,1.73,
2025-05-24 19:00:00+05:30,1.18,6.5,23.0,0.0175,77.8,101.0,28.5,59.0,8.7,36.1,186.0,1.45,
2025-05-24 20:00:00+05:30,1.23,6.25,18.7,0.015,65.8,97.0,27.0,60.8,11.9,35.4,207.0,1.08,
2025-05-24 21:00:00+05:30,1.43,7.88,17.0,0.0155,43.3,103.0,32.5,63.5,10.9,34.8,188.0,1.23,
2025-05-24 22:00:00+05:30,1.33,7.75,17.6,0.0157,41.0,108.0,39.0,64.0,12.2,34.5,185.0,1.48,
2025-05-24 23:00:00+05:30,1.28,6.28,18.0,0.0147,46.1,99.0,36.0,65.0,11.5,34.3,177.0,1.75,
2025-05-25 00:00:00+05:30,1.16,6.93,20.0,0.0163,49.7,90.3,33.7,65.0,9.2,34.1,166.0,2.0,
2025-05-25 01:00:00+05:30,1.21,6.15,21.1,0.0163,51.1,83.0,32.0,66.5,4.95,33.7,118.0,1.6,
2025-05-25 02:00:00+05:30,1.01,5.03,20.1,0.0148,52.5,134.0,29.0,73.5,4.8,31.0,156.0,5.03,
2025-05-25 03:00:00+05:30,0.983,4.2,18.8,0.0134,41.1,102.0,15.0,94.5,5.5,26.6,181.0,5.25,
2025-05-25 04:00:00+05:30,1.01,3.15,14.0,0.01,41.5,13.5,4.0,93.5,8.6,26.7,146.0,3.73,
2025-05-25 05:00:00+05:30,1.02,3.85,12.8,0.0099,28.1,9.5,,92.5,8.03,27.2,143.0,2.23,
2025-05-25 06:00:00+05:30,1.01,2.95,14.2,0.00995,24.2,11.0,,91.0,8.5,27.4,140.0,2.85,
2025-05-25 07:00:00+05:30,1.05,3.18,20.8,0.0136,30.0,9.0,8.0,91.0,7.2,27.7,133.0,1.3,
2025-05-25 08:00:00+05:30,1.03,5.43,26.1,0.0183,25.8,11.0,11.0,,6.9,,,,
2025-05-25 09:00:00+05:30,1.16,6.5,20.4,0.0162,40.2,15.3,12.0,80.7,8.43,29.7,135.0,1.17,
2025-05-25 10:00:00+05:30,1.29,8.55,20.6,0.0179,44.7,19.0,9.0,72.0,7.98,31.6,135.0,1.8,
2025-05-25 11:00:00+05:30,1.33,6.65,21.0,0.0166,63.3,25.0,11.0,69.5,6.95,32.2,145.0,2.15,
