Local Time,CO,NO,NOX,PM10,PM25,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,NO2,O3,NH3
2025-08-06 20:00:00+05:30,0.815,9.58,0.0268,104.0,45.6,65.0,7.6,29.7,84.4,0.853,,,
2025-08-06 21:00:00+05:30,1.26,6.85,0.0231,108.0,37.6,68.1,8.56,29.3,66.3,0.813,,,
2025-08-06 22:00:00+05:30,1.38,8.41,0.0262,113.0,41.3,69.4,9.35,29.0,69.0,0.683,,,
2025-08-06 23:00:00+05:30,1.17,8.47,0.0278,112.0,34.6,68.3,9.58,28.8,45.9,0.753,,,
2025-08-07 00:00:00+05:30,0.951,5.48,0.022,108.0,37.0,67.5,9.76,28.9,53.0,0.7,,,
2025-08-07 01:00:00+05:30,0.983,7.91,0.0246,107.0,30.3,70.3,11.3,28.6,185.0,0.705,,,
2025-08-07 02:00:00+05:30,0.663,6.52,0.021,105.0,31.2,69.3,12.3,28.4,27.8,0.907,,,
2025-08-07 03:00:00+05:30,0.696,7.64,0.0253,103.0,41.7,70.2,12.9,28.2,188.0,1.02,,,
2025-08-07 04:00:00+05:30,0.788,6.03,0.023,95.4,34.3,71.5,13.5,27.9,23.1,0.88,,,
2025-08-07 05:00:00+05:30,0.681,8.81,0.0265,85.0,34.3,72.3,13.1,27.6,41.7,0.95,,,
2025-08-07 06:00:00+05:30,0.745,10.6,0.0303,79.0,24.5,69.0,13.7,27.5,53.3,0.81,,,
2025-08-07 07:00:00+05:30,0.829,7.76,0.0263,76.7,21.9,66.9,13.3,27.8,54.4,0.898,,,
2025-08-07 08:00:00+05:30,0.565,10.6,0.0302,74.1,21.9,62.9,13.5,28.7,57.1,1.11,,,
2025-08-07 09:00:00+05:30,0.771,9.84,0.03,71.2,23.2,59.5,13.5,29.6,49.3,1.18,,,
2025-08-07 10:00:00+05:30,0.705,11.7,0.0306,73.1,29.6,57.3,12.8,30.5,59.2,1.02,,,
2025-08-07 11:00:00+05:30,0.734,14.2,0.0384,76.8,28.5,54.5,11.7,31.4,75.5,1.09,,,
2025-08-07 12:00:00+05:30,0.736,12.8,0.0333,82.9,29.9,53.7,11.7,31.8,62.5,1.09,,,
2025-08-07 13:00:00+05:30,0.82,16.0,0.0392,84.7,24.3,52.4,10.9,32.2,55.4,1.06,,,
2025-08-07 14:00:00+05:30,0.571,10.6,0.031,87.6,24.4,49.2,9.78,32.8,36.9,0.96,,,
2025-08-07 15:00:00+05:30,0.853,12.5,0.0288,88.1,26.4,47.5,9.2,32.6,62.1,1.28,,,
2025-08-07 16:00:00+05:30,0.707,14.1,0.0315,86.2,20.1,48.8,8.76,32.6,73.1,1.33,,,
2025-08-07 17:00:00+05:30,0.816,5.11,0.0171,91.4,26.7,49.2,8.2,32.1,46.9,1.58,,,
2025-08-07 18:00:00+05:30,0.688,10.2,0.0268,90.3,29.5,50.9,7.99,31.7,64.2,1.35,,,
2025-08-07 19:00:00+05:30,0.825,7.58,0.0216,97.2,39.6,54.8,8.11,31.0,71.9,1.08,,,
2025-08-07 20:00:00+05:30,0.729,12.6,0.0313,95.1,36.0,57.0,8.42,30.6,79.3,0.983,,,
2025-08-07 21:00:00+05:30,1.11,6.35,0.0196,96.4,39.8,58.3,8.39,30.3,53.6,0.833,,,
2025-08-07 22:00:00+05:30,1.21,6.93,0.0212,102.0,30.5,59.2,9.31,30.1,29.4,0.913,,,
2025-08-07 23:00:00+05:30,1.28,5.64,0.0215,103.0,23.2,60.7,9.45,29.9,29.3,0.913,,,
2025-08-08 00:00:00+05:30,1.18,8.0,0.0252,100.0,18.6,61.5,9.44,29.7,41.5,0.73,,,
2025-08-08 01:00:00+05:30,0.883,6.46,0.0223,107.0,35.1,64.0,10.2,29.2,26.7,0.94,,,
2025-08-08 02:00:00+05:30,0.683,8.2,0.0267,104.0,27.4,65.0,11.1,28.9,31.8,0.813,,,
2025-08-08 03:00:00+05:30,0.742,8.02,0.0261,102.0,25.4,65.6,11.7,28.7,38.1,0.887,,,
2025-08-08 04:00:00+05:30,0.614,9.77,0.0301,96.5,27.4,64.7,11.5,28.4,26.8,1.16,,,
2025-08-08 05:00:00+05:30,0.514,12.8,0.0256,87.6,23.2,64.4,11.7,28.1,31.1,1.11,,,
2025-08-08 06:00:00+05:30,0.614,10.3,0.0258,78.9,21.3,62.0,11.7,28.0,46.7,1.08,,,
2025-08-08 07:00:00+05:30,0.831,6.83,0.0227,76.9,21.1,60.8,11.5,28.1,27.8,1.2,,,
2025-08-08 08:00:00+05:30,0.546,15.1,0.0402,76.2,20.2,61.9,10.8,28.3,32.3,1.03,,,
2025-08-08 09:00:00+05:30,1.21,11.9,0.0337,78.7,21.2,58.8,11.2,29.2,39.3,1.2,,,
2025-08-08 10:00:00+05:30,1.19,9.32,0.0277,82.1,20.2,55.7,11.2,30.0,57.4,1.0,,,
2025-08-08 11:00:00+05:30,1.09,9.14,0.0267,84.6,20.2,52.8,11.8,31.0,71.5,1.11,,,
2025-08-08 12:00:00+05:30,0.996,12.5,0.0328,90.3,24.3,52.2,10.6,31.5,62.6,1.0,,,
2025-08-08 13:00:00+05:30,1.16,15.0,0.0364,92.8,20.9,52.3,10.3,31.7,57.8,0.995,,,
2025-08-08 14:00:00+05:30,0.839,,0.0345,94.3,20.6,49.4,9.31,32.2,83.3,1.08,,,
2025-08-08 15:00:00+05:30,0.662,12.8,0.0338,95.0,21.9,47.4,8.72,33.0,62.1,1.04,,,
2025-08-08 16:00:00+05:30,0.464,15.8,0.028,97.1,22.9,48.1,8.48,32.8,88.8,1.12,,,
2025-08-08 17:00:00+05:30,0.653,8.12,0.0246,102.0,22.9,50.3,8.25,31.9,117.0,1.29,,,
2025-08-08 18:00:00+05:30,0.716,7.12,0.0235,104.0,19.0,51.4,8.04,31.6,106.0,0.965,,,
2025-08-08 19:00:00+05:30,0.702,15.2,0.0303,111.0,25.2,53.1,7.92,31.2,119.0,1.2,,,
2025-08-08 20:00:00+05:30,0.781,8.37,0.0229,120.0,28.4,59.1,8.15,30.6,130.0,1.02,,,
2025-08-08 21:00:00+05:30,1.1,5.35,0.0202,130.0,42.8,67.3,8.27,29.8,110.0,0.42,,,
2025-08-08 22:00:00+05:30,0.848,8.94,0.0241,130.0,48.0,69.6,8.92,29.5,123.0,0.673,,,
2025-08-08 23:00:00+05:30,0.91,10.2,0.0303,122.0,45.5,73.7,9.96,29.1,234.0,0.523,,,
2025-08-09 00:00:00+05:30,1.0,4.27,0.0191,123.0,45.9,67.3,10.2,28.2,40.1,0.78,,,
2025-08-09 01:00:00+05:30,0.879,3.01,0.0181,76.0,23.2,77.2,9.46,26.5,291.0,1.42,,,
2025-08-09 02:00:00+05:30,0.773,0.75,0.0191,76.0,23.1,77.2,9.28,26.6,156.0,1.05,,,
2025-08-09 03:00:00+05:30,0.544,4.48,0.0205,66.4,28.2,76.9,10.1,26.6,148.0,0.62,,,
2025-08-09 04:00:00+05:30,0.676,6.43,0.0284,62.3,38.1,75.5,9.9,27.0,335.0,1.33,,,
2025-08-09 06:00:00+05:30,0.256,,0.0253,53.3,23.8,80.0,10.2,26.9,136.0,2.15,,,
2025-08-09 07:00:00+05:30,0.00533,23.1,0.0545,52.2,23.6,94.8,11.5,24.4,230.0,0.683,,,
2025-08-09 08:00:00+05:30,0.0,,0.0657,43.5,27.9,94.9,13.5,24.4,335.0,0.48,,,
2025-08-09 09:00:00+05:30,1.82,24.4,0.0467,34.8,24.5,94.9,16.4,24.0,85.9,0.94,,,
2025-08-09 10:00:00+05:30,1.62,26.5,0.047,27.2,23.1,94.9,17.0,23.6,68.6,0.943,,,
2025-08-09 11:00:00+05:30,1.62,33.8,0.0627,26.2,22.6,94.9,19.2,24.0,76.7,0.995,,,
2025-08-09 12:00:00+05:30,1.53,0.0,3.33e-06,30.7,21.8,94.9,14.8,24.2,85.8,0.757,,,
2025-08-09 13:00:00+05:30,1.55,12.4,0.0251,32.5,24.9,94.9,11.9,24.5,94.8,0.993,,,
2025-08-09 14:00:00+05:30,1.28,10.9,0.0284,28.1,35.8,94.8,12.4,24.8,89.9,0.933,,,
2025-08-09 15:00:00+05:30,1.34,20.7,0.0484,27.5,34.0,92.0,15.2,25.1,89.3,0.95,,,
2025-08-09 16:00:00+05:30,2.22,14.5,0.0243,23.6,23.1,94.5,13.7,24.7,85.6,0.7,,,
2025-08-09 17:00:00+05:30,2.09,2.18,0.0112,21.0,20.0,94.8,11.5,24.7,60.9,0.835,,,
2025-08-09 18:00:00+05:30,2.31,,0.0261,26.2,24.4,94.8,11.7,25.0,95.3,0.887,,,
2025-08-09 19:00:00+05:30,2.57,11.3,0.0254,31.0,35.1,94.8,11.8,25.1,88.4,0.695,,,
2025-08-09 20:00:00+05:30,2.04,,0.0317,38.8,26.1,94.8,12.9,25.1,39.4,0.49,,,
2025-08-09 21:00:00+05:30,1.73,12.3,0.0303,43.1,22.9,94.8,12.9,25.1,67.6,0.747,,,
2025-08-09 22:00:00+05:30,1.74,7.12,0.0237,45.2,17.3,94.0,13.4,25.3,64.2,0.85,,,
2025-08-09 23:00:00+05:30,2.27,5.38,0.0179,48.7,18.6,94.3,13.7,25.4,239.0,0.4,,,
2025-08-10 00:00:00+05:30,2.05,4.38,0.0178,56.9,20.0,94.8,14.0,25.2,55.7,0.71,,,
2025-08-10 01:00:00+05:30,2.03,6.76,0.0242,56.0,28.1,94.8,15.2,25.3,68.9,0.75,,,
2025-08-10 02:00:00+05:30,2.13,4.33,0.0205,51.6,36.5,94.8,16.6,25.3,19.2,0.53,,,
2025-08-10 03:00:00+05:30,0.679,8.3,0.026,51.2,33.4,94.8,17.5,25.2,16.7,0.827,,,
2025-08-10 04:00:00+05:30,0.493,8.31,0.0273,45.2,27.3,94.8,18.8,25.5,45.9,0.697,,,
2025-08-10 05:00:00+05:30,0.73,6.55,0.0251,47.9,27.3,94.5,19.6,25.6,105.0,0.75,,,
2025-08-10 06:00:00+05:30,0.545,7.91,0.0252,51.4,24.4,94.1,19.9,25.5,107.0,0.647,,,
2025-08-10 07:00:00+05:30,0.179,9.63,0.0301,55.1,21.9,90.8,20.5,26.0,110.0,0.743,,,
2025-08-10 08:00:00+05:30,0.096,13.2,0.0359,62.1,21.5,84.5,22.0,27.0,93.6,0.8,,,
2025-08-10 09:00:00+05:30,0.942,13.1,0.0345,67.3,20.6,78.9,20.7,27.9,76.2,0.84,,,
2025-08-10 10:00:00+05:30,0.983,11.0,0.0291,70.3,19.4,71.4,18.5,29.4,76.2,0.763,,,
2025-08-10 11:00:00+05:30,1.03,11.2,0.0305,72.0,21.2,69.1,17.1,30.0,58.8,0.813,,,
2025-08-10 12:00:00+05:30,1.01,10.5,0.0291,83.6,19.5,67.7,15.0,30.2,81.8,0.867,,,
2025-08-10 13:00:00+05:30,1.18,8.24,0.0239,92.1,19.5,68.7,14.0,29.9,77.6,0.87,,,
2025-08-10 14:00:00+05:30,1.02,9.21,0.0244,82.1,21.6,69.0,13.3,29.9,84.4,0.878,,,
2025-08-10 15:00:00+05:30,0.948,9.57,0.0265,83.5,18.8,66.9,12.4,30.0,92.6,1.0,,,
2025-08-10 16:00:00+05:30,0.938,11.9,0.0311,85.8,25.5,66.7,12.7,30.1,69.6,0.817,,,
2025-08-10 17:00:00+05:30,0.84,12.8,0.0329,92.7,33.8,62.3,11.6,31.2,78.7,0.925,,,
2025-08-10 18:00:00+05:30,0.854,10.9,0.0274,88.1,25.1,62.8,11.0,30.5,73.5,0.878,,,
2025-08-10 19:00:00+05:30,1.14,12.4,0.0318,91.1,20.7,72.3,11.2,29.0,44.0,0.443,,,
2025-08-11 07:00:00+05:30,0.275,12.5,0.0334,77.8,28.8,72.9,18.0,27.6,25.7,0.935,,,
2025-08-11 08:00:00+05:30,0.438,13.6,0.035,78.9,24.5,69.6,18.5,28.5,34.5,0.913,,,
2025-08-11 09:00:00+05:30,1.27,11.4,0.0317,84.1,21.5,64.4,17.4,29.4,41.5,1.01,,,
2025-08-11 10:00:00+05:30,1.19,11.7,0.032,84.2,21.6,61.2,16.4,30.3,51.4,1.1,,,
2025-08-11 11:00:00+05:30,1.35,7.35,0.0195,77.2,19.0,61.0,15.1,30.1,65.6,1.17,,,
2025-08-11 12:00:00+05:30,1.74,3.49,0.0133,69.3,0.0,63.1,13.4,29.7,67.8,0.963,,,
2025-08-11 13:00:00+05:30,1.74,20.6,0.0514,62.9,2.95,64.7,12.3,29.7,63.5,0.925,,,
2025-08-11 14:00:00+05:30,2.23,3.09,0.0137,67.5,12.5,62.5,41.8,30.7,65.1,0.945,,,
