Local Time,CO,NO,NOX,O3,PM10,RELATIVEHUMIDITY,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,NO2,SO2,NH3
2025-05-07 15:00:00+05:30,0.673,3.7,0.0156,96.1,148.0,44.0,24.4,91.5,1.65,,,,
2025-05-07 16:00:00+05:30,0.59,4.43,0.0134,105.0,165.0,43.0,24.4,75.8,1.83,,,,
2025-05-07 17:00:00+05:30,0.76,29.5,0.0518,61.5,139.0,63.0,24.4,115.0,1.6,,,,
2025-05-07 18:00:00+05:30,1.4,21.2,0.0598,6.85,136.0,69.5,24.4,131.0,1.1,,,,
2025-05-07 19:00:00+05:30,0.79,4.45,0.0227,12.9,152.0,58.0,24.4,146.0,1.8,,,,
2025-05-07 20:00:00+05:30,0.9,5.7,0.031,27.7,124.0,62.0,24.4,202.0,1.4,,,,
2025-05-07 21:00:00+05:30,1.24,6.57,0.0316,8.83,144.0,61.3,24.4,246.0,1.47,,,,
2025-05-07 22:00:00+05:30,1.51,13.2,0.0451,8.25,160.0,65.0,24.4,210.0,1.15,,,,
2025-05-07 23:00:00+05:30,1.4,6.53,0.0368,5.95,207.0,65.8,24.4,218.0,1.15,,,,
2025-05-08 00:00:00+05:30,1.74,45.5,0.0818,7.03,199.0,66.7,24.4,79.3,1.3,,,,
2025-05-08 01:00:00+05:30,1.95,95.7,0.12,4.75,306.0,69.5,24.4,117.0,1.1,,,,
2025-05-08 02:00:00+05:30,1.83,72.9,0.0959,,304.0,73.5,24.4,161.0,1.03,,,,
2025-05-08 03:00:00+05:30,0.85,5.3,0.0285,67.2,299.0,70.0,24.4,212.0,1.07,,,,
2025-05-08 04:00:00+05:30,1.15,9.3,0.0312,25.8,286.0,70.3,24.4,193.0,1.0,,,,
2025-05-08 05:00:00+05:30,1.12,5.67,0.0278,17.1,264.0,69.0,24.4,141.0,1.2,,,,
2025-05-08 06:00:00+05:30,1.17,4.4,0.0241,5.7,278.0,68.0,24.4,218.0,1.15,,,,
2025-05-08 07:00:00+05:30,1.16,5.65,0.0229,3.2,290.0,67.5,24.4,92.5,1.2,,,,
2025-05-08 08:00:00+05:30,1.24,6.45,0.0253,3.55,285.0,64.0,24.4,41.5,1.55,,,,
2025-05-08 09:00:00+05:30,1.08,5.6,0.0191,6.1,276.0,62.3,24.4,53.8,1.45,,,,
2025-05-08 10:00:00+05:30,1.19,10.8,0.0286,8.98,224.0,60.5,24.4,129.0,1.43,,,,
2025-05-08 11:00:00+05:30,0.833,3.8,0.0175,22.0,221.0,52.5,24.4,147.0,2.08,,,,
2025-05-08 12:00:00+05:30,0.705,2.6,0.0131,39.6,155.0,49.8,24.4,118.0,2.0,,,,
2025-05-08 13:00:00+05:30,0.613,4.63,0.015,51.6,149.0,45.5,24.4,68.0,1.58,,,,
2025-05-08 14:00:00+05:30,0.535,4.23,0.0106,47.6,143.0,50.3,24.8,127.0,2.03,,,,
2025-05-08 15:00:00+05:30,0.0,4.38,0.0156,21.9,,64.0,27.9,126.0,1.35,,,,
2025-05-08 16:00:00+05:30,0.0,5.9,0.0207,17.9,145.0,57.3,29.5,145.0,1.45,,,,
2025-05-08 17:00:00+05:30,0.0,5.9,0.0204,30.6,141.0,47.8,32.4,74.5,1.73,,,,
2025-05-08 18:00:00+05:30,0.0,10.8,0.0325,39.7,130.0,47.0,31.8,100.0,2.1,,,,
2025-05-08 19:00:00+05:30,0.0,5.15,0.0295,38.8,161.0,52.3,29.2,101.0,1.2,,,,
2025-05-08 20:00:00+05:30,0.0,3.85,0.0427,22.3,214.0,55.3,28.8,132.0,1.05,,,,
2025-05-08 21:00:00+05:30,0.0,5.85,0.0538,10.9,223.0,56.5,28.4,128.0,1.25,,,,
2025-05-08 22:00:00+05:30,0.0,7.83,0.0513,4.9,262.0,58.5,27.6,130.0,1.28,,,,
2025-05-08 23:00:00+05:30,0.0,5.08,0.0293,10.0,270.0,60.0,26.8,171.0,1.7,,,,
2025-05-09 00:00:00+05:30,0.0,3.27,0.0204,10.6,262.0,63.7,26.2,93.0,1.77,,,,
2025-05-09 01:00:00+05:30,0.0,3.5,0.0153,10.5,212.0,67.0,25.2,42.5,1.65,,,,
2025-05-09 02:00:00+05:30,0.0,4.3,0.0165,,182.0,67.5,24.9,45.0,1.58,,,,
2025-05-09 03:00:00+05:30,0.0,6.6,0.0191,13.1,154.0,67.5,24.6,76.5,1.18,,,,
2025-05-09 04:00:00+05:30,0.0,5.15,0.0273,5.48,149.0,69.3,24.3,91.0,1.05,,,,
2025-05-09 05:00:00+05:30,0.0,7.85,0.0349,3.28,168.0,68.8,24.4,59.0,1.3,,,,
2025-05-09 06:00:00+05:30,0.0,11.2,0.04,3.33,206.0,69.3,24.7,47.8,1.35,,,,
2025-05-09 07:00:00+05:30,0.0,10.3,0.0354,3.6,216.0,68.8,25.0,47.8,1.33,,,,
2025-05-09 08:00:00+05:30,0.0,10.6,0.0311,6.78,250.0,65.5,26.0,58.5,1.28,,,,
2025-05-09 09:00:00+05:30,0.0,10.0,0.0354,10.1,304.0,59.8,28.6,125.0,1.5,,,,
2025-05-09 10:00:00+05:30,0.0,8.38,0.0267,19.6,246.0,53.5,29.5,122.0,2.18,,,,
2025-05-09 11:00:00+05:30,0.0,11.8,0.032,32.9,142.0,52.5,30.5,125.0,1.8,,,,
2025-05-09 12:00:00+05:30,1.04,4.53,0.0191,56.3,154.0,48.3,31.7,95.8,1.35,,,,
2025-05-09 13:00:00+05:30,0.933,3.78,0.0169,77.1,142.0,44.5,33.3,122.0,1.53,,,,
2025-05-09 14:00:00+05:30,0.54,3.7,0.0134,75.0,114.0,43.0,34.1,93.3,1.7,,,,
2025-05-09 15:00:00+05:30,0.515,6.35,0.021,63.0,104.0,41.5,35.2,118.0,2.0,,,,
2025-05-09 16:00:00+05:30,0.5,14.4,0.0312,55.2,117.0,43.0,33.9,117.0,1.6,,,,
2025-05-09 17:00:00+05:30,0.92,3.28,0.0171,60.4,99.0,44.3,33.3,151.0,1.55,,,,
2025-05-09 18:00:00+05:30,1.01,4.58,0.0261,57.1,108.0,47.5,32.1,142.0,2.0,,,,
2025-05-09 19:00:00+05:30,1.19,3.7,0.0297,51.3,141.0,49.3,31.0,126.0,1.33,,,,
2025-05-09 20:00:00+05:30,1.92,24.6,0.0735,13.9,168.0,53.5,29.6,131.0,1.13,,,,
2025-05-09 21:00:00+05:30,2.98,71.7,0.12,4.1,225.0,57.5,29.0,153.0,1.08,,,,
2025-05-09 22:00:00+05:30,2.74,84.5,0.119,2.63,300.0,60.5,28.2,183.0,1.23,,,,
2025-05-09 23:00:00+05:30,1.76,16.3,0.0513,2.98,284.0,60.8,27.8,266.0,1.1,,,,
2025-05-10 00:00:00+05:30,1.64,10.6,0.0481,3.1,241.0,60.3,27.6,218.0,1.03,,,,
2025-05-10 01:00:00+05:30,1.33,9.4,0.0444,3.7,333.0,60.0,27.3,151.0,1.35,,,,
2025-05-10 02:00:00+05:30,1.03,4.48,0.0248,,305.0,61.3,27.0,126.0,1.3,,,,
2025-05-10 03:00:00+05:30,0.73,2.7,0.0178,6.85,252.0,60.8,26.8,183.0,1.28,,,,
2025-05-10 04:00:00+05:30,1.06,4.33,0.0225,5.28,272.0,63.5,25.9,255.0,1.18,,,,
2025-05-10 05:00:00+05:30,1.09,5.4,0.0248,3.83,275.0,67.8,25.0,259.0,1.1,,,,
2025-05-10 06:00:00+05:30,1.2,7.25,0.029,4.05,255.0,69.0,24.8,260.0,1.05,,,,
2025-05-10 07:00:00+05:30,1.4,22.2,0.0442,4.68,290.0,69.0,25.4,192.0,1.08,,,,
2025-05-10 08:00:00+05:30,1.33,9.85,0.0303,3.48,333.0,61.3,28.0,207.0,1.0,,,,
2025-05-10 09:00:00+05:30,1.41,6.73,0.0295,6.48,324.0,58.0,29.8,104.0,1.28,,,,
2025-05-10 10:00:00+05:30,1.35,5.85,0.0305,12.1,341.0,52.5,31.8,86.0,1.33,,,,
2025-05-10 11:00:00+05:30,0.775,4.9,0.0201,12.5,289.0,46.0,33.4,123.0,1.4,,,,
2025-05-10 12:00:00+05:30,0.54,4.4,0.0146,33.4,163.0,42.5,34.4,130.0,1.85,,,,
2025-05-10 13:00:00+05:30,0.573,6.6,0.0244,39.9,144.0,46.5,32.8,145.0,2.53,,,,
2025-05-10 14:00:00+05:30,0.693,3.95,0.0154,43.4,194.0,44.0,33.9,153.0,2.08,,,,
2025-05-10 15:00:00+05:30,0.745,2.98,0.0121,48.7,109.0,53.0,29.7,245.0,1.95,,,,
2025-05-10 16:00:00+05:30,0.68,3.33,0.0105,43.0,135.0,67.5,25.0,277.0,1.65,,,,
2025-05-10 17:00:00+05:30,0.783,3.6,0.0149,31.9,81.8,72.8,25.1,267.0,1.35,,,,
2025-05-10 18:00:00+05:30,0.88,5.03,0.0203,22.9,86.8,64.5,27.5,159.0,1.25,,,,
2025-05-10 19:00:00+05:30,1.05,5.78,0.0263,23.1,127.0,62.3,28.1,157.0,1.25,,,,
2025-05-10 20:00:00+05:30,0.907,3.17,0.0172,17.7,161.0,67.0,27.0,106.0,1.9,,,,
2025-05-10 21:00:00+05:30,0.89,3.1,0.0165,17.0,136.0,66.5,26.4,46.5,1.83,,,,
2025-05-10 22:00:00+05:30,0.95,2.95,0.0195,15.7,135.0,66.0,26.2,77.8,1.28,,,,
2025-05-10 23:00:00+05:30,1.06,4.48,0.0278,11.6,163.0,68.5,25.6,117.0,1.1,,,,
2025-05-11 00:00:00+05:30,1.19,7.9,0.0335,4.33,185.0,71.7,25.0,226.0,1.2,,,,
2025-05-11 01:00:00+05:30,0.9,5.65,0.0279,3.5,191.0,73.0,24.4,242.0,1.1,,,,
2025-05-11 02:00:00+05:30,0.883,6.23,0.0264,,192.0,74.5,23.8,199.0,1.05,,,,
2025-05-11 03:00:00+05:30,0.6,5.3,0.028,3.05,170.0,75.0,23.3,250.0,1.2,,,,
2025-05-11 04:00:00+05:30,0.74,5.73,0.0255,2.15,161.0,74.0,23.3,214.0,1.23,,,,
2025-05-11 05:00:00+05:30,0.788,5.53,0.0217,3.53,164.0,73.8,23.0,87.0,1.33,,,,
2025-05-11 06:00:00+05:30,1.02,4.28,0.0126,3.95,173.0,73.3,22.8,71.5,1.1,,,,
2025-05-11 07:00:00+05:30,1.13,4.75,0.0182,3.88,138.0,72.3,23.2,161.0,1.05,,,,
2025-05-11 08:00:00+05:30,0.833,6.8,0.0197,4.63,147.0,66.0,25.5,154.0,1.0,,,,
2025-05-11 09:00:00+05:30,0.85,4.95,0.0136,8.18,151.0,61.0,27.8,216.0,1.2,,,,
2025-05-11 10:00:00+05:30,0.813,3.48,0.0132,17.8,161.0,58.5,29.1,188.0,2.55,,,,
2025-05-11 11:00:00+05:30,0.67,3.1,0.0123,28.8,139.0,52.5,31.0,211.0,2.1,,,,
2025-05-11 12:00:00+05:30,0.515,3.9,0.00858,40.5,109.0,45.5,32.6,205.0,2.05,,,,
2025-05-11 13:00:00+05:30,0.548,3.33,0.011,68.2,89.8,40.5,34.5,228.0,1.78,,,,
2025-05-11 14:00:00+05:30,0.53,2.88,0.00868,65.9,96.5,38.3,36.2,214.0,2.38,,,,
2025-05-11 15:00:00+05:30,0.518,3.08,0.00805,78.3,81.0,37.5,37.0,261.0,2.5,,,,
2025-05-11 16:00:00+05:30,0.488,2.23,0.00675,75.3,73.8,36.5,37.3,264.0,2.0,,,,
2025-05-11 17:00:00+05:30,0.483,2.73,0.00755,85.4,72.8,35.8,36.7,256.0,2.38,,,,
2025-05-11 18:00:00+05:30,0.58,4.23,0.00973,99.0,85.5,37.8,35.4,269.0,1.45,,,,
2025-05-11 19:00:00+05:30,0.863,2.58,0.0179,87.4,104.0,41.0,33.1,288.0,1.33,,,,
2025-05-11 20:00:00+05:30,1.16,5.1,0.0337,16.2,177.0,46.0,30.4,254.0,1.58,,,,
2025-05-11 21:00:00+05:30,0.495,3.05,0.00895,28.7,393.0,44.8,28.2,279.0,2.38,,,,
2025-05-11 22:00:00+05:30,0.415,3.5,0.0108,63.9,407.0,44.3,28.1,228.0,1.88,,,,
2025-05-11 23:00:00+05:30,0.383,10.9,0.0234,68.6,87.3,47.3,27.7,255.0,1.93,,,,
2025-05-12 00:00:00+05:30,0.583,28.9,0.0734,21.0,52.0,45.3,28.4,193.0,2.67,,,,
2025-05-12 01:00:00+05:30,0.4,3.85,0.0167,52.3,93.0,46.5,27.8,203.0,1.85,,,,
2025-05-12 02:00:00+05:30,0.53,2.75,0.00845,,96.8,50.0,26.6,260.0,1.4,,,,
2025-05-12 03:00:00+05:30,0.57,2.3,0.008,49.9,105.0,51.8,25.6,259.0,1.28,,,,
2025-05-12 04:00:00+05:30,0.643,4.0,0.0145,38.7,123.0,55.0,24.7,156.0,1.18,,,,
2025-05-12 05:00:00+05:30,0.865,5.93,0.0336,12.2,133.0,57.8,24.1,143.0,1.3,,,,
2025-05-12 06:00:00+05:30,0.915,5.7,0.0391,14.1,147.0,56.3,24.1,181.0,1.6,,,,
2025-05-12 07:00:00+05:30,1.02,9.2,0.0392,11.5,138.0,56.8,24.4,227.0,1.38,,,,
2025-05-12 08:00:00+05:30,0.843,9.08,0.0306,5.85,149.0,57.0,25.9,247.0,1.18,,,,
2025-05-12 09:00:00+05:30,0.73,6.05,0.0228,11.6,192.0,51.5,27.9,215.0,1.6,,,,
2025-05-12 10:00:00+05:30,0.753,4.73,0.0191,42.6,185.0,48.0,29.6,180.0,2.63,,,,
2025-05-12 11:00:00+05:30,0.645,4.33,0.0135,74.0,197.0,43.3,31.4,185.0,2.2,,,,
2025-05-12 12:00:00+05:30,0.55,3.45,0.0118,92.5,142.0,38.8,33.1,205.0,1.9,,,,
2025-05-12 13:00:00+05:30,0.64,3.58,0.011,89.7,106.0,36.5,34.8,211.0,2.0,,,,
2025-05-12 14:00:00+05:30,0.52,3.7,0.00917,92.5,100.0,35.3,36.8,243.0,2.33,,,,
2025-05-12 15:00:00+05:30,0.96,3.6,0.0095,66.7,100.0,34.7,37.7,208.0,1.83,,,,
2025-05-12 16:00:00+05:30,1.27,1.6,0.0101,95.8,145.0,34.8,37.5,212.0,1.95,,,,
2025-05-12 17:00:00+05:30,1.32,3.35,0.0109,101.0,145.0,35.0,37.2,246.0,1.95,,,,
2025-05-12 18:00:00+05:30,1.34,3.4,0.0127,111.0,146.0,36.3,35.6,245.0,1.57,,,,
2025-05-12 19:00:00+05:30,1.48,4.0,0.0176,111.0,162.0,38.3,34.0,219.0,1.47,,,,
2025-05-12 20:00:00+05:30,1.57,3.23,0.0266,56.9,207.0,43.0,32.2,236.0,1.23,,,,
2025-05-12 21:00:00+05:30,2.03,6.83,0.0476,7.3,274.0,49.3,29.7,157.0,1.03,,,,
2025-05-12 22:00:00+05:30,3.69,122.0,0.164,6.3,373.0,51.5,29.4,173.0,1.5,,,,
2025-05-12 23:00:00+05:30,0.968,5.03,0.0251,7.33,435.0,41.5,30.6,198.0,2.03,,,,
2025-05-13 00:00:00+05:30,0.697,4.0,0.0145,24.4,250.0,43.7,29.6,202.0,2.07,,,,
2025-05-13 01:00:00+05:30,0.685,3.05,0.0103,41.9,173.0,48.0,27.6,186.0,1.2,,,,
2025-05-13 02:00:00+05:30,0.76,5.33,0.0181,,148.0,51.0,26.9,200.0,1.6,,,,
2025-05-13 03:00:00+05:30,0.52,4.3,0.0141,35.9,149.0,45.0,28.5,195.0,2.68,,,,
2025-05-13 04:00:00+05:30,0.61,4.0,0.0144,41.7,132.0,46.0,27.7,209.0,2.03,,,,
2025-05-13 05:00:00+05:30,0.64,3.57,0.0167,37.9,113.0,47.3,27.2,215.0,1.8,,,,
2025-05-13 06:00:00+05:30,0.647,3.3,0.0155,42.4,121.0,48.5,27.1,208.0,2.03,,,,
2025-05-13 07:00:00+05:30,0.793,3.9,0.0188,30.1,123.0,51.3,26.6,238.0,1.28,,,,
2025-05-13 08:00:00+05:30,0.943,5.28,0.0198,14.7,168.0,50.0,27.8,166.0,1.23,,,,
2025-05-13 09:00:00+05:30,0.86,4.53,0.0149,28.2,208.0,48.3,29.5,124.0,1.2,,,,
2025-05-13 10:00:00+05:30,0.833,3.9,0.0115,49.1,170.0,44.8,31.6,213.0,2.18,,,,
2025-05-13 11:00:00+05:30,0.81,3.77,0.0105,61.7,145.0,42.7,33.4,229.0,1.7,,,,
2025-05-13 12:00:00+05:30,0.8,3.6,0.01,73.7,128.0,41.0,34.7,224.0,2.3,,,,
2025-05-13 13:00:00+05:30,0.778,3.3,0.00913,73.6,135.0,37.3,37.0,203.0,2.5,,,,
2025-05-13 14:00:00+05:30,0.773,4.0,0.0102,81.9,160.0,36.0,38.2,203.0,2.53,,,,
2025-05-13 15:00:00+05:30,0.768,3.25,0.0123,86.9,194.0,34.5,38.4,198.0,2.35,,,,
2025-05-13 16:00:00+05:30,0.743,3.43,0.0132,83.0,234.0,40.3,33.2,241.0,1.98,,,,
2025-05-13 17:00:00+05:30,0.918,5.28,0.0246,51.4,273.0,43.3,31.0,181.0,2.58,,,,
2025-05-13 18:00:00+05:30,0.845,3.15,0.0124,33.1,157.0,62.0,24.8,264.0,2.08,,,,
2025-05-13 19:00:00+05:30,1.08,4.13,0.0215,29.4,96.5,68.5,23.5,170.0,1.68,,,,
2025-05-13 20:00:00+05:30,1.25,7.7,0.0296,9.28,74.8,67.0,24.6,130.0,1.55,,,,
2025-05-13 21:00:00+05:30,1.21,5.4,0.0339,13.1,76.3,62.0,25.2,166.0,2.0,,,,
2025-05-13 22:00:00+05:30,1.01,4.9,0.0368,18.7,106.0,54.8,26.2,193.0,2.03,,,,
2025-05-13 23:00:00+05:30,1.24,8.65,0.047,11.5,126.0,53.0,26.5,213.0,1.53,,,,
2025-05-14 00:00:00+05:30,1.32,14.5,0.0554,7.27,146.0,54.7,26.1,211.0,1.63,,,,
2025-05-14 01:00:00+05:30,0.69,4.35,0.0247,15.7,144.0,55.0,25.9,204.0,1.55,,,,
2025-05-14 02:00:00+05:30,0.753,1.83,0.0151,,115.0,56.8,25.4,191.0,1.8,,,,
2025-05-14 03:00:00+05:30,0.7,5.2,0.0134,26.4,100.0,59.8,24.8,203.0,1.68,,,,
2025-05-14 04:00:00+05:30,0.845,3.7,0.0163,9.5,129.0,63.0,24.0,156.0,1.3,,,,
2025-05-14 05:00:00+05:30,0.945,7.15,0.0254,5.45,162.0,66.5,23.1,250.0,1.25,,,,
2025-05-14 06:00:00+05:30,1.03,7.63,0.0262,6.78,181.0,71.0,22.5,254.0,1.1,,,,
2025-05-14 07:00:00+05:30,1.23,15.6,0.0361,6.6,198.0,70.3,23.3,228.0,1.1,,,,
2025-05-14 08:00:00+05:30,1.06,7.88,0.026,5.53,221.0,57.5,26.1,187.0,1.08,,,,
2025-05-14 09:00:00+05:30,0.958,5.33,0.0198,6.3,197.0,53.0,28.0,197.0,1.23,,,,
2025-05-14 10:00:00+05:30,0.85,4.78,0.0146,7.85,148.0,50.3,29.5,187.0,2.55,,,,
2025-05-14 11:00:00+05:30,0.918,4.4,0.0158,19.0,133.0,47.5,31.3,171.0,2.13,,,,
2025-05-14 12:00:00+05:30,0.855,4.05,0.0138,34.8,177.0,43.3,33.8,218.0,1.8,,,,
2025-05-14 13:00:00+05:30,0.805,4.48,0.0121,37.9,179.0,40.8,35.6,241.0,2.25,,,,
2025-05-14 14:00:00+05:30,0.755,4.0,0.0101,34.6,158.0,37.5,37.7,225.0,2.18,,,,
2025-05-14 15:00:00+05:30,0.75,3.53,0.00983,45.8,163.0,34.5,39.4,226.0,2.0,,,,
2025-05-14 16:00:00+05:30,0.7,2.83,0.0098,68.9,162.0,30.3,39.7,228.0,1.77,,,,
2025-05-14 17:00:00+05:30,0.715,3.35,0.0122,81.4,121.0,31.3,39.6,230.0,1.45,,,,
2025-05-14 18:00:00+05:30,0.77,4.03,0.0146,72.1,119.0,33.8,37.9,264.0,1.25,,,,
2025-05-14 19:00:00+05:30,1.06,3.8,0.0259,52.2,140.0,38.0,34.5,211.0,1.33,,,,
2025-05-14 20:00:00+05:30,1.61,6.7,0.0452,14.0,190.0,44.3,31.9,248.0,1.28,,,,
2025-05-14 21:00:00+05:30,2.34,40.8,0.0815,6.4,244.0,48.8,30.1,193.0,1.18,,,,
2025-05-14 22:00:00+05:30,2.63,61.1,0.0922,6.57,326.0,47.8,30.1,117.0,1.33,,,,
2025-05-14 23:00:00+05:30,0.865,4.3,0.019,3.48,891.0,39.0,31.1,224.0,1.6,,,,
2025-05-15 00:00:00+05:30,0.75,4.67,0.0185,4.6,2400.0,40.7,30.1,210.0,1.67,,,,
2025-05-15 01:00:00+05:30,0.72,3.25,0.0152,6.9,3810.0,45.0,28.1,259.0,1.3,,,,
2025-05-15 02:00:00+05:30,0.75,3.28,0.0162,,3710.0,47.3,27.4,242.0,1.33,,,,
2025-05-15 03:00:00+05:30,0.7,2.6,0.0152,5.9,3360.0,45.8,27.6,230.0,1.4,,,,
2025-05-15 04:00:00+05:30,0.8,3.55,0.0166,5.78,3150.0,49.0,26.4,269.0,1.33,,,,
2025-05-15 05:00:00+05:30,0.9,3.07,0.0195,5.1,2770.0,51.0,25.8,229.0,1.37,,,,
2025-05-15 06:00:00+05:30,1.01,6.5,0.0274,5.48,2540.0,53.5,25.5,243.0,1.28,,,,
2025-05-15 07:00:00+05:30,1.14,12.8,0.0363,5.4,2380.0,52.5,25.9,228.0,1.45,,,,
2025-05-15 08:00:00+05:30,1.11,14.4,0.0417,4.48,2580.0,46.0,27.8,201.0,1.95,,,,
2025-05-15 09:00:00+05:30,1.16,10.4,0.0342,6.03,2760.0,45.7,28.7,203.0,2.2,,,,
2025-05-15 10:00:00+05:30,0.878,4.68,0.0177,10.7,2240.0,41.8,31.2,185.0,2.33,,,,
2025-05-15 11:00:00+05:30,0.765,4.9,0.0143,30.0,1080.0,39.0,33.0,225.0,1.95,,,,
2025-05-15 12:00:00+05:30,0.71,3.88,0.0127,50.4,618.0,36.5,34.8,235.0,1.98,,,,
2025-05-15 13:00:00+05:30,0.678,3.43,0.0115,64.8,421.0,33.5,36.5,223.0,2.35,,,,
2025-05-15 14:00:00+05:30,0.73,3.63,0.0107,81.1,297.0,32.8,38.0,220.0,2.13,,,,
2025-05-15 15:00:00+05:30,0.808,5.05,0.0153,95.1,300.0,32.5,38.8,212.0,1.93,,,,
2025-05-15 16:00:00+05:30,0.838,3.08,0.0125,102.0,320.0,31.8,40.0,206.0,1.73,,,,
2025-05-15 17:00:00+05:30,0.868,3.75,0.0155,113.0,279.0,30.5,39.1,204.0,1.85,,,,
2025-05-15 18:00:00+05:30,0.89,2.58,0.0178,108.0,228.0,30.0,38.5,193.0,1.8,,,,
2025-05-15 19:00:00+05:30,1.12,3.13,0.0261,97.3,225.0,32.8,36.6,190.0,1.58,,,,
2025-05-15 20:00:00+05:30,1.45,3.95,0.0452,54.4,297.0,34.3,35.1,203.0,1.68,,,,
2025-05-15 21:00:00+05:30,2.27,40.5,0.096,14.1,364.0,38.0,32.9,183.0,1.45,,,,
2025-05-15 22:00:00+05:30,3.54,134.0,0.166,5.8,432.0,45.8,30.3,177.0,1.4,,,,
2025-05-15 23:00:00+05:30,3.3,122.0,0.151,6.03,493.0,48.8,29.7,170.0,1.38,,,,
2025-05-16 00:00:00+05:30,3.12,112.0,0.141,4.63,476.0,50.0,29.5,132.0,1.23,,,,
2025-05-16 01:00:00+05:30,2.47,53.0,0.0959,3.95,501.0,50.5,28.9,155.0,1.6,,,,
2025-05-16 02:00:00+05:30,2.27,34.6,0.0821,,518.0,47.0,29.5,116.0,1.28,,,,
2025-05-16 03:00:00+05:30,1.36,4.3,0.0371,5.95,563.0,45.0,29.9,250.0,1.5,,,,
2025-05-16 04:00:00+05:30,1.53,3.97,0.0239,9.4,498.0,46.0,29.4,79.7,1.43,,,,
2025-05-16 05:00:00+05:30,1.26,3.9,0.0185,18.0,341.0,46.3,28.8,80.3,1.38,,,,
2025-05-16 06:00:00+05:30,1.27,3.58,0.0211,22.9,248.0,48.0,27.9,107.0,1.38,,,,
2025-05-16 07:00:00+05:30,1.37,4.28,0.032,20.2,248.0,48.3,28.2,114.0,1.28,,,,
2025-05-16 08:00:00+05:30,1.6,11.6,0.058,16.4,275.0,45.8,30.2,134.0,1.4,,,,
2025-05-16 09:00:00+05:30,1.8,7.75,0.0518,55.6,365.0,44.0,32.2,158.0,2.33,,,,
2025-05-16 10:00:00+05:30,1.28,5.25,0.0277,92.5,446.0,39.3,34.0,213.0,2.2,,,,
2025-05-16 11:00:00+05:30,0.895,3.95,0.0146,94.1,331.0,36.5,35.8,202.0,2.75,,,,
2025-05-16 12:00:00+05:30,0.873,3.88,0.0142,101.0,246.0,34.5,37.6,212.0,2.3,,,,
2025-05-16 13:00:00+05:30,0.858,3.88,0.0114,113.0,227.0,32.0,39.8,233.0,2.2,,,,
2025-05-16 14:00:00+05:30,0.895,2.8,0.0103,121.0,245.0,30.3,41.3,201.0,2.38,,,,
2025-05-16 15:00:00+05:30,1.23,3.85,0.0163,177.0,301.0,35.5,39.0,92.5,2.45,,,,
2025-05-16 16:00:00+05:30,1.15,2.98,0.0157,142.0,438.0,38.8,36.5,70.3,1.75,,,,
2025-05-16 17:00:00+05:30,1.11,3.45,0.014,125.0,351.0,43.3,30.4,137.0,2.78,,,,
2025-05-16 18:00:00+05:30,0.89,3.1,0.0161,90.3,335.0,43.5,30.3,151.0,2.05,,,,
2025-05-16 19:00:00+05:30,1.09,20.7,0.0538,34.4,143.0,42.0,31.2,126.0,1.73,,,,
2025-05-16 20:00:00+05:30,1.56,9.78,0.0619,19.5,181.0,44.8,29.8,143.0,1.33,,,,
2025-05-16 21:00:00+05:30,2.04,19.8,0.0834,9.98,208.0,47.0,29.6,167.0,1.68,,,,
2025-05-16 22:00:00+05:30,1.83,11.9,0.0709,9.0,231.0,50.8,28.7,178.0,1.9,,,,
2025-05-16 23:00:00+05:30,1.88,31.1,0.0916,5.5,203.0,49.3,28.8,163.0,1.53,,,,
2025-05-17 00:00:00+05:30,1.65,17.0,0.0729,6.47,196.0,48.3,28.8,131.0,1.27,,,,
2025-05-17 01:00:00+05:30,1.27,8.05,0.0526,5.15,173.0,48.0,28.5,193.0,1.65,,,,
2025-05-17 02:00:00+05:30,1.28,8.6,0.0524,,173.0,50.0,27.4,176.0,1.63,,,,
2025-05-17 03:00:00+05:30,0.88,5.5,0.0415,9.55,165.0,46.5,28.5,182.0,2.03,,,,
2025-05-17 04:00:00+05:30,1.08,5.47,0.0405,15.6,149.0,45.3,28.7,176.0,2.1,,,,
2025-05-17 05:00:00+05:30,0.903,3.8,0.0245,34.4,132.0,43.8,29.5,183.0,2.3,,,,
2025-05-17 06:00:00+05:30,0.815,3.88,0.0171,36.6,124.0,43.3,29.8,201.0,1.93,,,,
2025-05-17 07:00:00+05:30,1.09,5.6,0.0298,8.17,151.0,53.0,25.2,207.0,1.53,,,,
2025-05-17 08:00:00+05:30,1.38,24.3,0.0501,6.3,197.0,57.3,27.7,132.0,1.33,,,,
2025-05-17 09:00:00+05:30,1.35,8.58,0.0325,9.38,230.0,49.5,30.7,144.0,1.85,,,,
2025-05-17 10:00:00+05:30,1.07,4.75,0.0199,24.6,232.0,43.8,32.7,100.0,1.45,,,,
2025-05-17 11:00:00+05:30,0.86,2.75,0.0131,52.4,219.0,39.8,34.4,198.0,1.73,,,,
2025-05-17 12:00:00+05:30,0.82,3.55,0.0117,74.0,194.0,38.8,36.0,201.0,2.43,,,,
2025-05-17 13:00:00+05:30,0.847,3.9,0.0111,93.6,188.0,35.5,37.8,210.0,2.43,,,,
2025-05-17 14:00:00+05:30,0.83,3.13,0.0104,108.0,182.0,33.5,39.6,196.0,2.25,,,,
