Local Time,NO,NO2,NOX,PM25,RELATIVEHUMIDITY,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM10,SO2,CO,O3,NH3
2025-04-06 23:00:00+05:30,232.0,51.7,0.216,164.0,50.0,27.3,283.0,0.3,,,,,
2025-04-07 00:00:00+05:30,204.0,51.6,0.193,144.0,52.0,26.6,283.0,0.3,,,,,
2025-04-07 01:00:00+05:30,219.0,40.8,0.201,124.0,53.5,26.2,283.0,0.3,,,,,
2025-04-07 02:00:00+05:30,302.0,38.5,0.266,125.0,54.8,26.0,283.0,0.3,,,,,
2025-04-07 03:00:00+05:30,90.7,46.9,0.098,146.0,54.3,26.2,283.0,0.533,,,,,
2025-04-07 04:00:00+05:30,79.3,36.6,0.0841,184.0,54.8,26.1,283.0,0.3,,,,,
2025-04-07 05:00:00+05:30,119.0,36.9,0.117,225.0,56.8,25.5,283.0,0.3,,,,,
2025-04-07 06:00:00+05:30,234.0,40.2,0.212,234.0,57.0,25.5,283.0,0.35,,,,,
2025-04-07 07:00:00+05:30,148.0,49.8,0.147,242.0,56.0,25.8,283.0,0.7,,,,,
2025-04-07 08:00:00+05:30,87.2,66.7,0.106,228.0,52.8,27.2,283.0,0.65,,,,,
2025-04-07 09:00:00+05:30,43.7,81.2,0.0787,214.0,41.8,30.9,283.0,0.975,,,,,
2025-04-07 10:00:00+05:30,10.4,58.4,0.0395,166.0,35.3,33.5,283.0,1.08,,,,,
2025-04-07 11:00:00+05:30,6.58,31.0,0.0218,118.0,33.3,34.9,284.0,1.75,,,,,
2025-04-07 12:00:00+05:30,4.85,26.2,0.0178,84.3,32.0,35.9,284.0,2.18,,,,,
2025-04-07 13:00:00+05:30,4.75,24.2,0.0167,66.5,30.5,37.0,284.0,2.05,,,,,
2025-04-07 14:00:00+05:30,7.9,29.6,0.0223,52.5,30.0,37.8,285.0,1.65,,,,,
2025-04-07 15:00:00+05:30,7.73,25.5,0.0199,41.0,30.0,37.0,284.0,1.53,,,,,
2025-04-07 16:00:00+05:30,7.3,19.8,0.0165,39.8,31.0,35.7,284.0,1.68,,,,,
2025-04-07 17:00:00+05:30,4.15,18.3,0.0131,44.3,31.0,35.3,284.0,0.9,,,,,
2025-04-07 18:00:00+05:30,5.53,17.1,0.0136,42.8,32.3,34.6,283.0,1.03,,,,,
2025-04-07 19:00:00+05:30,5.03,22.7,0.0161,51.8,35.5,33.4,284.0,1.33,,,,,
2025-04-07 20:00:00+05:30,8.75,42.0,0.0296,80.3,38.3,32.1,284.0,0.925,,,,,
2025-04-07 21:00:00+05:30,6.05,35.9,0.024,105.0,39.0,31.5,284.0,1.6,,,,,
2025-04-07 22:00:00+05:30,10.3,44.8,0.0322,117.0,41.0,30.7,284.0,1.55,,,,,
2025-04-07 23:00:00+05:30,8.6,43.0,0.0299,143.0,43.0,29.8,284.0,2.08,,,,,
2025-04-08 00:00:00+05:30,11.9,43.6,0.0329,123.0,44.7,28.8,283.0,1.1,,,,,
2025-04-08 01:00:00+05:30,37.1,61.1,0.0625,157.0,45.0,28.4,283.0,1.4,,,,,
2025-04-08 02:00:00+05:30,19.9,50.6,0.0434,170.0,45.3,28.2,283.0,0.9,,,,,
2025-04-08 03:00:00+05:30,8.2,35.9,0.0253,197.0,46.0,28.1,283.0,1.53,,,,,
2025-04-08 04:00:00+05:30,6.75,32.0,0.0225,215.0,46.3,27.8,283.0,2.18,,,,,
2025-04-08 05:00:00+05:30,12.9,36.8,0.0301,203.0,48.0,27.2,283.0,1.68,,,,,
2025-04-08 06:00:00+05:30,94.4,47.8,0.102,180.0,48.5,27.1,283.0,1.6,,,,,
2025-04-08 07:00:00+05:30,44.4,40.1,0.0573,184.0,49.8,26.8,283.0,1.8,,,,,
2025-04-08 08:00:00+05:30,14.3,35.0,0.0302,201.0,50.0,27.2,283.0,2.5,,,,,
2025-04-08 09:00:00+05:30,6.35,27.2,0.0197,202.0,45.8,29.2,283.0,2.45,,,,,
2025-04-08 10:00:00+05:30,6.1,33.4,0.0228,188.0,40.5,31.8,283.0,2.33,,,,,
2025-04-08 11:00:00+05:30,5.13,29.7,0.02,140.0,37.3,33.8,284.0,2.48,,,,,
2025-04-08 12:00:00+05:30,5.28,29.1,0.0198,108.0,34.8,35.4,284.0,2.0,,,,,
2025-04-08 13:00:00+05:30,6.95,40.1,0.0269,92.5,32.5,36.9,284.0,2.05,,,,,
2025-04-08 14:00:00+05:30,4.85,37.9,0.0241,84.0,32.0,36.8,284.0,2.3,,,,,
2025-04-08 15:00:00+05:30,7.1,36.2,0.0249,69.0,31.0,37.0,284.0,2.5,,,,,
2025-04-08 16:00:00+05:30,6.35,24.6,0.0184,62.0,31.0,36.3,284.0,2.4,,,,,
2025-04-08 17:00:00+05:30,4.57,24.0,0.0166,58.3,34.3,35.2,284.0,2.2,,,,,
2025-04-08 18:00:00+05:30,6.0,16.1,0.0134,67.0,39.0,34.1,283.0,2.3,,,,,
2025-04-08 19:00:00+05:30,5.88,22.0,0.0165,95.3,42.0,33.0,284.0,1.68,,,,,
2025-04-08 20:00:00+05:30,5.03,33.9,0.0221,114.0,45.0,32.1,284.0,1.73,,,,,
2025-04-08 21:00:00+05:30,7.75,37.8,0.0265,137.0,47.3,31.3,284.0,1.93,,,,,
2025-04-08 22:00:00+05:30,8.3,31.8,0.0237,153.0,50.0,30.5,284.0,2.13,,,,,
2025-04-08 23:00:00+05:30,8.38,29.1,0.0223,148.0,52.0,29.7,283.0,2.53,,,,,
2025-04-09 00:00:00+05:30,9.87,30.9,0.0244,157.0,53.3,29.3,283.0,2.73,,,,,
2025-04-09 01:00:00+05:30,8.1,33.4,0.0242,185.0,56.0,28.6,283.0,2.15,,,,,
2025-04-09 02:00:00+05:30,9.78,34.3,0.0261,191.0,56.0,28.5,283.0,2.1,,,,,
2025-04-09 03:00:00+05:30,20.9,45.2,0.0406,177.0,56.3,28.3,284.0,1.5,,,,,
2025-04-09 04:00:00+05:30,8.45,24.7,0.02,150.0,57.0,28.0,283.0,1.35,,,,,
2025-04-09 05:00:00+05:30,33.7,37.5,0.0472,138.0,56.8,27.9,283.0,0.675,,,,,
2025-04-09 06:00:00+05:30,47.8,49.0,0.065,147.0,56.8,27.8,283.0,0.525,,,,,
2025-04-09 07:00:00+05:30,18.7,46.5,0.0402,156.0,57.0,27.6,283.0,0.6,,,,,
2025-04-11 20:00:00+05:30,7.0,5.7,0.0088,17.0,79.0,23.4,60.0,3.3,,,,,
2025-04-11 21:00:00+05:30,5.55,6.28,0.00785,14.8,74.5,23.8,68.3,2.33,,,,,
2025-04-11 22:00:00+05:30,9.9,14.9,0.0159,7.25,74.8,23.9,61.3,1.13,,,,,
2025-04-11 23:00:00+05:30,8.48,13.7,0.0142,9.75,65.8,24.7,72.0,0.75,,,,,
2025-04-12 00:00:00+05:30,17.7,30.3,0.0308,24.0,63.7,24.9,72.0,0.733,,,,,
2025-04-12 01:00:00+05:30,11.5,16.7,0.0181,24.5,65.0,24.8,69.0,2.85,,,,,
2025-04-12 02:00:00+05:30,7.98,11.2,0.0124,27.3,66.3,24.6,52.5,1.33,,,,,
2025-04-12 03:00:00+05:30,9.8,13.6,0.015,32.0,68.8,24.3,34.0,0.45,,,,,
2025-04-12 04:00:00+05:30,14.5,15.4,0.0199,44.8,74.0,23.8,35.0,0.575,,,,,
2025-04-12 05:00:00+05:30,22.1,17.6,0.0274,48.5,71.0,24.0,34.5,1.25,,,,,
2025-04-12 06:00:00+05:30,67.0,17.9,0.0641,53.5,74.3,23.6,15.8,0.525,,,,,
2025-04-12 07:00:00+05:30,86.2,17.7,0.0794,56.0,74.7,23.6,38.3,0.833,,,,,
2025-04-12 08:00:00+05:30,32.6,12.2,0.033,59.0,68.3,24.8,39.5,1.0,,,,,
2025-04-12 09:00:00+05:30,14.2,15.3,0.0196,63.5,57.3,27.4,76.8,1.9,,,,,
2025-04-12 10:00:00+05:30,9.5,12.7,0.0145,61.5,51.5,28.8,54.5,2.28,,,,,
2025-04-12 11:00:00+05:30,9.08,15.2,0.0155,43.3,46.5,30.5,66.8,1.85,,,,,
2025-04-12 12:00:00+05:30,5.8,20.2,0.0154,47.3,44.3,31.4,38.8,2.03,,,,,
2025-04-12 13:00:00+05:30,5.75,20.1,0.0154,47.3,41.8,32.3,36.0,2.03,,,,,
2025-04-12 14:00:00+05:30,9.35,21.4,0.019,42.0,38.3,33.5,86.5,1.83,,,,,
2025-04-12 15:00:00+05:30,9.68,20.4,0.0188,33.3,36.8,33.7,41.0,2.18,,,,,
2025-04-12 16:00:00+05:30,7.3,16.7,0.0149,35.8,38.0,32.7,35.3,1.78,,,,,
2025-04-12 17:00:00+05:30,6.63,18.3,0.0152,39.8,38.3,32.3,35.5,1.33,,,,,
2025-04-12 18:00:00+05:30,4.15,14.0,0.0108,35.8,39.0,31.7,36.5,1.58,,,,,
2025-04-12 19:00:00+05:30,5.85,16.3,0.0135,35.8,43.5,30.5,35.0,0.9,,,,,
2025-04-12 20:00:00+05:30,7.03,21.1,0.0168,43.0,45.0,29.8,35.0,0.75,,,,,
2025-04-12 21:00:00+05:30,8.08,23.8,0.0193,61.0,45.8,29.4,35.0,1.55,,,,,
2025-04-12 22:00:00+05:30,7.7,10.1,0.0116,59.5,45.0,28.4,35.0,2.4,,,,,
2025-04-12 23:00:00+05:30,8.43,10.6,0.0125,26.5,47.5,27.4,33.5,2.28,,,,,
2025-04-13 00:00:00+05:30,8.4,11.1,0.0127,22.0,49.7,26.6,35.0,1.83,,,,,
2025-04-13 01:00:00+05:30,44.0,32.1,0.0528,33.0,53.5,25.7,35.0,0.3,,,,,
2025-04-13 02:00:00+05:30,26.2,24.5,0.0344,38.5,53.0,25.6,35.5,0.7,,,,,
2025-04-13 03:00:00+05:30,19.3,21.4,0.0269,49.0,52.5,26.0,35.5,0.6,,,,,
2025-04-13 04:00:00+05:30,23.9,23.7,0.0321,62.0,55.5,25.7,36.5,0.3,,,,,
2025-04-13 05:00:00+05:30,19.7,20.9,0.0271,80.8,57.0,25.5,35.0,0.45,,,,,
2025-04-13 06:00:00+05:30,13.6,22.7,0.0232,105.0,56.0,25.5,35.0,1.0,,,,,
2025-04-13 07:00:00+05:30,14.2,22.0,0.0232,125.0,55.0,25.7,35.0,0.55,,,,,
2025-04-13 08:00:00+05:30,12.9,20.7,0.0214,153.0,52.8,26.6,35.0,1.03,,,,,
2025-04-13 09:00:00+05:30,11.3,20.7,0.0201,147.0,46.3,28.9,35.0,1.15,,,,,
2025-04-13 10:00:00+05:30,7.15,17.5,0.0151,108.0,43.5,30.9,35.0,1.23,,,,,
2025-04-13 11:00:00+05:30,6.45,14.0,0.0127,85.8,40.5,32.7,35.3,1.55,,,,,
2025-04-13 12:00:00+05:30,7.1,10.5,0.0114,52.3,37.8,34.0,34.8,1.48,,,,,
2025-04-13 13:00:00+05:30,6.08,11.6,0.0111,44.0,36.3,34.3,198.0,1.85,,,,,
2025-04-13 14:00:00+05:30,5.93,12.7,0.0116,40.0,34.0,35.1,252.0,1.63,,,,,
2025-04-13 15:00:00+05:30,7.7,12.4,0.0129,25.8,33.0,35.3,93.8,1.63,,,,,
2025-04-13 16:00:00+05:30,9.93,25.8,0.0218,22.0,34.5,34.2,34.8,2.4,,,,,
2025-04-13 17:00:00+05:30,6.25,10.6,0.0107,32.8,35.0,33.2,35.0,1.1,,,,,
2025-04-13 18:00:00+05:30,6.05,11.4,0.0111,41.3,36.3,32.7,35.0,0.625,,,,,
2025-04-13 19:00:00+05:30,4.88,15.9,0.0124,55.3,38.5,31.6,35.0,0.55,,,,,
2025-04-13 20:00:00+05:30,5.9,24.4,0.0177,78.0,41.8,30.6,35.0,0.5,,,,,
2025-04-13 21:00:00+05:30,61.6,54.5,0.0783,108.0,46.5,29.4,35.0,0.3,,,,,
2025-04-13 22:00:00+05:30,57.8,54.8,0.0762,104.0,49.5,28.5,35.0,0.3,,,,,
2025-04-13 23:00:00+05:30,72.8,50.2,0.0858,99.0,51.0,27.9,35.0,0.3,,,,,
2025-04-14 00:00:00+05:30,156.0,48.5,0.153,,51.7,27.6,35.0,0.3,,,,,
2025-04-14 01:00:00+05:30,98.9,37.2,0.1,,54.5,27.2,35.0,0.3,,,,,
2025-04-14 02:00:00+05:30,104.0,38.4,0.105,,57.3,26.3,34.5,0.3,,,,,
2025-04-14 03:00:00+05:30,148.0,39.3,0.142,,58.8,26.5,34.3,0.3,,,,,
2025-04-14 04:00:00+05:30,133.0,32.1,0.125,,60.8,26.4,35.0,0.3,,,,,
2025-04-14 05:00:00+05:30,147.0,31.0,0.136,,62.3,26.1,35.0,0.3,,,,,
2025-04-14 06:00:00+05:30,129.0,33.8,0.123,,62.5,25.9,35.0,1.4,,,,,
2025-04-14 07:00:00+05:30,62.9,29.1,0.0666,,59.8,26.1,35.0,1.63,,,,,
2025-04-14 08:00:00+05:30,22.0,28.5,0.033,,57.5,26.8,34.5,2.18,,,,,
2025-04-14 09:00:00+05:30,10.7,23.6,0.0212,,51.3,29.1,34.8,1.8,,,,,
2025-04-14 10:00:00+05:30,7.6,22.5,0.0182,,44.8,31.4,34.5,1.8,,,,,
2025-04-14 11:00:00+05:30,7.95,21.3,0.0178,,41.8,32.9,35.0,1.58,,,,,
2025-04-14 12:00:00+05:30,,,,,38.5,34.3,35.0,1.63,,,,,
2025-04-14 13:00:00+05:30,11.7,30.0,0.0255,52.0,37.0,35.2,44.5,2.23,,,,,
2025-04-14 14:00:00+05:30,12.0,31.1,0.0262,57.0,35.0,35.6,161.0,1.8,,,,,
2025-04-15 04:00:00+05:30,12.4,40.8,0.0318,164.0,56.0,27.2,329.0,0.7,,,,,
2025-04-15 05:00:00+05:30,22.9,41.0,0.0406,130.0,55.5,27.1,328.0,1.2,,,,,
2025-04-15 06:00:00+05:30,23.3,37.2,0.0387,113.0,57.5,26.7,329.0,0.7,,,,,
2025-04-15 07:00:00+05:30,30.5,40.5,0.0464,124.0,57.0,26.9,329.0,0.95,,,,,
2025-04-15 08:00:00+05:30,17.9,38.1,0.0349,152.0,55.5,27.6,329.0,1.25,,,,,
2025-04-15 09:00:00+05:30,14.6,34.8,0.0303,193.0,48.0,29.9,140.0,1.35,,,,,
2025-04-15 10:00:00+05:30,12.6,29.7,0.026,92.0,41.5,32.2,32.3,1.4,,,,,
2025-04-15 11:00:00+05:30,11.5,24.0,0.0221,62.0,39.3,33.4,211.0,2.15,,,,,
2025-04-15 12:00:00+05:30,10.5,21.9,0.0202,59.0,37.0,34.5,74.8,2.35,,,,,
2025-04-15 13:00:00+05:30,11.5,26.6,0.0233,44.0,35.3,35.4,83.3,2.23,,,,,
2025-04-15 14:00:00+05:30,11.1,37.4,0.0288,40.0,34.3,35.6,329.0,2.35,,,,,
2025-04-15 15:00:00+05:30,13.0,34.2,0.0287,39.0,34.0,35.7,182.0,1.98,,,,,
2025-04-15 16:00:00+05:30,13.1,25.8,0.0243,45.0,35.0,34.9,31.0,1.83,,,,,
2025-04-15 17:00:00+05:30,12.3,25.0,0.0232,41.0,36.0,34.2,34.0,0.85,,,,,
2025-04-15 18:00:00+05:30,11.5,37.9,0.0297,45.0,37.3,33.3,34.0,0.55,,,,,
2025-04-15 19:00:00+05:30,11.0,24.1,0.0217,48.0,40.0,32.3,27.7,1.7,,,,,
2025-04-16 10:00:00+05:30,13.4,28.7,0.0262,96.0,40.0,33.1,34.7,1.23,,,,,
2025-04-16 11:00:00+05:30,12.8,24.5,0.0235,62.0,38.5,34.0,30.8,1.78,,,,,
2025-04-16 12:00:00+05:30,11.5,21.1,0.0205,52.0,36.5,35.0,46.0,2.08,,,,,
2025-04-16 13:00:00+05:30,11.7,24.1,0.0223,51.0,36.0,35.3,35.0,2.08,,,,,
2025-04-16 14:00:00+05:30,12.0,29.8,0.0255,61.0,35.8,35.8,33.5,2.0,,,,,
2025-04-16 15:00:00+05:30,11.3,32.6,0.0266,74.0,35.0,35.9,32.8,1.73,,,,,
2025-04-16 16:00:00+05:30,11.8,33.7,0.0275,67.0,36.0,35.3,34.3,2.08,,,,,
2025-04-16 17:00:00+05:30,12.0,20.5,0.0206,64.0,36.7,34.6,34.0,1.57,,,,,
2025-04-16 18:00:00+05:30,9.83,22.4,0.0199,66.0,38.0,33.7,34.0,2.2,,,,,
2025-04-16 19:00:00+05:30,9.13,28.9,0.0228,68.0,39.5,32.8,34.0,1.7,,,,,
2025-04-16 20:00:00+05:30,12.0,37.0,0.0294,86.0,42.5,31.8,34.0,2.3,,,,,
2025-04-16 21:00:00+05:30,9.85,31.1,0.0245,90.0,45.0,31.2,34.0,2.2,,,,,
2025-04-17 00:00:00+05:30,16.9,52.0,0.0417,116.0,50.0,29.5,34.0,0.75,,,,,
2025-04-17 01:00:00+05:30,19.8,57.8,0.0468,130.0,51.0,29.1,34.0,0.35,,,,,
2025-04-17 02:00:00+05:30,48.6,54.9,0.0684,132.0,52.0,28.9,34.0,1.13,,,,,
2025-04-17 03:00:00+05:30,22.3,39.0,0.0389,157.0,53.3,28.5,34.0,1.55,,,,,
2025-04-17 04:00:00+05:30,15.7,28.5,0.0279,151.0,53.8,28.6,30.8,2.68,,,,,
2025-04-17 05:00:00+05:30,12.1,15.4,0.018,143.0,52.8,28.5,71.0,3.65,,,,,
2025-04-17 06:00:00+05:30,15.3,21.5,0.0239,85.0,50.5,27.8,44.0,3.08,,,,,
2025-04-17 07:00:00+05:30,39.2,48.9,0.0581,45.0,52.0,27.4,33.8,0.75,,,,,
2025-04-17 08:00:00+05:30,24.8,42.6,0.0429,42.0,49.3,28.4,32.8,1.2,,,,,
2025-04-17 09:00:00+05:30,15.5,36.1,0.0318,47.0,44.0,30.4,45.0,2.83,,,,,
2025-04-17 10:00:00+05:30,14.3,31.4,0.0283,53.0,41.3,32.0,316.0,3.25,,,,,
2025-04-17 11:00:00+05:30,12.1,25.7,0.0234,64.0,38.8,33.5,262.0,2.43,,,,,
2025-04-17 12:00:00+05:30,10.9,25.8,0.0226,57.0,36.3,35.2,168.0,1.88,,,,,
2025-04-17 13:00:00+05:30,12.8,27.6,0.0251,56.0,34.5,36.3,93.5,1.7,,,,,
2025-04-17 14:00:00+05:30,10.3,28.3,0.0235,51.0,34.0,36.4,29.8,1.7,,,,,
2025-04-17 15:00:00+05:30,9.55,23.4,0.0203,46.0,33.0,37.0,44.8,1.48,,,,,
2025-04-17 16:00:00+05:30,11.6,19.8,0.0199,47.0,33.3,36.5,48.8,0.875,,,,,
2025-04-17 17:00:00+05:30,10.2,22.2,0.0202,51.0,34.3,35.8,23.3,1.3,,,,,
2025-04-17 18:00:00+05:30,8.3,22.6,0.0188,51.0,36.0,34.8,13.5,2.03,,,,,
2025-04-17 19:00:00+05:30,8.23,29.7,0.0225,67.0,38.5,33.6,14.0,1.08,,,,,
2025-04-17 20:00:00+05:30,11.3,38.9,0.0299,81.0,41.0,32.6,14.0,0.825,,,,,
2025-04-17 21:00:00+05:30,11.7,38.9,0.03,114.0,42.5,31.9,14.0,0.8,,,,,
2025-04-17 22:00:00+05:30,16.5,60.5,0.0455,117.0,44.8,31.2,14.0,0.375,,,,,
2025-04-17 23:00:00+05:30,23.1,69.0,0.0555,143.0,47.3,30.4,14.0,1.28,,,,,
2025-04-18 00:00:00+05:30,11.0,43.0,0.032,139.0,49.0,30.1,14.0,2.6,,,,,
2025-04-18 01:00:00+05:30,17.9,49.1,0.0408,149.0,56.0,29.0,14.0,1.7,,,,,
2025-04-18 02:00:00+05:30,19.1,39.3,0.0364,150.0,59.3,28.4,14.0,2.05,,,,,
2025-04-18 03:00:00+05:30,15.1,31.9,0.0289,114.0,60.3,28.1,14.0,2.13,,,,,
2025-04-18 04:00:00+05:30,15.2,27.8,0.0272,118.0,62.8,27.5,14.0,0.95,,,,,
2025-04-18 05:00:00+05:30,19.9,34.0,0.0341,102.0,63.8,27.3,14.0,0.35,,,,,
2025-04-18 06:00:00+05:30,23.3,35.9,0.038,86.0,62.0,27.5,14.0,1.25,,,,,
2025-04-18 07:00:00+05:30,28.0,26.3,0.0369,108.0,63.0,27.2,155.0,2.85,,,,,
2025-04-18 08:00:00+05:30,18.2,22.3,0.0266,150.0,60.5,27.8,329.0,2.2,,,,,
2025-04-18 09:00:00+05:30,12.8,23.6,0.0229,106.0,53.0,29.9,326.0,2.83,,,,,
2025-04-18 10:00:00+05:30,12.9,24.9,0.0237,96.0,45.8,32.1,326.0,2.15,,,,,
2025-04-18 11:00:00+05:30,11.4,26.7,0.0235,70.0,42.0,33.7,128.0,1.7,,,,,
2025-04-18 12:00:00+05:30,11.0,24.4,0.0219,77.0,40.0,34.6,210.0,2.08,,,,,
2025-04-18 13:00:00+05:30,11.6,31.1,0.0259,73.0,37.8,35.7,292.0,2.2,,,,,
2025-04-18 14:00:00+05:30,12.4,35.9,0.029,69.0,36.5,36.4,124.0,2.1,,,,,
2025-04-18 15:00:00+05:30,9.73,30.6,0.0242,79.0,35.5,36.6,19.5,1.98,,,,,
2025-04-18 16:00:00+05:30,9.68,34.3,0.0261,69.0,35.8,36.3,31.3,1.8,,,,,
2025-04-18 17:00:00+05:30,10.4,33.0,0.026,67.0,36.0,35.8,29.3,2.28,,,,,
2025-04-18 18:00:00+05:30,8.83,27.3,0.0217,67.0,37.5,34.8,29.3,2.33,,,,,
2025-04-18 19:00:00+05:30,9.35,30.5,0.0238,67.0,40.5,33.6,28.3,2.2,,,,,
2025-04-18 20:00:00+05:30,9.35,21.6,0.0192,94.0,47.3,32.0,27.8,2.73,,,,,
2025-04-18 21:00:00+05:30,13.2,22.7,0.0227,89.0,58.5,28.2,27.3,1.73,,,,,
2025-04-18 22:00:00+05:30,11.0,16.2,0.0175,36.0,66.0,27.3,211.0,4.2,,,,,
2025-04-18 23:00:00+05:30,10.2,12.2,0.0149,80.0,67.3,27.1,320.0,3.53,,,,,
2025-04-19 00:00:00+05:30,12.2,18.7,0.0198,56.0,62.7,27.1,320.0,2.7,,,,,
2025-04-19 01:00:00+05:30,14.6,30.1,0.0279,36.0,62.5,27.0,320.0,0.35,,,,,
2025-04-19 02:00:00+05:30,19.0,31.0,0.0318,39.0,61.3,27.1,320.0,0.7,,,,,
2025-04-19 03:00:00+05:30,20.8,33.1,0.0343,40.0,60.3,27.2,320.0,0.6,,,,,
2025-04-19 04:00:00+05:30,19.3,31.4,0.0324,33.0,61.5,27.0,321.0,0.4,,,,,
2025-04-19 05:00:00+05:30,30.6,29.6,0.0404,31.0,61.0,27.0,321.0,0.3,,,,,
2025-04-19 06:00:00+05:30,19.9,25.8,0.02985,25.0,62.5,26.95,321.0,1.325,,,,,
2025-04-19 07:00:00+05:30,22.3,23.5,0.0307,40.0,67.0,26.5,320.0,1.75,,,,,
2025-04-19 08:00:00+05:30,19.6,26.6,0.0301,78.0,65.5,27.6,321.0,1.08,,,,,
2025-04-19 09:00:00+05:30,13.9,21.0,0.0223,77.0,56.8,30.0,90.3,1.7,,,,,
2025-04-19 10:00:00+05:30,14.7,20.6,0.0228,55.0,51.8,31.7,107.0,1.65,,,,,
2025-04-19 11:00:00+05:30,14.4,18.2,0.0214,66.0,49.8,32.4,259.0,3.3,,,,,
2025-04-19 12:00:00+05:30,11.9,22.4,0.0215,70.0,48.8,33.3,306.0,2.65,,,,,
2025-04-19 13:00:00+05:30,15.1,25.3,0.0258,75.0,43.3,34.7,323.0,2.65,,,,,
2025-04-19 14:00:00+05:30,12.7,29.4,0.0259,66.0,46.5,34.5,323.0,4.1,,,,,
2025-04-19 15:00:00+05:30,11.6,25.5,0.023,73.0,46.8,34.1,322.0,4.68,,,,,
2025-04-19 16:00:00+05:30,11.0,23.1,0.0212,59.0,47.3,33.5,224.0,5.28,,,,,
2025-04-19 17:00:00+05:30,11.8,22.2,0.0213,55.0,48.5,32.7,251.0,4.1,,,,,
2025-04-19 18:00:00+05:30,11.9,18.1,0.0194,51.0,50.0,32.0,218.0,4.35,,,,,
2025-04-19 19:00:00+05:30,9.63,15.4,0.016,46.0,52.0,31.1,245.0,3.43,,,,,
2025-04-19 20:00:00+05:30,9.9,16.7,0.017,42.0,54.5,30.2,153.0,2.7,,,,,
2025-04-19 21:00:00+05:30,10.7,22.3,0.0205,45.0,56.8,29.8,53.5,2.88,,,,,
2025-04-19 22:00:00+05:30,11.8,27.2,0.024,48.0,57.3,29.4,190.0,2.18,,,,,
2025-04-19 23:00:00+05:30,11.2,29.4,0.0246,52.0,59.3,28.9,324.0,2.03,,,,,
2025-04-20 00:00:00+05:30,12.8,33.8,0.0283,50.0,60.0,28.6,325.0,2.07,,,,,
2025-04-20 01:00:00+05:30,14.7,32.1,0.0291,52.0,64.5,27.9,315.0,2.5,,,,,
2025-04-20 02:00:00+05:30,16.1,28.8,0.0283,67.0,67.0,27.4,312.0,2.1,,,,,
2025-04-20 03:00:00+05:30,16.0,21.1,0.0241,74.0,68.5,27.2,313.0,1.68,,,,,
2025-04-20 04:00:00+05:30,14.6,18.4,0.0216,68.0,69.0,27.1,315.0,1.88,,,,,
2025-04-20 05:00:00+05:30,20.3,27.1,0.0307,59.0,68.0,27.1,321.0,0.725,,,,,
2025-04-20 06:00:00+05:30,29.8,35.0,0.0429,44.0,63.8,27.6,309.0,0.6,,,,,
2025-04-20 07:00:00+05:30,36.7,41.4,0.0519,35.0,61.5,28.0,239.0,1.6,,,,,
2025-04-20 08:00:00+05:30,21.4,33.2,0.035,31.0,59.3,29.0,286.0,1.63,,,,,
2025-04-20 09:00:00+05:30,16.4,27.6,0.0279,46.0,53.3,30.8,253.0,1.53,,,,,
2025-04-20 10:00:00+05:30,14.0,24.6,0.0244,47.0,48.0,32.6,290.0,1.73,,,,,
2025-04-20 11:00:00+05:30,12.9,18.9,0.0206,44.0,45.8,33.5,288.0,2.23,,,,,
2025-04-20 12:00:00+05:30,12.6,20.9,0.0213,55.0,42.0,34.8,280.0,2.18,,,,,
2025-04-20 13:00:00+05:30,12.3,21.2,0.0213,56.0,40.3,35.5,279.0,2.6,,,,,
2025-04-20 14:00:00+05:30,13.3,31.8,0.0278,63.0,38.8,36.1,270.0,2.18,,,,,
2025-04-20 15:00:00+05:30,11.7,39.4,0.0304,74.0,38.3,36.0,298.0,2.5,,,,,
2025-04-20 16:00:00+05:30,13.4,39.0,0.0318,66.0,39.0,35.5,297.0,2.35,,,,,
2025-04-20 17:00:00+05:30,11.9,26.1,0.0234,64.0,39.3,34.8,297.0,3.28,,,,,
2025-04-20 18:00:00+05:30,10.5,20.4,0.0193,59.0,41.0,34.0,297.0,2.63,,,,,
2025-04-20 19:00:00+05:30,10.6,21.5,0.02,56.0,45.5,32.8,297.0,2.15,,,,,
2025-04-20 20:00:00+05:30,10.5,19.5,0.0188,66.0,48.5,31.9,297.0,2.2,,,,,
2025-04-20 21:00:00+05:30,11.7,21.5,0.0209,78.0,50.5,31.2,296.0,1.9,,,,,
2025-04-20 22:00:00+05:30,10.3,25.2,0.0217,90.0,52.0,30.8,296.0,1.58,,,,,
2025-04-20 23:00:00+05:30,10.2,24.5,0.0213,101.0,54.0,30.4,296.0,2.15,,,,,
2025-04-21 00:00:00+05:30,12.9,31.6,0.0272,95.0,55.0,30.1,296.0,2.0,,,,,
2025-04-21 01:00:00+05:30,28.5,42.8,0.0461,110.0,59.0,29.4,296.0,1.85,,,,,
2025-04-21 02:00:00+05:30,18.7,40.1,0.0366,122.0,60.0,29.1,296.0,1.33,,,,,
2025-04-21 03:00:00+05:30,20.5,40.8,0.0386,133.0,60.3,28.9,296.0,1.23,,,,,
2025-04-21 04:00:00+05:30,24.8,38.2,0.0405,121.0,61.0,28.8,296.0,0.75,,,,,
2025-04-21 05:00:00+05:30,17.0,33.1,0.0313,117.0,62.3,28.6,296.0,2.05,,,,,
