Local Time,CO,NO,NOX,O3,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,PM10,NO2,NH3
2025-03-23 13:00:00+05:30,1.31,6.73,0.0322,222.0,36.3,15.1,24.0,228.0,2.25,,,,
2025-03-23 14:00:00+05:30,1.23,4.35,0.0225,254.0,35.3,12.9,24.4,255.0,2.35,,,,
2025-03-23 15:00:00+05:30,1.11,5.03,0.0235,258.0,34.8,13.5,24.0,255.0,2.25,,,,
2025-03-23 16:00:00+05:30,1.28,5.58,0.0245,214.0,34.5,12.7,23.6,278.0,2.25,,,,
2025-03-23 17:00:00+05:30,1.18,5.43,0.0241,181.0,34.5,10.7,22.6,276.0,2.1,,,,
2025-03-23 18:00:00+05:30,1.28,6.05,0.0313,149.0,36.0,8.78,22.0,293.0,2.68,,,,
2025-03-23 19:00:00+05:30,1.74,6.2,0.0545,78.5,38.8,11.4,21.0,311.0,1.98,,,,
2025-03-23 20:00:00+05:30,1.63,18.8,0.0832,32.5,43.5,12.8,20.0,311.0,1.85,,,,
2025-03-23 21:00:00+05:30,1.63,9.45,0.0699,31.4,47.3,14.3,19.4,294.0,1.58,,,,
2025-03-23 22:00:00+05:30,1.63,7.95,0.0597,33.8,50.0,15.9,18.7,293.0,0.875,,,,
2025-03-23 23:00:00+05:30,1.63,7.5,0.0559,35.2,51.5,14.3,18.2,239.0,1.08,,,,
2025-03-24 00:00:00+05:30,1.63,11.5,0.0562,12.7,53.5,22.8,17.6,155.0,1.15,,,,
2025-03-24 01:00:00+05:30,1.63,10.3,0.0639,,54.5,22.0,17.0,284.0,0.45,,,,
2025-03-24 02:00:00+05:30,1.63,9.25,0.0618,,56.5,20.2,16.3,316.0,0.3,,,,
2025-03-24 03:00:00+05:30,,12.9,0.0536,10.5,59.0,18.5,15.9,316.0,0.3,,,,
2025-03-24 04:00:00+05:30,1.28,11.6,0.0536,5.35,61.8,15.1,15.5,316.0,0.3,,,,
2025-03-24 05:00:00+05:30,1.42,17.7,0.0567,4.8,63.8,15.6,15.2,316.0,0.3,,,,
2025-03-24 06:00:00+05:30,1.5,13.9,0.0492,5.13,65.3,15.5,15.2,316.0,0.3,,,,
2025-03-24 07:00:00+05:30,1.77,55.5,0.0867,5.9,65.5,15.5,15.1,316.0,0.3,,,,
2025-03-24 08:00:00+05:30,2.2,127.0,0.167,7.8,60.3,20.7,16.6,190.0,0.675,,,,
2025-03-24 09:00:00+05:30,2.21,40.2,0.115,11.8,50.5,29.5,18.7,148.0,1.63,,,,
2025-03-24 10:00:00+05:30,0.598,8.7,0.0459,90.1,41.5,21.4,21.5,200.0,2.08,,,,
2025-03-24 11:00:00+05:30,,8.2,0.0416,145.0,36.0,10.9,23.5,171.0,2.65,,,,
2025-03-24 12:00:00+05:30,,8.23,0.0273,155.0,32.5,5.83,24.5,228.0,3.05,,,,
2025-03-24 13:00:00+05:30,,5.75,0.0256,208.0,30.5,4.95,25.3,242.0,2.45,,,,
2025-03-24 14:00:00+05:30,,6.8,0.029,228.0,30.0,6.53,25.3,232.0,2.4,,,,
2025-03-24 15:00:00+05:30,,6.35,0.0272,218.0,30.3,7.35,25.3,264.0,2.95,,,,
2025-03-24 16:00:00+05:30,1.29,4.63,0.0244,181.0,30.5,5.48,24.2,262.0,2.63,,,,
2025-03-24 17:00:00+05:30,1.28,5.58,0.0279,185.0,31.3,6.58,23.3,271.0,2.25,,,,
2025-03-24 18:00:00+05:30,1.47,5.58,0.0418,157.0,32.8,8.88,22.8,302.0,2.5,,,,
2025-03-24 19:00:00+05:30,1.95,6.05,0.0693,105.0,36.0,12.4,21.6,298.0,1.48,,,,
2025-03-24 20:00:00+05:30,2.29,5.13,0.07,70.5,41.0,12.8,20.6,294.0,1.4,,,,
2025-03-24 21:00:00+05:30,2.39,6.53,0.0689,50.5,42.8,15.4,19.8,257.0,1.3,,,,
2025-03-24 22:00:00+05:30,1.33,5.83,0.055,61.0,43.8,17.2,19.4,260.0,1.75,,,,
2025-03-24 23:00:00+05:30,1.34,6.03,0.0568,48.4,46.3,25.4,18.3,183.0,0.875,,,,
2025-03-25 00:00:00+05:30,1.28,7.27,0.0628,49.4,47.3,30.7,18.0,288.0,1.1,,,,
2025-03-25 01:00:00+05:30,1.35,5.7,0.0615,12.4,52.5,34.0,17.2,312.0,0.35,,,,
2025-03-25 02:00:00+05:30,1.45,5.18,0.0618,10.7,54.8,32.4,16.8,315.0,0.325,,,,
2025-03-25 03:00:00+05:30,,2.6,0.0625,15.9,57.0,19.0,16.5,91.5,0.4,,,,
2025-03-25 04:00:00+05:30,1.73,22.3,0.0791,12.0,58.0,20.8,16.3,90.5,0.3,,,,
2025-03-25 05:00:00+05:30,1.93,30.1,0.0885,11.8,58.8,26.3,16.2,89.0,0.325,,,,
2025-03-25 06:00:00+05:30,1.97,41.4,0.0963,12.3,59.7,25.7,16.0,161.0,0.367,,,,
2025-03-25 07:00:00+05:30,2.04,66.1,0.118,8.2,59.3,22.6,16.1,278.0,0.35,,,,
2025-03-25 08:00:00+05:30,2.35,72.1,0.139,17.4,56.0,26.6,17.2,251.0,0.775,,,,
2025-03-25 09:00:00+05:30,1.82,21.7,0.0959,41.1,46.0,40.3,19.5,225.0,1.95,,,,
2025-03-25 10:00:00+05:30,1.43,19.9,0.0749,94.8,38.5,19.9,21.9,282.0,2.5,,,,
2025-03-25 11:00:00+05:30,1.36,7.23,0.0485,182.0,34.8,14.9,24.1,264.0,2.08,,,,
2025-03-25 12:00:00+05:30,1.21,6.0,0.0392,255.0,32.3,11.9,25.5,216.0,1.95,,,,
2025-03-25 13:00:00+05:30,1.09,6.98,0.0339,273.0,30.5,10.8,26.2,281.0,2.2,,,,
2025-03-25 14:00:00+05:30,0.66,4.28,0.0271,227.0,29.0,9.53,26.6,257.0,2.48,,,,
2025-03-25 15:00:00+05:30,0.517,6.33,0.0314,218.0,29.3,13.2,27.7,239.0,2.63,,,,
2025-03-25 16:00:00+05:30,1.38,4.4,0.0319,206.0,30.3,14.6,30.8,229.0,3.0,,,,
2025-03-25 17:00:00+05:30,1.38,5.98,0.0377,192.0,31.5,15.7,29.8,278.0,3.58,,,,
2025-03-25 18:00:00+05:30,1.49,4.93,0.0454,124.0,32.3,11.0,29.2,297.0,2.53,,,,
2025-03-25 19:00:00+05:30,2.12,7.55,0.0726,59.7,36.0,11.7,28.0,295.0,1.2,,,,
2025-03-25 20:00:00+05:30,2.45,6.7,0.0767,45.7,40.8,13.2,26.9,269.0,1.38,,,,
2025-03-25 21:00:00+05:30,2.4,4.8,0.0682,53.0,42.8,15.1,26.1,208.0,0.975,,,,
2025-03-25 22:00:00+05:30,1.72,6.25,0.0799,29.8,46.8,20.9,24.9,246.0,0.45,,,,
2025-03-25 23:00:00+05:30,1.73,12.4,0.095,20.2,48.3,23.2,24.4,299.0,0.4,,,,
2025-03-26 00:00:00+05:30,1.63,35.4,0.119,7.0,49.3,25.0,24.0,316.0,0.333,,,,
2025-03-26 01:00:00+05:30,1.24,9.9,0.0677,35.9,50.0,30.7,23.9,177.0,1.0,,,,
2025-03-26 02:00:00+05:30,1.2,5.35,0.0482,38.3,51.8,42.2,23.5,98.8,0.625,,,,
2025-03-26 03:00:00+05:30,,11.0,0.0671,32.2,54.8,23.9,23.0,85.5,0.4,,,,
2025-03-26 04:00:00+05:30,2.16,83.6,0.149,8.75,55.3,33.9,22.8,185.0,0.475,,,,
2025-03-26 05:00:00+05:30,2.26,122.0,0.174,8.05,57.5,31.0,22.4,220.0,0.4,,,,
2025-03-26 06:00:00+05:30,2.43,137.0,0.183,10.9,58.3,29.3,22.4,222.0,0.6,,,,
2025-03-26 07:00:00+05:30,2.73,151.0,0.19,11.8,57.0,25.9,23.0,217.0,1.28,,,,
2025-03-26 08:00:00+05:30,2.48,70.0,0.141,13.1,51.3,30.5,24.1,232.0,1.8,,,,
2025-03-26 09:00:00+05:30,2.45,23.0,0.103,45.1,45.8,25.2,25.9,241.0,1.75,,,,
2025-03-26 10:00:00+05:30,1.42,10.3,0.0728,139.0,38.0,21.3,28.8,227.0,2.68,,,,
2025-03-26 11:00:00+05:30,1.1,7.18,0.0552,192.0,32.0,14.5,31.2,202.0,2.93,,,,
2025-03-26 12:00:00+05:30,1.43,6.1,0.043,210.0,29.5,9.75,32.6,217.0,2.9,,,,
2025-03-26 13:00:00+05:30,0.47,1.8,0.0231,224.0,28.5,18.5,33.2,283.0,3.1,,,,
2025-03-26 14:00:00+05:30,1.52,5.63,0.0255,231.0,29.3,21.5,33.1,316.0,2.73,,,,
2025-03-26 15:00:00+05:30,1.14,3.93,0.0211,176.0,28.0,20.2,33.0,318.0,2.7,,,,
2025-03-26 16:00:00+05:30,1.49,6.85,0.0263,140.0,29.0,16.6,31.2,277.0,2.8,,,,
2025-03-26 17:00:00+05:30,1.52,3.8,0.0258,135.0,29.0,15.2,30.7,246.0,2.13,,,,
2025-03-26 18:00:00+05:30,1.97,6.83,0.0492,90.1,30.8,17.0,30.0,232.0,1.8,,,,
2025-03-26 19:00:00+05:30,2.78,19.5,0.0926,15.5,33.8,18.9,28.5,224.0,1.03,,,,
2025-03-26 20:00:00+05:30,3.57,20.8,0.095,7.5,37.5,22.5,27.3,230.0,0.725,,,,
2025-03-26 21:00:00+05:30,3.38,19.6,0.0839,9.8,40.3,30.5,26.7,232.0,0.7,,,,
2025-03-26 22:00:00+05:30,1.68,42.2,0.108,0.85,43.8,33.7,25.9,205.0,0.375,,,,
2025-03-26 23:00:00+05:30,1.93,33.7,0.104,2.53,46.0,41.2,25.3,205.0,0.375,,,,
2025-03-27 00:00:00+05:30,2.06,49.9,0.11,4.2,49.0,41.9,24.7,205.0,0.3,,,,
2025-03-27 01:00:00+05:30,2.0,70.9,0.124,,51.0,36.8,24.4,206.0,0.35,,,,
2025-03-27 02:00:00+05:30,1.88,81.9,0.137,,50.0,36.5,24.4,164.0,0.6,,,,
2025-03-27 03:00:00+05:30,,137.0,0.172,1.7,53.3,31.0,23.9,111.0,0.3,,,,
2025-03-27 04:00:00+05:30,1.43,165.0,0.194,4.15,55.5,30.1,23.5,110.0,0.3,,,,
2025-03-27 05:00:00+05:30,1.56,186.0,0.209,8.9,57.3,29.8,23.3,140.0,0.3,,,,
2025-03-27 06:00:00+05:30,1.91,251.0,0.263,8.25,57.8,24.2,23.4,281.0,0.575,,,,
2025-03-27 07:00:00+05:30,1.59,187.0,0.211,7.65,54.0,29.6,23.8,289.0,0.7,,,,
2025-03-27 08:00:00+05:30,1.16,92.9,0.145,6.77,47.0,31.2,25.0,312.0,1.63,,,,
2025-03-27 09:00:00+05:30,1.22,16.1,0.0593,12.9,39.0,36.1,26.4,271.0,2.8,,,,
2025-03-27 10:00:00+05:30,1.44,7.28,0.0342,45.5,36.3,25.7,28.2,214.0,2.88,,,,
2025-03-27 11:00:00+05:30,1.38,8.7,0.0343,72.7,33.5,31.0,30.4,191.0,2.98,,,,
2025-03-27 12:00:00+05:30,1.06,5.5,0.0245,65.2,33.3,14.3,30.1,220.0,4.63,,,,
2025-03-27 13:00:00+05:30,1.08,7.9,0.0261,92.5,34.3,14.5,30.2,215.0,3.45,,,,
2025-03-27 14:00:00+05:30,1.0,5.38,0.0203,112.0,33.0,15.9,30.9,230.0,4.08,,,,
2025-03-27 15:00:00+05:30,0.97,5.38,0.0196,107.0,33.0,22.0,30.9,230.0,3.88,,,,
2025-03-27 16:00:00+05:30,1.54,7.75,0.0258,96.4,33.3,22.3,30.4,219.0,2.8,,,,
2025-03-27 17:00:00+05:30,1.61,5.1,0.0265,81.9,34.5,20.5,29.7,274.0,2.8,,,,
2025-03-27 18:00:00+05:30,1.67,5.7,0.0306,72.3,35.0,20.5,29.3,273.0,2.1,,,,
2025-03-27 19:00:00+05:30,1.97,7.88,0.0547,24.3,36.3,19.9,28.5,219.0,1.7,,,,
2025-03-27 20:00:00+05:30,2.41,21.7,0.0757,14.6,39.5,22.1,27.4,208.0,1.08,,,,
2025-03-27 21:00:00+05:30,2.51,21.7,0.0758,6.23,43.5,20.9,26.6,233.0,0.825,,,,
2025-03-27 22:00:00+05:30,1.29,14.2,0.0654,10.0,46.3,20.1,25.8,214.0,0.4,,,,
2025-03-27 23:00:00+05:30,1.9,56.8,0.103,2.13,50.3,22.1,25.0,194.0,0.3,,,,
2025-03-28 00:00:00+05:30,2.38,135.0,0.17,3.77,51.3,23.6,24.9,212.0,0.533,,,,
2025-03-28 01:00:00+05:30,1.99,104.0,0.137,,50.5,31.7,24.9,173.0,1.0,,,,
2025-03-28 02:00:00+05:30,1.25,30.8,0.0672,,52.5,38.8,24.5,196.0,0.7,,,,
2025-03-28 03:00:00+05:30,,4.9,0.0211,28.5,44.3,29.3,24.5,205.0,1.75,,,,
2025-03-28 04:00:00+05:30,1.47,7.58,0.0173,49.2,48.5,29.1,23.7,229.0,4.25,,,,
2025-03-28 05:00:00+05:30,1.43,4.58,0.0137,68.9,53.5,21.6,22.8,229.0,4.65,,,,
2025-03-28 06:00:00+05:30,1.55,3.53,0.0153,63.1,55.0,16.9,22.4,242.0,3.18,,,,
2025-03-28 07:00:00+05:30,1.55,5.03,0.0232,52.5,54.5,17.5,22.2,216.0,2.73,,,,
2025-03-28 08:00:00+05:30,1.62,5.35,0.0245,43.3,53.8,17.2,23.3,180.0,2.3,,,,
2025-03-28 09:00:00+05:30,1.63,6.1,0.0238,32.7,51.3,32.8,24.3,244.0,3.07,,,,
2025-03-28 10:00:00+05:30,1.43,7.4,0.0239,62.7,40.3,28.8,27.0,214.0,3.13,,,,
2025-03-28 11:00:00+05:30,1.31,5.35,0.0198,93.4,34.5,23.9,28.3,247.0,4.1,,,,
2025-03-28 12:00:00+05:30,1.2,6.33,0.021,106.0,30.5,20.0,29.1,263.0,3.9,,,,
2025-03-28 13:00:00+05:30,1.13,4.23,0.0168,137.0,29.0,18.9,29.6,260.0,4.08,,,,
2025-03-28 14:00:00+05:30,1.11,5.33,0.0182,132.0,29.5,18.9,29.8,263.0,3.75,,,,
2025-03-28 15:00:00+05:30,1.1,5.15,0.0166,137.0,29.0,22.2,30.0,271.0,3.63,,,,
2025-03-28 16:00:00+05:30,1.63,5.08,0.0198,140.0,30.5,23.1,29.1,285.0,3.58,,,,
2025-03-28 17:00:00+05:30,1.57,6.43,0.0239,118.0,31.3,22.0,28.1,295.0,3.18,,,,
2025-03-28 18:00:00+05:30,1.69,4.7,0.0247,128.0,34.5,22.8,27.3,294.0,4.08,,,,
2025-03-28 19:00:00+05:30,1.65,3.48,0.0224,108.0,36.3,22.0,26.0,295.0,5.35,,,,
2025-03-28 20:00:00+05:30,1.73,6.37,0.0262,78.5,38.8,23.0,24.9,286.0,4.7,,,,
2025-03-28 21:00:00+05:30,1.67,4.95,0.0218,100.0,41.0,23.6,24.0,302.0,5.45,,,,
2025-03-28 22:00:00+05:30,1.46,3.78,0.0184,101.0,41.0,20.4,23.4,299.0,5.43,,,,
2025-03-28 23:00:00+05:30,1.43,3.13,0.017,94.8,41.0,20.9,22.9,296.0,4.0,,,,
2025-03-29 00:00:00+05:30,1.42,2.73,0.0206,93.4,41.0,21.0,22.5,295.0,3.7,,,,
2025-03-29 01:00:00+05:30,1.33,4.4,0.0204,68.7,42.0,21.2,21.7,252.0,2.75,,,,
2025-03-29 02:00:00+05:30,1.33,3.88,0.0194,76.0,42.8,21.8,21.3,290.0,3.03,,,,
2025-03-29 03:00:00+05:30,,6.9,0.0186,85.6,44.0,23.0,21.0,253.0,3.33,,,,
2025-03-29 04:00:00+05:30,1.51,4.03,0.0167,78.3,45.5,24.8,20.5,246.0,2.88,,,,
2025-03-29 05:00:00+05:30,1.58,3.85,0.0149,86.5,46.5,25.8,20.0,253.0,2.55,,,,
2025-03-29 06:00:00+05:30,1.63,4.75,0.0169,81.7,46.8,28.1,19.8,260.0,3.15,,,,
2025-03-29 07:00:00+05:30,1.67,4.45,0.0176,75.7,46.5,27.4,19.9,230.0,2.88,,,,
2025-03-29 08:00:00+05:30,1.72,5.55,0.018,73.3,45.0,26.7,20.7,283.0,2.68,,,,
2025-03-29 09:00:00+05:30,1.73,5.93,0.0203,67.7,43.0,28.5,21.7,270.0,3.0,,,,
2025-03-29 10:00:00+05:30,1.52,5.93,0.024,84.9,39.3,28.1,23.9,261.0,3.18,,,,
2025-03-29 11:00:00+05:30,1.4,5.5,0.0203,109.0,34.3,25.7,25.6,308.0,4.45,,,,
2025-03-29 12:00:00+05:30,3.03,5.5,0.0337,125.0,33.3,61.5,26.5,335.0,5.2,,,,
2025-03-29 13:00:00+05:30,1.42,7.43,0.031,132.0,33.3,25.8,27.1,307.0,4.28,,,,
2025-03-29 14:00:00+05:30,1.35,4.88,0.0278,143.0,32.3,26.5,27.7,306.0,5.13,,,,
2025-03-29 15:00:00+05:30,1.31,5.98,0.0298,138.0,32.0,24.1,27.8,301.0,4.63,,,,
2025-03-29 16:00:00+05:30,1.53,6.55,0.0342,125.0,32.0,23.7,27.3,321.0,4.73,,,,
2025-03-29 17:00:00+05:30,1.54,6.13,0.0329,130.0,33.0,21.9,26.9,325.0,4.8,,,,
2025-03-29 18:00:00+05:30,1.57,6.98,0.037,112.0,34.0,22.7,26.3,308.0,3.88,,,,
2025-03-29 19:00:00+05:30,1.67,6.23,0.0407,86.4,34.5,22.0,25.6,290.0,3.05,,,,
2025-03-29 20:00:00+05:30,1.78,6.53,0.045,67.1,37.0,20.9,24.7,324.0,2.5,,,,
2025-03-29 21:00:00+05:30,1.88,5.95,0.0447,62.7,39.5,24.5,24.0,295.0,2.15,,,,
2025-03-29 22:00:00+05:30,1.52,5.05,0.0412,86.0,40.5,33.3,23.8,294.0,2.65,,,,
2025-03-29 23:00:00+05:30,1.47,5.9,0.0406,82.7,42.5,43.2,23.2,291.0,2.55,,,,
2025-03-30 00:00:00+05:30,1.45,9.53,0.0514,64.9,43.7,43.5,22.7,271.0,1.93,,,,
2025-03-30 01:00:00+05:30,1.34,5.9,0.0374,86.3,44.0,39.9,22.6,290.0,2.55,,,,
2025-03-30 02:00:00+05:30,1.31,4.3,0.0355,68.5,44.5,36.5,22.3,258.0,1.9,,,,
2025-03-30 03:00:00+05:30,,6.2,0.0284,73.8,45.8,27.8,21.8,281.0,2.28,,,,
2025-03-30 04:00:00+05:30,1.47,4.98,0.0252,79.0,47.0,34.7,21.4,249.0,2.6,,,,
2025-03-30 05:00:00+05:30,1.52,3.33,0.0259,77.2,47.0,41.6,21.1,279.0,1.78,,,,
2025-03-30 06:00:00+05:30,1.53,5.13,0.0252,95.8,46.5,43.5,21.2,272.0,2.18,,,,
2025-03-30 07:00:00+05:30,1.54,4.6,0.0283,90.9,47.0,48.0,21.0,283.0,2.88,,,,
2025-03-30 08:00:00+05:30,1.59,6.8,0.0324,86.6,44.5,46.8,21.9,261.0,2.8,,,,
2025-03-30 09:00:00+05:30,1.57,6.9,0.0301,104.0,40.8,36.6,23.5,286.0,3.35,,,,
2025-03-30 10:00:00+05:30,1.34,11.9,0.0324,112.0,35.5,26.8,25.6,268.0,5.28,,,,
2025-03-30 11:00:00+05:30,1.35,6.28,0.0243,119.0,32.8,23.2,27.4,264.0,4.23,,,,
2025-03-30 12:00:00+05:30,1.33,4.93,0.0204,131.0,31.0,16.6,28.5,309.0,3.93,,,,
2025-03-30 13:00:00+05:30,1.3,4.5,0.021,141.0,30.5,9.93,28.8,301.0,4.45,,,,
2025-03-30 14:00:00+05:30,1.32,6.4,0.0207,153.0,30.3,17.2,29.3,292.0,4.45,,,,
2025-03-30 15:00:00+05:30,1.26,4.98,0.0203,161.0,30.0,22.5,29.9,304.0,3.58,,,,
2025-03-30 16:00:00+05:30,1.5,3.95,0.022,163.0,30.8,21.3,28.9,321.0,3.73,,,,
2025-03-30 17:00:00+05:30,1.53,4.7,0.0253,158.0,32.0,19.8,28.1,313.0,3.78,,,,
2025-03-30 18:00:00+05:30,1.57,5.0,0.0295,134.0,33.3,20.1,27.7,312.0,3.35,,,,
2025-03-30 19:00:00+05:30,1.75,6.08,0.0446,94.8,34.8,21.0,26.7,318.0,2.43,,,,
2025-03-30 20:00:00+05:30,2.09,11.0,0.0769,29.1,36.7,21.7,25.7,345.0,1.63,,,,
2025-03-30 21:00:00+05:30,2.42,15.6,0.0879,5.75,39.3,23.1,24.8,309.0,1.53,,,,
2025-03-30 22:00:00+05:30,1.64,18.7,0.0894,13.1,41.5,30.9,24.3,303.0,1.23,,,,
2025-03-30 23:00:00+05:30,1.35,11.0,0.0729,28.7,43.7,36.5,23.4,284.0,1.37,,,,
2025-03-31 00:00:00+05:30,1.11,5.77,0.0521,52.6,43.0,38.8,23.5,236.0,1.73,,,,
2025-03-31 01:00:00+05:30,1.04,4.3,0.0449,58.1,45.0,36.2,22.8,268.0,1.8,,,,
2025-03-31 02:00:00+05:30,0.985,5.38,0.0444,28.6,46.3,36.7,22.5,255.0,1.3,,,,
2025-03-31 03:00:00+05:30,,,,49.1,46.3,,22.3,284.0,1.6,,,,
2025-03-31 04:00:00+05:30,1.49,4.45,0.0364,46.9,47.5,33.5,21.9,258.0,0.9,,,,
2025-03-31 05:00:00+05:30,1.62,7.6,0.0488,38.9,49.3,43.5,21.3,253.0,0.65,,,,
2025-03-31 06:00:00+05:30,1.63,6.0,0.0546,30.2,50.0,56.0,21.2,151.0,0.875,,,,
2025-03-31 07:00:00+05:30,1.94,14.3,0.0682,22.4,50.5,108.0,21.1,147.0,1.18,,,,
2025-03-31 08:00:00+05:30,2.07,28.6,0.0869,31.9,47.8,96.7,22.3,155.0,1.48,,,,
2025-03-31 09:00:00+05:30,2.03,19.5,0.0779,67.8,43.3,74.3,24.3,152.0,1.7,,,,
2025-03-31 10:00:00+05:30,1.36,7.23,0.0394,132.0,37.8,44.6,27.0,259.0,1.93,,,,
2025-03-31 11:00:00+05:30,1.31,4.48,0.0318,160.0,36.3,38.9,28.5,263.0,2.35,,,,
2025-03-31 12:00:00+05:30,1.2,5.6,0.0267,169.0,33.3,33.6,30.0,313.0,2.88,,,,
2025-03-31 13:00:00+05:30,0.913,13.6,0.0293,149.0,30.3,22.0,30.4,282.0,3.93,,,,
2025-03-31 14:00:00+05:30,0.92,6.95,0.0234,149.0,29.3,22.9,31.3,317.0,3.55,,,,
2025-03-31 15:00:00+05:30,0.843,4.73,0.0221,147.0,28.3,21.5,31.4,335.0,3.58,,,,
2025-03-31 16:00:00+05:30,1.45,8.05,0.0256,143.0,28.0,19.1,30.4,338.0,3.78,,,,
2025-03-31 17:00:00+05:30,1.46,4.63,0.0265,134.0,28.0,18.0,29.7,330.0,3.5,,,,
2025-03-31 18:00:00+05:30,1.5,5.45,0.0319,111.0,29.3,18.2,29.1,329.0,3.65,,,,
2025-03-31 19:00:00+05:30,1.79,7.0,0.055,65.6,31.8,23.0,28.0,313.0,2.58,,,,
2025-03-31 20:00:00+05:30,2.12,9.83,0.0746,18.2,34.8,26.2,26.8,322.0,2.15,,,,
2025-03-31 21:00:00+05:30,2.15,8.55,0.0677,29.8,36.8,33.1,26.1,323.0,2.28,,,,
2025-03-31 22:00:00+05:30,1.53,5.1,0.0616,47.8,38.8,37.9,25.5,276.0,1.75,,,,
2025-03-31 23:00:00+05:30,1.21,5.58,0.0541,66.6,40.3,35.4,25.0,262.0,1.98,,,,
2025-04-01 00:00:00+05:30,1.11,4.17,0.0525,65.4,41.0,33.3,24.7,260.0,2.07,,,,
2025-04-01 01:00:00+05:30,0.96,3.75,0.0286,106.0,40.0,30.3,24.5,237.0,2.85,,,,
2025-04-01 02:00:00+05:30,0.955,4.73,0.036,63.7,42.3,27.4,23.7,230.0,1.85,,,,
2025-04-01 03:00:00+05:30,,2.1,0.0312,73.1,43.0,21.8,23.3,232.0,1.85,,,,
2025-04-01 04:00:00+05:30,1.48,3.0,0.0354,62.9,44.0,21.3,23.0,240.0,1.65,,,,
2025-04-01 05:00:00+05:30,1.52,3.7,0.0398,50.3,45.3,21.9,22.6,291.0,0.95,,,,
2025-04-01 06:00:00+05:30,1.71,5.35,0.0425,50.1,47.0,46.5,21.8,180.0,0.7,,,,
2025-04-01 07:00:00+05:30,1.75,6.43,0.0474,53.6,46.8,61.5,22.1,257.0,1.0,,,,
2025-04-01 08:00:00+05:30,2.01,15.8,0.0656,51.3,44.3,58.3,23.6,216.0,1.58,,,,
2025-04-01 09:00:00+05:30,1.75,8.08,0.0392,99.9,40.3,46.9,25.0,279.0,1.83,,,,
2025-04-01 10:00:00+05:30,1.48,7.5,0.0396,120.0,37.0,52.4,27.0,282.0,2.53,,,,
2025-04-01 11:00:00+05:30,1.39,7.78,0.0373,135.0,34.0,41.4,29.1,243.0,2.35,,,,
2025-04-01 12:00:00+05:30,1.14,7.63,0.031,124.0,29.5,24.8,30.3,259.0,3.75,,,,
2025-04-01 13:00:00+05:30,1.02,7.58,0.0261,120.0,28.0,18.9,30.4,271.0,4.5,,,,
2025-04-01 14:00:00+05:30,1.02,4.3,0.0228,142.0,28.0,18.5,30.6,273.0,4.65,,,,
2025-04-01 15:00:00+05:30,1.04,5.95,0.0247,150.0,28.0,16.8,30.8,279.0,4.13,,,,
2025-04-01 16:00:00+05:30,1.47,7.48,0.029,148.0,28.8,15.8,30.0,284.0,4.0,,,,
2025-04-01 17:00:00+05:30,1.49,3.2,0.0299,143.0,29.3,16.5,29.5,283.0,3.9,,,,
2025-04-01 18:00:00+05:30,1.53,6.1,0.0388,111.0,31.0,17.0,28.6,259.0,2.5,,,,
2025-04-01 19:00:00+05:30,1.75,6.4,0.0577,65.1,32.0,19.6,28.0,262.0,2.25,,,,
2025-04-01 21:00:00+05:30,2.45,29.7,0.112,,36.0,23.4,26.0,273.0,1.33,,,,
2025-04-01 22:00:00+05:30,1.71,47.3,0.129,7.85,38.5,26.1,25.4,231.0,1.15,,,,
2025-04-01 23:00:00+05:30,1.41,14.6,0.0879,26.1,39.5,32.0,25.2,220.0,1.65,,,,
2025-04-02 00:00:00+05:30,1.1,8.8,0.0686,48.3,40.3,32.1,25.0,227.0,1.7,,,,
2025-04-02 01:00:00+05:30,1.09,10.9,0.0749,21.7,45.0,31.0,23.5,186.0,0.45,,,,
2025-04-02 02:00:00+05:30,1.12,24.4,0.0936,,45.8,30.4,23.1,318.0,0.3,,,,
2025-04-02 03:00:00+05:30,,6.7,0.0591,17.3,45.0,28.9,22.9,236.0,0.633,,,,
2025-04-02 04:00:00+05:30,1.58,11.1,0.0713,4.0,46.8,30.0,22.4,318.0,0.3,,,,
2025-04-02 05:00:00+05:30,1.81,61.1,0.116,,50.0,31.4,22.0,301.0,0.425,,,,
2025-04-02 06:00:00+05:30,1.98,94.5,0.143,8.2,50.5,60.1,22.1,316.0,0.375,,,,
2025-04-02 07:00:00+05:30,2.13,103.0,0.167,9.05,50.0,79.8,22.3,317.0,0.35,,,,
2025-04-02 08:00:00+05:30,2.51,95.4,0.17,14.2,46.0,109.0,23.7,301.0,0.825,,,,
2025-04-02 09:00:00+05:30,2.52,22.4,0.105,58.8,40.3,167.0,25.9,291.0,1.65,,,,
2025-04-02 10:00:00+05:30,0.645,8.43,0.056,133.0,34.5,89.2,28.1,245.0,2.35,,,,
2025-04-02 11:00:00+05:30,0.198,6.93,0.0427,134.0,31.5,53.2,30.0,253.0,2.38,,,,
2025-04-02 12:00:00+05:30,0.07,5.25,0.0294,180.0,30.3,26.6,30.9,281.0,2.78,,,,
2025-04-02 13:00:00+05:30,0.98,5.08,0.0261,169.0,29.0,23.8,31.7,260.0,2.75,,,,
2025-04-02 14:00:00+05:30,1.43,4.95,0.0259,164.0,29.0,20.7,32.1,275.0,2.98,,,,
2025-04-02 15:00:00+05:30,1.44,5.98,0.0257,151.0,29.0,22.3,31.9,277.0,3.48,,,,
