Local Time,CO,NO,NO2,NOX,O3,PM10,RELATIVEHUMIDITY,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,SO2
2025-04-26 10:00:00+05:30,1.74,2.6,66.4,0.0374,,218.0,26.0,46.9,112.0,1.95,,
2025-04-26 11:00:00+05:30,2.18,1.55,29.9,0.0172,,162.0,24.0,40.9,77.5,2.15,,
2025-04-26 12:00:00+05:30,1.89,0.8,25.3,0.0139,,124.0,22.0,33.2,81.0,1.63,,
2025-04-26 13:00:00+05:30,1.89,1.65,17.8,0.0109,98.1,91.0,20.5,34.0,109.0,0.4,,
2025-04-26 14:00:00+05:30,6.36,1.3,12.8,0.00788,92.0,61.0,20.3,34.7,153.0,0.35,,
2025-04-26 15:00:00+05:30,6.37,1.55,13.5,0.00845,97.3,51.0,20.0,35.2,134.0,0.375,,
2025-04-26 16:00:00+05:30,5.95,1.78,13.1,0.00838,89.7,68.0,21.5,35.6,154.0,0.3,,
2025-04-26 17:00:00+05:30,6.2,1.75,16.9,0.0105,75.1,77.0,22.8,35.6,279.0,0.3,,
2025-04-26 18:00:00+05:30,6.45,1.13,15.5,0.00915,50.2,209.0,24.5,47.8,248.0,3.48,,
2025-04-26 19:00:00+05:30,6.51,1.65,21.3,0.0127,34.2,346.0,27.0,44.6,292.0,0.3,,
2025-04-26 20:00:00+05:30,6.63,1.98,19.4,0.0119,27.9,290.0,28.8,42.2,269.0,0.3,,
2025-04-26 21:00:00+05:30,6.78,1.43,26.0,0.015,21.4,218.0,29.3,41.1,326.0,0.3,,
2025-04-26 22:00:00+05:30,7.05,1.28,35.0,0.0196,18.1,203.0,30.0,40.5,173.0,0.3,,
2025-04-26 23:00:00+05:30,7.12,1.55,34.7,0.0198,16.8,215.0,32.8,38.9,253.0,0.3,,
2025-04-27 00:00:00+05:30,7.01,1.77,30.8,0.0178,18.5,226.0,31.3,39.3,128.0,4.17,,
2025-04-28 09:00:00+05:30,3.14,1.7,7.1,0.00515,,234.0,44.5,36.7,72.5,1.2,,
2025-04-28 10:00:00+05:30,1.08,1.1,36.4,0.0202,,233.0,41.5,39.0,69.3,1.0,,
2025-04-28 11:00:00+05:30,0.353,1.4,9.5,0.00623,,226.0,39.3,41.6,71.3,0.833,,
2025-04-28 12:00:00+05:30,0.3,1.23,9.7,0.00615,,216.0,38.5,43.0,137.0,0.95,,
2025-04-28 13:00:00+05:30,2.22,1.3,9.35,0.00603,34.9,202.0,36.5,45.0,226.0,0.8,,
2025-04-28 14:00:00+05:30,,1.73,11.5,0.00753,31.5,190.0,34.5,46.1,220.0,1.13,,
2025-04-28 15:00:00+05:30,2.75,2.43,13.0,0.0089,28.3,170.0,33.0,47.0,246.0,1.05,,
2025-04-28 16:00:00+05:30,2.85,0.65,11.8,0.0068,25.2,169.0,32.5,47.5,228.0,0.925,,
2025-04-28 17:00:00+05:30,3.01,1.45,11.0,0.00698,21.6,158.0,32.8,47.1,257.0,1.15,,
2025-04-28 18:00:00+05:30,3.22,1.95,12.3,0.00815,17.2,133.0,34.3,45.2,230.0,0.875,,
2025-04-28 19:00:00+05:30,3.21,1.45,14.9,0.00908,12.7,138.0,36.5,42.6,266.0,0.775,,
2025-04-28 20:00:00+05:30,,1.63,14.7,0.00918,7.05,157.0,38.0,40.8,262.0,0.6,,
2025-04-28 21:00:00+05:30,,1.97,13.8,0.00893,0.967,157.0,39.0,39.5,258.0,0.7,,
2025-04-28 22:00:00+05:30,,1.03,11.1,0.00673,0.65,148.0,41.5,38.1,262.0,0.45,,
2025-04-28 23:00:00+05:30,0.513,1.23,10.5,0.00655,,146.0,41.8,37.5,117.0,0.625,,
2025-04-29 00:00:00+05:30,,1.37,11.4,0.00713,,151.0,45.0,35.7,67.7,0.833,,
