Local Time,NO,NOX,O3,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,PM10,NO2,CO,NH3
2025-07-04 04:00:00+05:30,9.2,0.0194,15.6,73.8,5.48,31.2,105.0,2.08,,,,,
2025-07-04 05:00:00+05:30,8.63,0.0188,14.8,74.5,4.93,31.0,140.0,2.55,,,,,
2025-07-04 06:00:00+05:30,10.7,0.0196,13.1,77.0,4.9,30.7,142.0,2.25,,,,,
2025-07-04 07:00:00+05:30,12.3,0.0209,11.0,78.0,5.0,30.5,139.0,1.9,,,,,
2025-07-04 08:00:00+05:30,13.3,0.0235,12.3,76.3,4.43,30.9,138.0,1.55,,,,,
2025-07-04 09:00:00+05:30,12.8,0.0221,18.3,69.5,4.78,32.5,141.0,1.15,,,,,
2025-07-04 10:00:00+05:30,9.6,0.0201,41.4,58.0,5.05,35.3,140.0,1.28,,,,,
2025-07-04 11:00:00+05:30,4.95,0.0165,66.6,55.0,5.33,36.2,97.3,1.25,,,,,
2025-07-04 12:00:00+05:30,3.75,0.0142,80.0,56.0,4.8,35.6,105.0,1.48,,,,,
2025-07-04 13:00:00+05:30,4.1,0.0152,81.9,64.0,5.88,33.6,133.0,1.93,,,,,
2025-07-04 14:00:00+05:30,4.15,0.0182,55.5,81.8,5.75,30.2,106.0,1.15,,,,,
2025-07-04 15:00:00+05:30,4.67,0.0175,43.3,75.0,5.23,31.5,110.0,1.53,,,,,
2025-07-04 16:00:00+05:30,4.18,0.0167,50.9,69.0,5.7,32.7,118.0,1.58,,,,,
2025-07-04 17:00:00+05:30,5.38,0.0223,49.9,69.8,5.6,32.7,120.0,1.65,,,,,
2025-07-04 18:00:00+05:30,5.18,0.0247,47.5,73.3,6.05,32.0,112.0,0.7,,,,,
2025-07-04 19:00:00+05:30,4.35,0.017,40.4,76.3,5.38,31.1,108.0,0.775,,,,,
2025-07-04 20:00:00+05:30,6.63,0.022,32.1,77.5,5.55,30.6,91.0,0.625,,,,,
2025-07-04 21:00:00+05:30,9.73,0.0292,18.1,76.7,7.07,30.9,91.0,0.567,,,,,
2025-07-05 03:00:00+05:30,11.9,0.0298,9.1,77.0,6.1,30.6,109.0,0.433,,,,,
2025-07-05 04:00:00+05:30,22.5,0.039,6.63,79.0,6.13,30.3,109.0,0.3,,,,,
2025-07-05 05:00:00+05:30,22.2,0.0385,5.6,82.3,6.3,30.0,109.0,0.325,,,,,
2025-07-05 06:00:00+05:30,26.1,0.0404,6.78,84.0,6.13,29.9,109.0,0.3,,,,,
2025-07-05 07:00:00+05:30,24.5,0.0372,9.83,81.7,5.8,30.5,109.0,0.4,,,,,
2025-07-05 08:00:00+05:30,19.2,0.0315,11.0,78.5,5.63,31.1,111.0,0.825,,,,,
2025-07-05 09:00:00+05:30,15.5,0.0295,15.3,72.0,5.63,32.4,106.0,0.65,,,,,
2025-07-05 10:00:00+05:30,11.3,0.0295,29.9,67.8,5.5,33.4,119.0,0.85,,,,,
2025-07-05 11:00:00+05:30,10.4,0.0295,46.5,62.8,6.4,34.5,119.0,1.15,,,,,
2025-07-05 12:00:00+05:30,10.5,0.0327,47.7,60.0,7.88,35.1,125.0,0.95,,,,,
2025-07-05 13:00:00+05:30,10.9,0.0353,43.6,67.0,8.2,33.2,135.0,0.8,,,,,
2025-07-05 16:00:00+05:30,0.0,0.0,,,,,,,,,,,
2025-07-05 17:00:00+05:30,0.25,0.0068,77.4,52.0,10.8,36.6,118.0,0.825,,,,,
2025-07-05 18:00:00+05:30,4.7,0.0173,75.4,54.0,9.35,36.0,123.0,0.775,,,,,
2025-07-05 19:00:00+05:30,3.55,0.0195,65.5,60.3,9.2,34.4,120.0,1.15,,,,,
2025-07-05 20:00:00+05:30,4.6,0.0236,54.2,64.5,10.2,33.3,124.0,0.325,,,,,
2025-07-05 21:00:00+05:30,7.28,0.0294,38.5,66.3,12.4,33.1,124.0,0.45,,,,,
2025-07-05 22:00:00+05:30,7.08,0.0196,35.1,80.0,10.7,31.4,94.3,1.23,,,,,
2025-07-05 23:00:00+05:30,7.7,0.0249,27.5,87.0,9.28,30.4,79.3,0.475,,,,,
2025-07-06 00:00:00+05:30,7.9,0.0171,26.2,86.7,8.7,30.5,87.3,1.1,,,,,
2025-07-06 01:00:00+05:30,12.8,0.0309,10.7,86.0,6.85,30.3,92.0,0.35,,,,,
2025-07-06 02:00:00+05:30,14.5,0.0289,,85.5,7.48,30.3,92.0,0.3,,,,,
2025-07-06 03:00:00+05:30,11.3,0.0227,9.3,86.0,7.9,30.2,92.0,0.325,,,,,
2025-07-06 04:00:00+05:30,16.9,0.03,6.35,85.0,8.28,30.2,92.0,0.375,,,,,
2025-07-06 05:00:00+05:30,16.6,0.0288,7.0,83.3,6.83,30.2,92.0,0.367,,,,,
2025-07-06 06:00:00+05:30,11.8,0.0232,9.65,81.0,6.6,30.1,92.0,0.475,,,,,
2025-07-06 07:00:00+05:30,10.9,0.0214,13.1,79.3,6.7,30.2,92.0,0.4,,,,,
2025-07-06 08:00:00+05:30,10.3,0.0201,13.8,75.0,7.05,30.9,92.0,0.375,,,,,
2025-07-06 09:00:00+05:30,9.73,0.0173,22.0,70.3,7.15,32.0,88.3,1.0,,,,,
2025-07-06 10:00:00+05:30,7.28,0.0163,28.8,65.0,6.93,33.3,83.0,1.28,,,,,
2025-07-06 11:00:00+05:30,7.23,0.0153,32.5,63.0,7.0,33.9,78.5,1.78,,,,,
2025-07-06 12:00:00+05:30,7.63,0.016,34.8,64.3,7.23,33.8,95.8,1.0,,,,,
2025-07-06 13:00:00+05:30,5.38,0.0143,51.4,61.0,7.58,34.7,95.3,1.2,,,,,
2025-07-06 14:00:00+05:30,4.03,0.0115,55.9,57.8,7.9,35.5,100.0,1.08,,,,,
2025-07-06 15:00:00+05:30,5.93,0.0158,46.3,73.8,7.65,32.3,83.3,0.875,,,,,
2025-07-06 16:00:00+05:30,6.18,0.0162,35.8,76.8,8.55,31.9,113.0,0.3,,,,,
2025-07-06 17:00:00+05:30,7.23,0.0184,39.5,69.3,8.55,33.0,118.0,0.525,,,,,
2025-07-06 18:00:00+05:30,4.48,0.0175,59.9,67.8,8.65,33.4,116.0,0.775,,,,,
2025-07-06 19:00:00+05:30,4.65,0.0201,58.0,70.5,8.88,32.8,124.0,0.775,,,,,
2025-07-06 20:00:00+05:30,5.2,0.0214,53.8,71.8,8.8,32.3,124.0,0.5,,,,,
2025-07-06 21:00:00+05:30,6.9,0.0271,38.8,73.0,9.0,32.2,125.0,0.325,,,,,
2025-07-06 22:00:00+05:30,6.7,0.03,35.2,73.5,9.3,32.2,124.0,0.6,,,,,
2025-07-06 23:00:00+05:30,8.68,0.0301,29.5,74.3,9.38,32.1,121.0,1.58,,,,,
2025-07-07 00:00:00+05:30,7.37,0.031,24.2,76.0,9.37,31.9,113.0,0.6,,,,,
2025-07-07 01:00:00+05:30,4.1,0.0139,44.8,88.5,6.05,28.6,90.5,3.35,,,,,
2025-07-07 02:00:00+05:30,9.28,0.0215,,89.5,6.23,28.6,91.5,1.55,,,,,
2025-07-07 03:00:00+05:30,26.1,0.0377,26.7,90.0,,28.1,89.0,2.0,,,,,
2025-07-07 04:00:00+05:30,4.93,0.0133,38.4,89.5,8.35,28.1,90.5,1.2,,,,,
2025-07-07 05:00:00+05:30,6.53,0.017,39.7,87.7,7.97,28.1,104.0,1.03,,,,,
2025-07-07 06:00:00+05:30,6.85,0.0188,33.9,86.8,7.68,28.2,121.0,1.2,,,,,
2025-07-07 07:00:00+05:30,7.35,0.018,32.8,85.5,8.25,28.6,116.0,3.08,,,,,
2025-07-07 08:00:00+05:30,5.75,0.0157,41.6,88.5,8.23,28.0,91.8,1.68,,,,,
2025-07-07 09:00:00+05:30,5.8,0.015,48.8,88.8,8.55,28.1,69.3,1.4,,,,,
2025-07-07 10:00:00+05:30,6.98,0.0188,34.1,85.8,9.58,28.9,105.0,0.65,,,,,
2025-07-07 11:00:00+05:30,5.23,0.0171,42.5,79.0,8.88,29.7,95.0,1.6,,,,,
2025-07-07 12:00:00+05:30,5.0,0.017,52.4,73.8,8.83,30.5,133.0,1.95,,,,,
2025-07-07 13:00:00+05:30,4.8,0.0135,68.7,58.8,9.33,33.8,110.0,1.28,,,,,
2025-07-07 14:00:00+05:30,3.8,0.0124,69.0,53.0,9.25,35.2,98.0,1.95,,,,,
2025-07-07 15:00:00+05:30,3.93,0.0125,65.3,54.0,8.65,35.1,89.8,2.5,,,,,
2025-07-07 16:00:00+05:30,3.35,0.0131,84.9,56.3,9.33,34.9,100.0,1.5,,,,,
2025-07-07 17:00:00+05:30,3.53,0.0135,93.4,56.8,9.43,34.8,97.8,1.25,,,,,
2025-07-07 18:00:00+05:30,3.28,0.0128,86.7,60.5,9.58,33.5,78.3,1.83,,,,,
2025-07-07 19:00:00+05:30,3.95,0.0141,79.2,62.5,9.05,32.3,83.0,1.7,,,,,
2025-07-07 20:00:00+05:30,4.78,0.0166,67.1,67.0,9.7,31.3,92.8,0.85,,,,,
2025-07-07 21:00:00+05:30,7.58,0.0272,40.2,71.3,10.9,30.7,93.8,0.325,,,,,
2025-07-07 22:00:00+05:30,7.9,0.0306,28.8,74.0,10.4,30.5,94.0,0.3,,,,,
2025-07-07 23:00:00+05:30,8.55,0.0297,26.9,75.5,10.3,30.3,94.0,0.3,,,,,
2025-07-08 00:00:00+05:30,11.2,0.0339,16.6,76.3,10.6,30.2,94.0,0.3,,,,,
2025-07-08 01:00:00+05:30,11.7,0.0302,17.3,76.0,7.0,30.2,94.0,0.35,,,,,
2025-07-08 02:00:00+05:30,15.3,0.0353,,78.3,6.98,29.9,94.0,0.3,,,,,
2025-07-08 03:00:00+05:30,28.8,0.047,6.4,80.0,7.5,29.7,94.0,0.3,,,,,
2025-07-08 04:00:00+05:30,44.9,0.0583,6.6,81.3,8.2,29.7,94.0,0.3,,,,,
2025-07-08 05:00:00+05:30,65.1,0.0747,7.23,81.3,9.08,29.7,94.0,0.3,,,,,
2025-07-08 06:00:00+05:30,64.7,0.072,7.65,82.8,9.08,29.6,94.0,0.3,,,,,
2025-07-08 07:00:00+05:30,32.9,0.047,10.2,79.8,8.35,30.2,94.0,0.325,,,,,
2025-07-08 08:00:00+05:30,15.8,0.03,17.8,75.5,7.58,31.0,100.0,0.8,,,,,
2025-07-08 09:00:00+05:30,10.9,0.0213,25.6,70.8,6.93,32.4,109.0,1.08,,,,,
2025-07-08 10:00:00+05:30,7.08,0.0169,40.8,62.3,6.08,34.6,75.0,1.65,,,,,
2025-07-08 11:00:00+05:30,4.3,0.0145,47.4,59.0,5.97,35.1,80.3,2.6,,,,,
2025-07-08 12:00:00+05:30,5.3,0.0138,51.8,56.7,7.0,35.4,86.0,3.2,,,,,
2025-07-08 13:00:00+05:30,3.38,0.012,55.6,56.0,7.78,35.9,88.3,2.78,,,,,
2025-07-08 14:00:00+05:30,3.35,0.0137,65.4,54.3,7.8,36.2,91.8,2.85,,,,,
2025-07-08 15:00:00+05:30,4.27,0.014,63.6,52.7,9.03,36.6,93.7,2.73,,,,,
2025-07-08 16:00:00+05:30,4.1,0.0139,63.2,52.5,7.9,36.6,85.3,2.5,,,,,
2025-07-08 17:00:00+05:30,2.55,0.0146,58.8,57.0,8.05,35.6,89.5,1.9,,,,,
2025-07-08 18:00:00+05:30,3.93,0.0144,58.6,57.8,7.68,35.1,87.3,1.95,,,,,
2025-07-08 19:00:00+05:30,3.0,0.0132,56.7,62.0,7.68,33.9,78.3,1.53,,,,,
2025-07-08 20:00:00+05:30,3.4,0.0153,46.8,66.5,7.0,33.0,65.8,0.55,,,,,
2025-07-08 21:00:00+05:30,4.1,0.0164,37.8,69.5,7.38,32.5,72.0,0.3,,,,,
2025-07-08 22:00:00+05:30,7.03,0.029,16.5,70.5,8.68,32.3,72.0,0.325,,,,,
2025-07-08 23:00:00+05:30,10.9,0.032,14.1,69.8,8.6,32.4,72.0,0.35,,,,,
2025-07-09 00:00:00+05:30,35.4,0.0522,10.0,70.7,8.67,32.1,76.3,1.57,,,,,
2025-07-09 01:00:00+05:30,4.1,0.0139,43.9,76.5,6.45,29.1,114.0,1.5,,,,,
2025-07-09 02:00:00+05:30,3.4,0.0138,,76.8,5.88,28.9,100.0,1.28,,,,,
2025-07-09 03:00:00+05:30,7.9,0.0218,31.6,77.8,6.4,29.1,100.0,0.9,,,,,
2025-07-09 04:00:00+05:30,3.7,0.0159,30.1,79.3,6.98,29.0,92.0,0.825,,,,,
2025-07-09 05:00:00+05:30,2.38,0.0114,35.3,79.0,6.15,29.0,98.8,0.7,,,,,
2025-07-09 06:00:00+05:30,4.18,0.0167,25.7,79.8,5.95,29.0,114.0,0.625,,,,,
2025-07-09 07:00:00+05:30,4.78,0.0149,24.5,80.0,6.13,29.3,103.0,0.925,,,,,
2025-07-09 08:00:00+05:30,2.95,0.0118,29.8,80.0,5.75,29.5,83.5,1.5,,,,,
2025-07-09 09:00:00+05:30,4.7,0.0125,35.7,78.5,5.75,29.8,92.0,0.425,,,,,
2025-07-09 10:00:00+05:30,4.7,0.0142,36.3,73.0,4.6,30.9,92.0,0.6,,,,,
2025-07-09 11:00:00+05:30,4.75,0.0131,45.7,67.5,4.88,32.4,93.5,1.33,,,,,
2025-07-09 12:00:00+05:30,5.3,0.0156,46.2,61.3,5.68,34.3,93.8,1.43,,,,,
2025-07-09 13:00:00+05:30,9.0,0.0243,30.2,57.0,7.53,35.7,100.0,1.6,,,,,
2025-07-09 14:00:00+05:30,2.18,0.0159,36.7,57.0,6.93,35.1,91.0,1.6,,,,,
2025-07-09 15:00:00+05:30,4.35,0.0163,40.0,53.5,7.08,36.4,96.0,1.3,,,,,
2025-07-09 16:00:00+05:30,5.7,0.0161,38.1,,7.2,,,,,,,,
2025-07-09 17:00:00+05:30,3.4,0.00623,41.5,55.5,9.3,34.8,122.0,1.45,,,,,
2025-07-09 18:00:00+05:30,4.18,0.0122,42.6,60.0,8.98,33.3,125.0,0.95,,,,,
2025-07-09 19:00:00+05:30,3.2,0.0142,43.7,63.5,8.8,32.3,124.0,0.925,,,,,
2025-07-09 20:00:00+05:30,2.73,0.00753,44.9,84.0,8.45,28.8,98.3,3.65,,,,,
2025-07-09 21:00:00+05:30,2.35,0.0066,43.2,89.8,8.88,27.8,118.0,1.48,,,,,
2025-07-09 22:00:00+05:30,3.3,0.0109,37.4,90.0,9.0,27.7,117.0,1.6,,,,,
2025-07-09 23:00:00+05:30,4.03,0.0121,33.4,90.3,8.75,27.6,107.0,1.78,,,,,
2025-07-10 00:00:00+05:30,3.9,0.0134,36.0,90.0,8.53,27.4,111.0,0.733,,,,,
2025-07-10 01:00:00+05:30,5.65,0.019,20.3,89.0,7.05,27.9,123.0,0.75,,,,,
2025-07-10 02:00:00+05:30,3.5,0.0163,27.4,89.0,6.75,27.9,123.0,0.75,,,,,
2025-07-10 03:00:00+05:30,2.5,0.0111,17.6,89.0,6.5,27.9,120.0,1.6,,,,,
2025-07-10 04:00:00+05:30,5.33,0.0144,16.5,89.0,6.63,27.9,113.0,1.35,,,,,
2025-07-10 05:00:00+05:30,4.75,0.0154,14.9,88.3,6.45,27.9,115.0,1.2,,,,,
2025-07-10 06:00:00+05:30,4.25,0.0137,19.0,89.0,6.7,27.8,123.0,1.03,,,,,
2025-07-10 07:00:00+05:30,5.4,0.015,19.3,89.8,6.83,27.6,111.0,1.25,,,,,
2025-07-10 08:00:00+05:30,3.78,0.0137,23.3,91.8,7.05,27.5,133.0,1.68,,,,,
2025-07-10 09:00:00+05:30,4.3,0.0128,26.8,89.8,7.05,28.1,116.0,1.33,,,,,
2025-07-10 10:00:00+05:30,6.18,0.0188,24.4,87.8,6.9,28.4,119.0,1.55,,,,,
2025-07-10 11:00:00+05:30,7.25,0.0187,29.7,83.5,7.3,29.1,111.0,2.08,,,,,
2025-07-10 12:00:00+05:30,3.7,0.0121,40.8,73.5,7.33,30.7,118.0,1.93,,,,,
2025-07-10 13:00:00+05:30,3.73,0.0116,48.4,70.5,7.05,31.3,115.0,1.65,,,,,
2025-07-10 14:00:00+05:30,4.08,0.0135,41.2,74.0,7.0,30.5,125.0,2.15,,,,,
2025-07-10 15:00:00+05:30,3.05,0.0119,58.6,65.5,7.78,32.0,116.0,1.58,,,,,
2025-07-10 16:00:00+05:30,3.33,0.0114,68.0,64.3,7.75,32.3,114.0,0.975,,,,,
2025-07-10 17:00:00+05:30,2.7,0.0114,70.6,68.5,7.65,31.3,121.0,0.875,,,,,
2025-07-10 18:00:00+05:30,2.6,0.0125,63.7,72.0,7.98,30.9,116.0,0.875,,,,,
2025-07-10 19:00:00+05:30,3.03,0.0137,59.5,75.5,7.4,30.6,106.0,0.675,,,,,
2025-07-10 20:00:00+05:30,3.05,0.0122,45.2,80.0,7.0,29.9,110.0,0.4,,,,,
2025-07-10 21:00:00+05:30,2.83,0.0126,33.0,82.5,6.7,29.4,110.0,0.325,,,,,
2025-07-10 22:00:00+05:30,2.9,0.0158,19.7,84.0,6.95,29.2,110.0,0.3,,,,,
2025-07-10 23:00:00+05:30,5.7,0.0179,14.7,85.3,7.6,29.1,110.0,0.375,,,,,
2025-07-11 00:00:00+05:30,5.9,0.0189,10.7,86.7,8.13,28.9,110.0,0.3,,,,,
2025-07-11 01:00:00+05:30,15.5,0.0318,5.9,86.0,6.75,29.0,110.0,0.3,,,,,
2025-07-11 02:00:00+05:30,13.4,0.0267,,86.5,7.03,29.0,109.0,0.3,,,,,
2025-07-11 03:00:00+05:30,12.8,0.0272,5.9,84.8,6.3,29.0,109.0,0.3,,,,,
2025-07-11 04:00:00+05:30,21.5,0.034,6.4,84.8,6.33,29.0,110.0,0.3,,,,,
2025-07-11 05:00:00+05:30,33.3,0.0435,6.2,86.0,6.08,28.9,110.0,0.35,,,,,
2025-07-11 06:00:00+05:30,26.3,0.037,5.4,86.0,5.98,29.0,109.0,0.375,,,,,
2025-07-11 07:00:00+05:30,22.3,0.0325,7.1,85.0,5.63,29.3,109.0,0.45,,,,,
2025-07-11 08:00:00+05:30,16.5,0.0294,24.3,76.3,6.93,30.9,109.0,0.575,,,,,
2025-07-11 09:00:00+05:30,6.93,0.0159,22.2,66.3,6.8,32.8,110.0,0.775,,,,,
2025-07-11 10:00:00+05:30,4.0,0.0134,37.2,66.0,5.78,32.7,107.0,0.9,,,,,
2025-07-11 11:00:00+05:30,3.45,0.00913,39.4,60.5,5.05,34.0,96.8,1.4,,,,,
2025-07-11 12:00:00+05:30,2.3,0.00965,30.7,65.0,5.15,33.0,99.8,1.68,,,,,
2025-07-11 13:00:00+05:30,9.68,0.013,32.4,79.5,5.35,30.5,115.0,1.43,,,,,
2025-07-11 14:00:00+05:30,3.48,0.0112,31.7,67.3,5.9,32.9,105.0,1.0,,,,,
2025-07-11 15:00:00+05:30,2.63,0.00808,39.7,59.8,5.5,34.5,101.0,1.48,,,,,
2025-07-11 16:00:00+05:30,2.98,0.00845,50.1,57.8,4.6,34.5,115.0,1.15,,,,,
2025-07-11 17:00:00+05:30,3.5,0.0083,62.3,57.5,4.4,34.1,113.0,1.0,,,,,
2025-07-11 18:00:00+05:30,2.35,0.00935,57.8,60.5,5.1,33.2,108.0,0.975,,,,,
2025-07-11 19:00:00+05:30,2.7,0.0122,47.8,65.8,4.78,31.9,103.0,0.625,,,,,
2025-07-11 20:00:00+05:30,4.03,0.0143,38.0,72.8,4.93,30.9,102.0,0.525,,,,,
2025-07-11 21:00:00+05:30,4.5,0.0162,25.5,78.3,5.3,30.3,101.0,0.525,,,,,
2025-07-11 22:00:00+05:30,3.95,0.0159,22.8,78.8,5.03,30.2,112.0,0.4,,,,,
2025-07-11 23:00:00+05:30,5.25,0.02,12.5,80.3,4.78,30.0,112.0,0.3,,,,,
2025-07-12 00:00:00+05:30,6.07,0.0222,8.07,81.0,4.53,30.1,112.0,0.367,,,,,
2025-07-12 01:00:00+05:30,6.2,0.0175,7.6,82.0,6.9,29.9,92.0,0.35,,,,,
2025-07-12 02:00:00+05:30,7.53,0.0186,,82.3,7.3,29.8,92.3,0.475,,,,,
2025-07-12 03:00:00+05:30,3.5,0.0104,9.23,83.8,7.8,29.5,92.0,0.325,,,,,
2025-07-12 04:00:00+05:30,4.18,0.0116,10.8,83.8,7.38,29.3,92.0,0.325,,,,,
2025-07-12 05:00:00+05:30,5.23,0.0136,8.67,86.0,7.23,29.2,92.0,0.333,,,,,
2025-07-12 06:00:00+05:30,6.68,0.0156,8.3,86.5,7.63,29.2,92.0,0.3,,,,,
2025-07-12 07:00:00+05:30,14.0,0.0224,5.48,85.5,6.9,29.6,92.0,0.325,,,,,
2025-07-12 08:00:00+05:30,9.63,0.0155,11.0,77.5,6.18,30.4,87.5,0.9,,,,,
2025-07-12 09:00:00+05:30,3.8,0.00863,21.1,65.3,6.4,32.9,74.3,1.2,,,,,
2025-07-12 10:00:00+05:30,4.45,0.00975,25.4,65.5,6.88,33.1,92.3,1.25,,,,,
2025-07-12 11:00:00+05:30,3.7,0.00945,36.0,68.8,7.03,32.3,86.3,1.38,,,,,
2025-07-12 12:00:00+05:30,3.27,0.00918,48.7,61.5,7.23,34.1,94.5,1.3,,,,,
2025-07-12 13:00:00+05:30,2.95,0.00975,63.0,54.3,6.95,36.0,110.0,1.33,,,,,
2025-07-12 14:00:00+05:30,3.03,0.0102,64.1,54.5,6.63,35.9,96.5,1.78,,,,,
2025-07-12 15:00:00+05:30,2.25,0.00948,65.3,55.3,6.83,35.6,92.8,2.03,,,,,
2025-07-12 16:00:00+05:30,2.4,0.00858,60.8,55.8,6.53,35.5,91.8,1.88,,,,,
2025-07-12 17:00:00+05:30,3.4,0.0104,53.4,71.3,6.9,32.0,124.0,1.03,,,,,
2025-07-12 18:00:00+05:30,1.45,0.0114,47.2,72.8,7.6,31.1,121.0,1.48,,,,,
2025-07-12 19:00:00+05:30,3.8,0.0175,33.4,71.3,7.85,31.0,119.0,1.83,,,,,
2025-07-12 20:00:00+05:30,4.6,0.0174,30.9,74.0,8.5,30.4,117.0,1.88,,,,,
2025-07-12 21:00:00+05:30,3.68,0.012,35.9,76.3,8.13,29.8,120.0,2.35,,,,,
2025-07-12 22:00:00+05:30,3.65,0.0151,26.5,75.5,7.7,29.7,123.0,1.0,,,,,
2025-07-12 23:00:00+05:30,5.38,0.0196,16.4,76.5,7.48,29.9,117.0,1.15,,,,,
2025-07-13 00:00:00+05:30,9.53,0.0226,5.23,77.7,8.1,29.9,124.0,0.6,,,,,
2025-07-13 01:00:00+05:30,10.8,0.022,3.15,78.0,6.3,29.9,124.0,0.45,,,,,
2025-07-13 02:00:00+05:30,12.4,0.0223,,79.8,6.35,29.8,124.0,0.425,,,,,
2025-07-13 03:00:00+05:30,6.7,0.0133,2.45,81.5,6.4,29.6,124.0,0.375,,,,,
2025-07-13 04:00:00+05:30,14.1,0.0232,8.85,84.0,6.57,29.4,124.0,0.4,,,,,
2025-07-13 05:00:00+05:30,13.1,0.0202,6.28,86.5,7.1,29.1,115.0,0.9,,,,,
2025-07-13 06:00:00+05:30,13.5,0.0213,5.23,86.5,6.85,29.0,104.0,0.5,,,,,
2025-07-13 07:00:00+05:30,20.2,0.0281,7.4,84.0,6.8,29.2,104.0,0.9,,,,,
2025-07-13 08:00:00+05:30,12.5,0.0192,5.73,78.0,6.45,30.3,105.0,0.75,,,,,
2025-07-13 09:00:00+05:30,11.3,0.0199,4.88,69.8,6.23,32.0,116.0,1.18,,,,,
2025-07-13 10:00:00+05:30,5.5,0.0126,3.58,62.8,6.73,33.2,118.0,1.7,,,,,
2025-07-13 11:00:00+05:30,3.18,0.0086,22.4,69.3,5.73,32.0,124.0,1.88,,,,,
2025-07-13 12:00:00+05:30,4.0,0.00935,29.0,75.8,5.23,30.6,116.0,1.43,,,,,
2025-07-13 13:00:00+05:30,3.35,0.00835,35.8,66.0,5.45,32.8,100.0,0.625,,,,,
2025-07-13 14:00:00+05:30,4.2,0.0128,44.2,65.0,5.93,33.0,105.0,0.85,,,,,
2025-07-13 15:00:00+05:30,4.2,0.0128,74.0,63.0,5.95,33.5,106.0,1.18,,,,,
2025-07-13 16:00:00+05:30,3.03,0.0133,99.7,59.3,6.05,34.5,76.8,0.95,,,,,
2025-07-13 17:00:00+05:30,2.05,0.0105,90.9,59.0,5.8,34.2,122.0,1.55,,,,,
2025-07-13 18:00:00+05:30,2.75,0.00935,64.3,61.0,5.73,33.6,121.0,0.825,,,,,
2025-07-13 19:00:00+05:30,2.5,0.0075,47.2,64.0,5.93,32.8,123.0,0.55,,,,,
2025-07-13 20:00:00+05:30,2.8,0.00833,39.3,67.7,5.57,31.3,118.0,2.1,,,,,
2025-07-13 21:00:00+05:30,3.15,0.0104,30.2,74.5,5.08,29.1,115.0,1.1,,,,,
2025-07-13 22:00:00+05:30,4.08,0.0141,15.8,78.0,4.9,29.0,114.0,0.45,,,,,
2025-07-13 23:00:00+05:30,4.6,0.0157,13.4,77.8,6.35,29.2,115.0,0.6,,,,,
2025-07-14 00:00:00+05:30,4.37,0.0145,13.6,77.0,6.4,29.4,120.0,0.367,,,,,
2025-07-14 01:00:00+05:30,4.75,0.0154,8.95,80.5,5.7,29.1,120.0,0.3,,,,,
2025-07-14 02:00:00+05:30,5.28,0.0142,9.3,81.8,5.73,29.1,120.0,0.3,,,,,
2025-07-14 03:00:00+05:30,1.4,0.0065,16.4,78.5,6.4,29.8,118.0,1.75,,,,,
2025-07-14 04:00:00+05:30,2.85,0.0067,24.5,74.5,5.95,29.6,114.0,1.48,,,,,
2025-07-14 05:00:00+05:30,3.78,0.009,22.4,76.3,5.35,29.3,110.0,1.08,,,,,
2025-07-14 06:00:00+05:30,3.58,0.0102,18.8,77.5,5.7,29.2,123.0,1.25,,,,,
2025-07-14 07:00:00+05:30,6.33,0.0157,12.6,78.0,6.1,29.4,118.0,2.25,,,,,
2025-07-14 08:00:00+05:30,7.5,0.0182,15.8,77.8,6.65,29.9,122.0,2.78,,,,,
2025-07-14 09:00:00+05:30,5.88,0.0156,17.0,83.0,6.43,29.3,123.0,3.2,,,,,
2025-07-14 10:00:00+05:30,6.68,0.0153,21.4,75.5,6.18,30.5,125.0,3.65,,,,,
2025-07-14 11:00:00+05:30,4.18,0.0118,31.8,71.0,6.15,31.1,119.0,4.5,,,,,
2025-07-14 12:00:00+05:30,9.15,0.0154,35.5,69.8,95.3,31.4,121.0,4.55,,,,,
2025-07-14 13:00:00+05:30,3.6,0.0104,42.5,65.3,6.45,32.3,116.0,4.6,,,,,
2025-07-14 14:00:00+05:30,4.17,0.0112,48.0,65.0,6.1,32.4,121.0,4.0,,,,,
2025-07-14 15:00:00+05:30,3.0,0.0108,49.7,62.8,6.28,33.0,119.0,4.2,,,,,
2025-07-14 16:00:00+05:30,4.08,0.0112,48.5,59.3,6.4,33.6,116.0,4.85,,,,,
2025-07-14 17:00:00+05:30,2.95,0.0101,46.3,61.8,6.83,32.9,124.0,4.0,,,,,
2025-07-14 18:00:00+05:30,3.4,0.0108,51.0,63.3,6.95,32.5,123.0,4.15,,,,,
2025-07-14 19:00:00+05:30,3.23,0.0125,40.6,68.8,6.95,31.3,121.0,3.68,,,,,
2025-07-14 20:00:00+05:30,2.28,0.0111,32.8,87.3,6.5,28.4,124.0,2.55,,,,,
2025-07-14 21:00:00+05:30,3.9,0.016,21.2,84.8,6.33,28.9,119.0,2.8,,,,,
2025-07-14 22:00:00+05:30,6.25,0.0184,10.6,83.5,6.1,29.0,119.0,2.83,,,,,
2025-07-14 23:00:00+05:30,6.23,0.0163,5.15,81.5,6.08,29.1,120.0,2.98,,,,,
2025-07-15 00:00:00+05:30,5.5,0.0138,2.9,82.0,6.07,29.1,124.0,3.7,,,,,
