Local Time,CO,NO,NOX,O3,PM10,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,NO2,NH3
2025-03-18 15:00:00+05:30,0.71,1.73,0.0233,143.0,49.3,36.8,14.3,27.8,224.0,1.35,,,
2025-03-18 16:00:00+05:30,0.72,1.55,0.0231,145.0,40.8,38.3,14.0,26.9,233.0,1.08,,,
2025-03-18 17:00:00+05:30,0.733,2.05,0.0235,144.0,39.0,40.0,12.7,26.4,230.0,1.0,,,
2025-03-18 18:00:00+05:30,0.748,1.53,0.0244,134.0,38.8,46.0,12.3,25.4,300.0,0.8,,,
2025-03-18 19:00:00+05:30,0.773,0.65,0.0287,97.9,51.8,52.8,10.8,23.4,333.0,0.525,,,
2025-03-18 20:00:00+05:30,0.848,3.3,0.0357,60.2,76.5,62.0,13.6,21.2,332.0,0.5,,,
2025-03-18 21:00:00+05:30,0.973,3.53,0.0419,46.5,141.0,67.0,20.3,19.9,266.0,0.3,,,
2025-03-18 22:00:00+05:30,1.17,4.48,0.0478,25.9,253.0,70.0,28.7,19.2,222.0,0.425,,,
2025-03-18 23:00:00+05:30,1.19,4.5,0.0478,15.9,361.0,73.8,21.9,18.8,276.0,0.95,,,
2025-03-19 00:00:00+05:30,1.21,5.17,0.0507,6.1,260.0,74.7,20.9,19.0,329.0,0.467,,,
2025-03-19 01:00:00+05:30,1.04,16.7,0.0598,0.8,273.0,78.5,25.8,18.1,291.0,0.3,,,
2025-03-19 02:00:00+05:30,0.995,20.2,0.0643,0.1,209.0,79.0,19.5,18.2,273.0,0.35,,,
2025-03-19 03:00:00+05:30,1.32,33.0,0.0675,1.0,148.0,83.3,17.7,17.4,268.0,0.3,,,
2025-03-19 04:00:00+05:30,1.06,29.8,0.0674,0.3,138.0,85.5,15.6,17.1,264.0,0.375,,,
2025-03-19 05:00:00+05:30,0.955,30.6,0.0641,0.3,153.0,87.8,13.9,16.8,243.0,0.35,,,
2025-03-19 06:00:00+05:30,0.9,24.5,0.0603,,130.0,91.0,14.0,16.4,271.0,0.45,,,
2025-03-19 07:00:00+05:30,0.865,19.8,0.0576,0.25,98.5,87.0,15.1,16.6,306.0,0.375,,,
2025-03-19 08:00:00+05:30,1.11,17.3,0.0563,7.63,109.0,83.3,12.1,17.5,321.0,0.7,,,
2025-03-19 09:00:00+05:30,1.17,8.23,0.0487,49.5,136.0,72.5,16.2,20.3,321.0,0.825,,,
2025-03-19 10:00:00+05:30,1.03,3.68,0.0382,106.0,155.0,60.8,18.3,23.2,313.0,0.7,,,
2025-03-19 11:00:00+05:30,0.868,1.93,0.0328,154.0,133.0,44.0,20.0,27.0,207.0,0.925,,,
2025-03-19 12:00:00+05:30,0.728,0.975,0.0289,164.0,110.0,37.3,21.5,29.0,195.0,1.6,,,
2025-03-19 13:00:00+05:30,0.73,1.4,0.0273,161.0,92.7,35.0,23.4,29.9,261.0,1.07,,,
2025-03-19 14:00:00+05:30,0.66,1.35,0.0254,149.0,78.3,32.0,20.0,30.3,211.0,1.2,,,
2025-03-19 15:00:00+05:30,0.695,1.8,0.0242,153.0,54.3,35.0,15.0,29.3,257.0,1.25,,,
2025-03-19 16:00:00+05:30,0.718,1.7,0.0245,153.0,54.3,35.8,11.7,28.4,275.0,1.08,,,
2025-03-19 17:00:00+05:30,0.768,1.45,0.025,146.0,59.5,38.0,8.83,27.8,267.0,0.85,,,
2025-03-19 18:00:00+05:30,0.745,1.98,0.0263,125.0,53.3,40.8,13.7,27.0,245.0,0.625,,,
2025-03-19 19:00:00+05:30,0.723,1.7,0.028,102.0,56.8,46.0,14.9,25.0,96.3,0.6,,,
2025-03-19 20:00:00+05:30,0.82,1.18,0.0335,87.2,96.0,50.3,10.8,23.8,63.3,0.675,,,
2025-03-19 21:00:00+05:30,0.903,1.47,0.0398,69.1,139.0,53.5,24.8,22.9,77.0,0.775,,,
2025-03-19 22:00:00+05:30,1.03,3.83,0.0459,36.5,163.0,64.5,23.7,21.2,202.0,0.425,,,
2025-03-19 23:00:00+05:30,1.03,4.78,0.0487,13.4,187.0,71.8,22.0,19.8,273.0,0.525,,,
2025-03-20 00:00:00+05:30,1.08,5.13,0.0485,8.53,155.0,78.0,20.0,19.3,124.0,0.767,,,
2025-03-20 01:00:00+05:30,0.915,5.4,0.0444,10.6,132.0,83.0,19.0,18.3,217.0,0.6,,,
2025-03-20 02:00:00+05:30,0.928,7.55,0.0439,1.3,126.0,83.8,18.4,18.3,130.0,0.45,,,
2025-03-20 03:00:00+05:30,1.42,24.8,0.0619,1.28,119.0,84.8,19.4,18.1,72.5,0.45,,,
2025-03-20 04:00:00+05:30,1.2,15.4,0.0556,1.23,151.0,85.7,18.5,18.0,299.0,0.433,,,
2025-03-20 05:00:00+05:30,1.1,15.6,0.051,1.33,176.0,86.0,13.8,17.6,309.0,0.35,,,
2025-03-20 06:00:00+05:30,1.0025,11.65,0.04975,1.05,170.5,89.75,12.7,17.4,249.5,0.4,,,
2025-03-20 07:00:00+05:30,0.998,13.8,0.0455,0.6,168.0,90.3,10.6,16.9,201.0,0.425,,,
2025-03-20 08:00:00+05:30,1.3,25.7,0.0599,3.05,199.0,86.5,17.8,18.2,262.0,0.5,,,
2025-03-20 09:00:00+05:30,1.89,19.9,0.0661,27.4,332.0,78.0,65.3,20.8,242.0,0.35,,,
2025-03-20 10:00:00+05:30,1.33,4.78,0.0421,100.0,392.0,59.3,55.0,24.2,222.0,0.5,,,
2025-03-20 11:00:00+05:30,1.03,2.15,0.0347,139.0,247.0,40.8,32.9,28.2,264.0,0.775,,,
2025-03-20 12:00:00+05:30,0.815,1.75,0.0312,153.0,168.0,33.0,23.1,30.5,264.0,0.725,,,
2025-03-20 13:00:00+05:30,0.78,1.1,0.0291,165.0,94.0,32.0,21.5,30.9,199.0,1.07,,,
2025-03-20 14:00:00+05:30,0.745,1.33,0.0262,154.0,78.0,31.5,15.0,30.3,141.0,1.4,,,
2025-03-20 15:00:00+05:30,0.748,1.57,0.0232,141.0,67.0,32.3,11.4,29.7,158.0,1.45,,,
2025-03-20 16:00:00+05:30,0.765,2.07,0.0225,130.0,58.0,33.0,9.48,28.7,164.0,1.35,,,
2025-03-20 17:00:00+05:30,0.793,1.05,0.0221,125.0,45.0,33.8,5.1,28.0,141.0,1.28,,,
2025-03-20 18:00:00+05:30,0.798,1.3,0.0232,121.0,50.0,36.3,4.68,27.0,95.0,1.18,,,
2025-03-20 19:00:00+05:30,0.828,2.3,0.0286,89.2,69.0,43.3,5.8,24.9,172.0,0.5,,,
2025-03-20 20:00:00+05:30,0.848,2.13,0.0337,60.8,86.0,52.0,5.78,22.8,170.0,0.525,,,
2025-03-20 21:00:00+05:30,0.83,1.9,0.0351,49.7,108.0,55.3,9.4,22.0,228.0,0.5,,,
2025-03-20 22:00:00+05:30,0.788,2.33,0.0372,48.8,127.0,60.3,13.5,21.1,101.0,0.55,,,
2025-03-20 23:00:00+05:30,0.753,3.28,0.0363,53.7,101.0,63.5,15.1,20.7,226.0,0.725,,,
2025-03-21 00:00:00+05:30,0.967,3.33,0.0414,26.1,105.0,72.0,15.0,19.0,266.0,0.833,,,
2025-03-21 01:00:00+05:30,1.13,9.75,0.0533,0.4,199.0,79.5,23.0,18.3,258.0,0.35,,,
2025-03-21 02:00:00+05:30,1.08,11.5,0.0575,2.7,222.0,80.8,22.3,18.4,304.0,0.5,,,
2025-03-21 03:00:00+05:30,1.27,4.9,0.0474,10.5,221.0,79.3,20.0,18.5,325.0,0.5,,,
2025-03-21 04:00:00+05:30,1.15,5.05,0.043,19.8,138.0,81.3,38.3,18.0,314.0,0.525,,,
2025-03-21 05:00:00+05:30,1.05,4.05,0.0374,21.5,201.0,83.0,28.3,17.5,315.0,0.5,,,
2025-03-21 06:00:00+05:30,0.953,12.0,0.0424,14.7,185.0,87.0,15.3,16.9,279.0,0.35,,,
2025-03-21 07:00:00+05:30,0.87,6.78,0.0385,9.13,151.0,91.0,12.7,16.6,298.0,0.325,,,
2025-03-21 08:00:00+05:30,1.01,5.9,0.0381,19.6,133.0,88.5,15.0,17.6,281.0,0.4,,,
2025-03-21 09:00:00+05:30,1.13,4.1,0.0347,56.4,168.0,75.0,37.3,20.6,317.0,0.8,,,
2025-03-21 10:00:00+05:30,0.903,1.58,0.0296,95.8,229.0,61.0,29.7,23.5,275.0,0.875,,,
2025-03-21 11:00:00+05:30,0.828,1.43,0.027,118.0,146.0,49.0,19.8,26.5,229.0,0.975,,,
2025-03-21 12:00:00+05:30,0.78,1.93,0.0266,141.0,100.0,40.8,15.9,28.3,144.0,1.48,,,
2025-03-21 13:00:00+05:30,0.698,1.0,0.0247,137.0,94.0,36.0,12.9,29.4,152.0,1.75,,,
2025-03-21 14:00:00+05:30,0.68,0.967,0.023,132.0,75.0,34.5,11.6,29.6,196.0,1.73,,,
2025-03-21 15:00:00+05:30,0.718,1.15,0.0224,140.0,59.0,35.0,10.2,29.1,173.0,1.68,,,
2025-03-21 16:00:00+05:30,0.745,1.4,0.0223,139.0,57.0,36.5,7.65,28.2,269.0,1.23,,,
2025-03-21 17:00:00+05:30,0.773,1.08,0.023,135.0,56.0,38.3,10.0,27.4,271.0,1.23,,,
2025-03-21 18:00:00+05:30,0.788,0.925,0.0244,127.0,58.0,41.0,11.0,26.6,228.0,0.9,,,
2025-03-21 19:00:00+05:30,0.82,1.53,0.0279,96.9,53.0,49.8,13.2,24.9,261.0,0.475,,,
2025-03-21 20:00:00+05:30,0.783,3.1,0.0378,62.8,69.0,65.5,14.4,21.9,246.0,0.35,,,
2025-03-21 21:00:00+05:30,0.895,2.85,0.0457,37.1,72.0,69.0,19.1,20.8,285.0,0.375,,,
2025-03-21 22:00:00+05:30,1.02,12.7,0.0606,12.3,322.0,72.5,19.8,19.8,233.0,0.35,,,
2025-03-21 23:00:00+05:30,1.11,7.55,0.0536,9.6,389.0,78.0,18.9,18.7,223.0,0.475,,,
2025-03-22 00:00:00+05:30,1.2,11.4,0.0584,3.17,248.0,79.0,17.7,18.4,,0.4,,,
2025-03-22 01:00:00+05:30,1.03,16.1,0.0607,0.85,240.0,81.0,19.8,18.0,282.0,0.3,,,
2025-03-22 02:00:00+05:30,1.06,25.5,0.0685,,268.0,83.7,18.0,17.9,305.0,0.367,,,
2025-03-22 03:00:00+05:30,1.25,11.8,0.0549,3.5,362.0,80.8,17.8,18.0,321.0,0.425,,,
2025-03-22 04:00:00+05:30,0.928,10.1,0.0484,8.38,190.0,81.0,16.6,17.6,293.0,0.3,,,
2025-03-22 05:00:00+05:30,0.755,6.75,0.0458,12.7,107.0,81.5,17.0,17.6,304.0,0.45,,,
2025-03-22 06:00:00+05:30,0.713,4.48,0.0403,13.0,89.0,84.0,13.8,17.2,220.0,0.35,,,
2025-03-22 07:00:00+05:30,0.685,6.9,0.0411,11.7,81.0,84.8,14.5,17.2,299.0,0.375,,,
2025-03-22 08:00:00+05:30,0.835,7.85,0.0407,10.7,80.0,83.0,16.3,18.3,206.0,0.7,,,
2025-03-22 09:00:00+05:30,0.868,5.75,0.0362,47.9,121.0,74.0,19.5,20.8,313.0,0.575,,,
2025-03-22 10:00:00+05:30,0.635,1.7,0.0308,92.3,156.0,58.5,20.3,23.8,326.0,1.0,,,
2025-03-22 11:00:00+05:30,0.543,3.08,0.0315,123.0,102.0,44.3,18.1,26.9,269.0,1.53,,,
2025-03-22 12:00:00+05:30,0.535,1.5,0.0266,157.0,95.0,39.3,14.7,28.7,245.0,1.9,,,
2025-03-22 13:00:00+05:30,0.523,1.73,0.025,158.0,92.0,37.5,14.8,29.2,213.0,1.63,,,
2025-03-22 14:00:00+05:30,0.588,1.18,0.0228,160.0,85.0,37.5,14.3,29.3,234.0,1.3,,,
2025-03-22 15:00:00+05:30,0.593,1.37,0.0218,160.0,75.0,37.5,11.9,28.7,224.0,1.4,,,
2025-03-22 16:00:00+05:30,0.623,1.37,0.0227,159.0,70.0,37.5,9.48,28.1,260.0,1.23,,,
2025-03-22 17:00:00+05:30,0.647,1.17,0.0229,167.0,62.0,,12.8,,,,,,
2025-03-22 18:00:00+05:30,0.675,0.95,0.0236,159.0,67.0,40.0,15.0,27.0,229.0,,,,
2025-03-22 19:00:00+05:30,0.735,1.33,0.028,123.0,77.0,46.0,15.4,24.6,109.0,0.5,,,
2025-03-22 20:00:00+05:30,0.708,2.55,0.0313,86.0,92.0,55.7,14.0,22.3,200.0,0.35,,,
2025-03-22 21:00:00+05:30,0.683,2.75,0.0351,59.8,123.0,62.3,16.3,21.2,237.0,0.35,,,
2025-03-22 22:00:00+05:30,0.683,2.5,0.0386,43.5,139.0,69.3,14.8,20.0,210.0,0.425,,,
2025-03-22 23:00:00+05:30,0.845,5.75,0.0467,15.7,140.0,73.5,13.6,19.2,263.0,0.45,,,
2025-03-23 00:00:00+05:30,0.9,4.6,0.0467,8.1,146.0,78.0,12.2,18.7,246.0,0.533,,,
2025-03-23 01:00:00+05:30,0.985,14.4,0.0605,3.45,143.0,82.0,12.0,18.2,311.0,0.55,,,
2025-03-23 02:00:00+05:30,0.983,6.13,0.0504,10.0,158.0,80.3,12.0,18.4,334.0,0.475,,,
2025-03-23 03:00:00+05:30,1.34,6.5,0.0457,11.0,262.0,83.3,14.1,17.7,258.0,0.35,,,
2025-03-23 04:00:00+05:30,1.09,12.8,0.054,1.68,202.0,86.0,15.3,17.5,269.0,0.325,,,
2025-03-23 05:00:00+05:30,0.97,15.8,0.0578,,188.0,86.0,12.2,17.5,253.0,0.3,,,
2025-03-23 06:00:00+05:30,0.915,18.3,0.057,0.3,175.0,86.3,6.85,17.1,292.0,0.4,,,
2025-03-23 07:00:00+05:30,0.93,20.9,0.0635,0.15,177.0,86.0,8.53,17.1,321.0,0.4,,,
2025-03-23 08:00:00+05:30,0.99,17.6,0.0614,7.55,180.0,80.5,9.95,18.2,328.0,0.5,,,
2025-03-23 09:00:00+05:30,0.87,5.03,0.044,59.4,190.0,65.8,9.3,21.0,311.0,0.675,,,
2025-03-23 10:00:00+05:30,0.798,3.33,0.0393,104.0,180.0,55.3,6.33,23.9,302.0,0.675,,,
2025-03-23 11:00:00+05:30,0.695,1.57,0.0308,146.0,177.0,44.8,14.4,26.9,290.0,1.68,,,
2025-03-23 12:00:00+05:30,0.64,1.85,0.0285,151.0,123.0,39.0,17.2,28.9,270.0,0.9,,,
2025-03-23 13:00:00+05:30,0.655,0.9,0.0275,168.0,88.0,36.0,18.2,30.1,265.0,0.875,,,
2025-03-23 14:00:00+05:30,0.688,1.85,0.0292,186.0,88.0,35.0,16.6,30.3,259.0,0.975,,,
2025-03-23 15:00:00+05:30,0.705,1.2,0.0253,172.0,106.0,34.0,13.1,29.5,299.0,0.9,,,
2025-03-23 16:00:00+05:30,0.73,2.05,0.0258,162.0,64.0,32.8,14.5,29.2,292.0,0.675,,,
2025-03-23 17:00:00+05:30,0.79,1.73,0.0261,169.0,47.0,35.0,9.8,28.7,275.0,0.625,,,
2025-03-23 18:00:00+05:30,0.815,1.33,0.026,169.0,56.0,35.0,10.7,27.8,147.0,0.633,,,
2025-03-23 19:00:00+05:30,0.913,1.65,0.0303,122.0,72.0,43.8,11.1,25.7,184.0,0.5,,,
2025-03-23 20:00:00+05:30,0.88,2.08,0.0355,98.4,215.0,49.0,9.33,23.4,70.0,0.675,,,
2025-03-23 21:00:00+05:30,0.953,1.75,0.0384,86.0,168.0,51.3,10.3,22.9,65.7,0.667,,,
2025-03-23 22:00:00+05:30,1.04,4.23,0.0434,69.2,182.0,55.0,24.6,21.7,,,,,
2025-03-23 23:00:00+05:30,1.01,2.15,0.0418,50.4,237.0,66.3,14.5,20.7,194.0,0.333,,,
2025-03-24 00:00:00+05:30,1.05,3.0,0.042,37.8,173.0,73.5,12.2,19.5,231.0,0.35,,,
2025-03-24 01:00:00+05:30,0.93,2.7,0.0445,16.4,169.0,78.5,13.9,18.8,231.0,0.65,,,
2025-03-24 02:00:00+05:30,0.92,5.58,0.0442,4.4,180.0,80.8,13.3,18.4,193.0,0.425,,,
2025-03-24 03:00:00+05:30,1.38,6.7,0.0485,3.83,145.0,84.5,13.4,18.0,215.0,0.325,,,
2025-03-24 04:00:00+05:30,1.16,6.53,0.0464,2.43,139.0,85.5,15.7,17.7,269.0,0.325,,,
2025-03-24 05:00:00+05:30,1.09,5.88,0.0461,2.68,155.0,85.3,13.1,17.6,248.0,0.45,,,
2025-03-24 06:00:00+05:30,1.02,10.7,0.0469,0.5,152.0,87.0,14.6,17.3,219.0,0.3,,,
2025-03-24 07:00:00+05:30,1.04,14.2,0.0521,0.725,121.0,90.5,16.2,17.1,271.0,0.325,,,
2025-03-24 08:00:00+05:30,1.2,24.5,0.0649,2.58,150.0,88.0,17.5,18.2,181.0,0.4,,,
2025-03-24 09:00:00+05:30,1.31,15.2,0.0628,20.8,178.0,76.3,14.9,21.4,243.0,0.5,,,
2025-03-24 10:00:00+05:30,1.12,4.9,0.0511,116.0,215.0,52.8,14.6,25.2,239.0,0.625,,,
2025-03-24 11:00:00+05:30,0.82,1.25,0.0319,179.0,201.0,37.0,13.4,29.5,274.0,0.6,,,
2025-03-24 12:00:00+05:30,0.778,2.7,0.0302,195.0,180.0,34.3,15.2,30.6,272.0,0.675,,,
2025-03-24 13:00:00+05:30,0.7,0.2,0.0275,178.0,129.0,31.0,15.1,31.5,279.0,0.8,,,
2025-03-24 14:00:00+05:30,0.69,1.27,0.0262,155.0,81.0,28.5,9.68,32.1,249.0,0.8,,,
2025-03-24 15:00:00+05:30,0.743,2.5,0.0261,163.0,51.0,29.3,9.0,31.6,272.0,0.9,,,
2025-03-24 16:00:00+05:30,0.84,1.1,0.0249,178.0,57.0,29.3,9.2,30.6,168.0,0.875,,,
2025-03-24 17:00:00+05:30,0.893,0.875,0.0267,179.0,57.0,30.5,12.2,29.9,214.0,0.725,,,
2025-03-24 18:00:00+05:30,0.933,1.1,0.0266,181.0,90.0,31.8,12.7,29.1,131.0,0.775,,,
2025-03-24 19:00:00+05:30,1.01,0.967,0.0294,159.0,70.0,36.3,13.2,27.1,66.5,0.725,,,
2025-03-24 20:00:00+05:30,1.12,1.98,0.0389,111.0,114.0,41.0,14.3,24.7,120.0,0.55,,,
2025-03-24 21:00:00+05:30,1.12,2.98,0.0448,87.0,190.0,46.8,16.4,23.2,96.5,0.725,,,
2025-03-24 22:00:00+05:30,1.08,2.1,0.0445,77.7,223.0,50.3,13.8,22.8,143.0,0.55,,,
2025-03-24 23:00:00+05:30,1.08,4.15,0.048,40.1,182.0,59.8,11.1,20.9,226.0,0.35,,,
2025-03-25 00:00:00+05:30,1.2,3.0,0.0523,22.0,213.0,64.0,9.83,20.1,225.0,0.367,,,
2025-03-25 01:00:00+05:30,1.62,9.8,0.0754,2.55,239.0,65.5,10.0,19.8,148.0,0.55,,,
2025-03-25 02:00:00+05:30,1.54,10.5,0.0698,1.0,248.0,68.8,10.4,19.6,181.0,0.45,,,
2025-03-25 03:00:00+05:30,1.94,18.9,0.0741,1.2,207.0,74.0,9.0,18.9,153.0,0.55,,,
2025-03-25 04:00:00+05:30,1.6,14.8,0.0635,,205.0,76.3,10.9,18.6,139.0,0.4,,,
2025-03-25 05:00:00+05:30,1.62,30.5,0.0859,1.33,162.0,78.5,9.43,18.3,147.0,0.5,,,
2025-03-25 06:00:00+05:30,1.68,41.9,0.0948,1.87,205.0,80.7,10.3,18.0,168.0,0.533,,,
2025-03-25 07:00:00+05:30,1.69,44.8,0.0934,1.2,197.0,80.8,9.23,18.0,103.0,0.5,,,
2025-03-25 08:00:00+05:30,1.84,46.8,0.0922,2.25,211.0,79.0,9.83,19.4,150.0,0.625,,,
2025-03-25 09:00:00+05:30,1.73,22.0,0.0837,31.7,244.0,59.5,9.55,23.3,203.0,0.8,,,
2025-03-25 10:00:00+05:30,1.21,4.98,0.046,137.0,282.0,43.0,7.13,26.5,227.0,0.775,,,
2025-03-25 11:00:00+05:30,0.958,1.93,0.0358,180.0,224.0,34.5,12.8,29.8,247.0,0.65,,,
2025-03-25 12:00:00+05:30,0.993,1.78,0.0327,210.0,178.0,32.0,15.5,31.6,299.0,0.7,,,
2025-03-25 13:00:00+05:30,0.945,1.23,0.0296,206.0,166.0,30.0,13.8,32.8,271.0,0.75,,,
2025-03-25 14:00:00+05:30,0.968,0.275,0.0266,194.0,114.0,28.3,12.9,33.4,206.0,0.875,,,
2025-03-25 15:00:00+05:30,1.06,0.667,0.0258,203.0,95.0,28.8,12.5,32.6,189.0,1.03,,,
2025-03-25 16:00:00+05:30,1.11,1.2,0.0254,197.0,108.0,29.3,14.9,31.7,198.0,1.0,,,
2025-03-25 17:00:00+05:30,1.16,1.6,0.025,191.0,78.0,28.8,13.3,31.0,117.0,1.1,,,
2025-03-25 18:00:00+05:30,1.3,1.28,0.0282,202.0,66.0,32.5,12.7,30.1,92.3,1.0,,,
2025-03-25 19:00:00+05:30,1.42,1.48,0.0408,122.0,108.0,37.5,12.7,27.6,115.0,0.575,,,
2025-03-25 20:00:00+05:30,1.39,5.15,0.0513,66.4,168.0,42.8,10.1,25.3,79.8,0.575,,,
2025-03-25 21:00:00+05:30,1.36,3.25,0.0469,79.1,193.0,46.0,9.4,24.5,138.0,0.625,,,
2025-03-25 22:00:00+05:30,1.3,2.9,0.0449,42.2,194.0,53.8,11.2,22.9,196.0,0.425,,,
2025-03-25 23:00:00+05:30,1.26,3.55,0.0479,24.4,204.0,58.8,11.0,22.0,105.0,0.475,,,
2025-03-26 00:00:00+05:30,1.32,6.07,0.0561,10.8,211.0,61.3,13.3,21.4,158.0,0.433,,,
2025-03-26 01:00:00+05:30,1.16,7.35,0.0571,1.6,265.0,68.0,15.4,20.4,260.0,0.35,,,
2025-03-26 02:00:00+05:30,1.3,9.83,0.0598,1.6,249.0,70.0,11.9,19.8,264.0,0.325,,,
2025-03-26 03:00:00+05:30,1.85,14.8,0.0626,0.6,268.0,72.5,10.8,19.8,259.0,0.525,,,
2025-03-26 04:00:00+05:30,1.54,12.9,0.0553,0.25,256.0,75.8,5.6,19.2,235.0,0.675,,,
2025-03-26 05:00:00+05:30,1.41,20.2,0.0629,1.13,216.0,78.5,8.37,18.7,212.0,0.575,,,
2025-03-26 06:00:00+05:30,1.4,30.7,0.0716,0.4,232.0,79.5,13.6,18.3,230.0,0.375,,,
2025-03-26 07:00:00+05:30,1.48,55.4,0.0939,0.733,241.0,78.5,12.6,18.5,234.0,0.625,,,
2025-03-26 08:00:00+05:30,1.66,51.8,0.0929,1.5,224.0,75.5,14.5,19.7,265.0,0.425,,,
2025-03-26 09:00:00+05:30,1.59,20.7,0.0718,45.9,295.0,62.0,18.4,23.0,233.0,0.45,,,
2025-03-26 10:00:00+05:30,1.44,5.65,0.0552,151.0,328.0,47.5,22.2,27.2,235.0,0.6,,,
2025-03-26 11:00:00+05:30,1.17,1.25,0.0399,199.0,268.0,35.3,19.4,30.8,268.0,0.675,,,
2025-03-26 12:00:00+05:30,1.12,2.13,0.0335,227.0,194.0,33.0,18.1,31.6,319.0,1.23,,,
2025-03-26 13:00:00+05:30,1.11,1.5,0.0292,179.0,186.0,30.8,14.3,32.9,280.0,0.925,,,
2025-03-26 14:00:00+05:30,1.11,1.63,0.0289,157.0,122.0,28.3,12.1,34.0,260.0,0.95,,,
2025-03-26 15:00:00+05:30,1.17,1.48,0.0273,154.0,90.0,27.8,15.8,33.6,274.0,0.925,,,
2025-03-26 16:00:00+05:30,1.29,1.05,0.0266,167.0,67.0,29.0,14.9,32.5,289.0,0.75,,,
2025-03-26 17:00:00+05:30,1.36,0.8,0.0281,175.0,73.0,29.3,10.3,31.7,207.0,0.525,,,
2025-03-26 18:00:00+05:30,1.43,1.27,0.0294,153.0,69.0,32.8,11.2,30.7,139.0,0.425,,,
2025-03-26 19:00:00+05:30,1.57,1.38,0.0354,112.0,78.0,37.5,10.2,28.2,94.3,0.6,,,
2025-03-26 20:00:00+05:30,1.61,2.83,0.0441,85.7,107.0,39.5,11.6,26.3,102.0,0.575,,,
2025-03-26 21:00:00+05:30,1.79,4.5,0.0598,42.5,188.0,41.8,12.9,25.1,146.0,0.55,,,
2025-03-26 22:00:00+05:30,2.13,8.55,0.0784,8.28,266.0,45.3,16.4,24.1,199.0,0.45,,,
2025-03-26 23:00:00+05:30,2.17,14.5,0.0824,0.6,312.0,49.5,12.9,23.5,183.0,0.5,,,
2025-03-27 00:00:00+05:30,2.16,19.9,0.0883,0.45,257.0,52.3,13.1,22.6,178.0,0.633,,,
2025-03-27 01:00:00+05:30,1.72,37.0,0.0971,0.8,244.0,58.5,11.2,21.5,267.0,0.35,,,
2025-03-27 02:00:00+05:30,1.7,40.2,0.1,2.2,265.0,57.3,11.5,21.8,185.0,0.55,,,
2025-03-27 03:00:00+05:30,2.13,43.2,0.0969,1.6,318.0,59.8,11.4,21.6,220.0,0.525,,,
2025-03-27 04:00:00+05:30,1.96,42.7,0.101,2.13,333.0,66.0,11.2,20.7,203.0,0.6,,,
2025-03-27 05:00:00+05:30,2.05,46.3,0.103,2.38,322.0,69.5,12.7,20.2,259.0,0.55,,,
2025-03-27 06:00:00+05:30,2.04,53.6,0.102,1.85,312.0,72.0,14.2,19.7,255.0,0.375,,,
2025-03-27 07:00:00+05:30,2.07,109.0,0.142,1.8,320.0,75.0,17.6,19.6,251.0,0.35,,,
2025-03-27 08:00:00+05:30,2.0,84.4,0.123,1.8,337.0,70.8,15.9,20.6,291.0,0.35,,,
2025-03-27 09:00:00+05:30,1.4,26.4,0.0719,30.4,290.0,52.3,21.9,23.9,325.0,0.8,,,
2025-03-27 10:00:00+05:30,0.918,10.4,0.043,80.9,252.0,41.8,20.2,26.9,326.0,1.53,,,
2025-03-27 11:00:00+05:30,0.735,5.35,0.0331,105.0,216.0,34.5,10.5,30.2,279.0,1.55,,,
2025-03-27 12:00:00+05:30,0.72,1.53,0.0292,106.0,243.0,33.3,5.53,31.3,202.0,1.6,,,
2025-03-27 13:00:00+05:30,0.75,2.4,0.0286,119.0,211.0,33.8,10.9,31.3,223.0,1.25,,,
2025-03-27 14:00:00+05:30,0.848,1.68,0.0278,118.0,164.0,32.0,8.0,32.6,236.0,1.2,,,
2025-03-27 15:00:00+05:30,0.933,2.65,0.0277,121.0,163.0,31.5,8.88,32.1,205.0,1.08,,,
2025-03-27 16:00:00+05:30,1.03,1.5,0.0263,127.0,143.0,32.8,9.43,31.2,244.0,0.975,,,
2025-03-27 17:00:00+05:30,1.09,2.03,0.0276,128.0,117.0,33.7,7.4,30.4,124.0,0.967,,,
2025-03-27 18:00:00+05:30,1.15,1.25,0.0285,135.0,125.0,34.0,6.5,30.1,141.0,0.75,,,
2025-03-27 19:00:00+05:30,1.21,2.03,0.0326,103.0,117.0,39.0,8.18,28.2,144.0,0.5,,,
2025-03-27 20:00:00+05:30,1.24,2.6,0.0388,59.9,118.0,45.0,8.98,26.0,119.0,0.5,,,
2025-03-27 21:00:00+05:30,1.18,4.45,0.0446,38.1,193.0,52.0,11.3,24.0,210.0,0.525,,,
2025-03-27 22:00:00+05:30,1.11,3.73,0.0418,30.0,226.0,55.3,10.9,23.0,222.0,0.475,,,
2025-03-27 23:00:00+05:30,1.07,4.4,0.0435,15.2,210.0,59.3,10.3,22.2,271.0,0.433,,,
2025-03-28 00:00:00+05:30,1.05,5.97,0.0503,4.07,215.0,61.3,8.63,21.9,214.0,0.4,,,
2025-03-28 11:00:00+05:30,0.6,,0.0264,124.0,322.0,34.0,11.7,28.2,250.0,1.4,,,
2025-03-28 12:00:00+05:30,0.57,2.08,0.0274,129.0,254.0,32.3,11.7,29.1,203.0,1.75,,,
2025-03-28 13:00:00+05:30,0.538,1.35,0.0258,131.0,224.0,28.8,7.95,29.6,205.0,1.98,,,
