Local Time,CO,NO,NO2,NOX,O3,PM25,RELATIVEHUMIDITY,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM10,SO2,NH3
2025-05-02 23:00:00+05:30,2.07,103.0,13.4,0.0909,1.3,48.0,94.0,24.7,75.0,0.75,,,
2025-05-03 00:00:00+05:30,2.0,82.9,19.6,0.0779,2.2,51.0,93.0,24.4,120.0,0.633,,,
2025-05-03 01:00:00+05:30,2.19,111.0,15.4,0.0987,1.4,56.0,93.0,24.5,123.0,0.6,,,
2025-05-03 02:00:00+05:30,2.21,118.0,17.2,0.105,5.2,57.0,93.0,24.7,162.0,0.7,,,
2025-05-03 03:00:00+05:30,1.52,53.2,33.4,0.061,2.58,81.0,93.0,24.7,126.0,0.75,,,
2025-05-03 04:00:00+05:30,1.39,40.5,28.0,0.0478,3.47,66.0,93.0,24.8,117.0,0.725,,,
2025-05-03 05:00:00+05:30,1.28,36.7,17.8,0.0393,1.9,68.0,93.0,24.7,86.8,0.775,,,
2025-05-03 06:00:00+05:30,1.34,43.0,15.0,0.043,1.43,80.0,93.0,24.7,93.8,0.725,,,
2025-05-03 07:00:00+05:30,1.32,44.7,24.8,0.0496,,83.0,93.3,25.4,93.8,1.03,,,
2025-05-03 08:00:00+05:30,1.31,12.0,48.9,0.0358,8.8,88.0,92.5,26.2,186.0,1.2,,,
2025-05-03 09:00:00+05:30,1.4,10.0,52.0,0.0358,11.1,95.0,83.0,27.1,168.0,1.38,,,
2025-05-03 10:00:00+05:30,1.35,8.58,40.4,0.0285,28.3,123.0,65.3,29.8,193.0,1.38,,,
2025-05-03 11:00:00+05:30,1.15,7.23,34.1,0.024,52.3,132.0,53.3,31.6,162.0,1.2,,,
2025-05-03 12:00:00+05:30,1.03,5.83,27.7,0.0194,63.0,96.0,48.5,32.7,194.0,1.63,,,
2025-05-03 13:00:00+05:30,0.698,6.15,20.6,0.016,57.8,77.0,41.3,34.2,171.0,1.7,,,
2025-05-03 14:00:00+05:30,0.768,4.5,20.7,0.0147,66.9,33.0,40.0,34.9,166.0,1.65,,,
2025-05-03 15:00:00+05:30,0.708,3.6,17.3,0.0122,71.9,45.0,38.5,35.6,166.0,1.53,,,
2025-05-03 16:00:00+05:30,0.675,3.45,17.0,0.0119,82.2,40.0,37.3,35.2,210.0,1.48,,,
2025-05-03 17:00:00+05:30,0.877,3.65,27.8,0.0177,93.2,34.0,41.0,34.2,178.0,1.18,,,
2025-05-03 18:00:00+05:30,1.16,5.73,55.0,0.0339,50.2,51.0,52.0,32.0,114.0,0.725,,,
2025-05-03 19:00:00+05:30,1.45,5.85,72.9,0.0435,27.9,55.0,58.0,30.2,200.0,0.875,,,
2025-05-03 20:00:00+05:30,1.63,7.75,83.9,0.051,19.8,61.0,56.8,29.7,195.0,1.1,,,
2025-05-03 21:00:00+05:30,1.46,6.0,58.1,0.0358,13.5,56.0,59.0,29.5,215.0,1.23,,,
2025-05-03 22:00:00+05:30,1.4,3.95,45.3,0.0273,21.4,81.0,63.8,29.2,177.0,1.08,,,
2025-05-03 23:00:00+05:30,1.4,5.53,48.9,0.0305,8.5,92.0,75.3,27.7,110.0,1.2,,,
2025-05-04 00:00:00+05:30,1.41,5.23,46.9,0.0292,12.0,77.0,80.0,27.2,97.0,1.03,,,
2025-05-04 01:00:00+05:30,1.53,19.2,45.5,0.0398,2.6,95.0,88.0,26.3,88.5,0.8,,,
2025-05-04 02:00:00+05:30,1.62,27.0,46.6,0.0467,4.9,83.0,89.0,26.2,85.5,1.0,,,
2025-05-04 03:00:00+05:30,1.61,36.8,37.7,0.0499,2.63,81.0,89.5,26.1,106.0,0.875,,,
2025-05-04 04:00:00+05:30,1.59,44.0,49.8,0.0623,2.6,72.0,91.8,26.0,125.0,0.825,,,
2025-05-04 05:00:00+05:30,1.64,55.1,33.1,0.0624,0.9,67.0,91.5,26.0,96.8,0.825,,,
2025-05-04 06:00:00+05:30,1.75,62.4,24.2,0.0636,1.07,68.0,93.5,25.6,79.3,0.85,,,
2025-05-04 07:00:00+05:30,1.89,61.7,32.1,0.0672,,74.0,91.5,26.4,79.0,0.9,,,
2025-05-04 08:00:00+05:30,2.13,28.5,76.7,0.0639,19.3,90.0,76.5,29.1,124.0,0.75,,,
2025-05-04 09:00:00+05:30,1.76,12.3,73.9,0.0494,27.9,169.0,56.5,31.6,204.0,1.23,,,
2025-05-04 10:00:00+05:30,1.31,7.88,60.9,0.0388,46.9,147.0,51.5,32.3,168.0,1.33,,,
2025-05-04 11:00:00+05:30,1.43,5.78,51.1,0.0319,75.9,119.0,49.3,33.7,130.0,1.48,,,
2025-05-04 12:00:00+05:30,1.0,5.55,28.9,0.0199,109.0,151.0,44.0,35.0,130.0,1.38,,,
2025-05-04 13:00:00+05:30,1.04,5.75,27.1,0.0191,98.5,101.0,44.5,34.4,208.0,1.63,,,
2025-05-04 14:00:00+05:30,0.948,4.48,22.0,0.0154,94.7,108.0,43.5,33.9,184.0,1.43,,,
2025-05-04 15:00:00+05:30,0.718,4.05,20.0,0.0139,95.8,64.0,39.0,34.5,190.0,1.58,,,
2025-05-04 16:00:00+05:30,0.768,4.05,28.6,0.0185,87.0,46.0,38.0,35.1,200.0,1.68,,,
2025-05-04 17:00:00+05:30,0.797,4.15,26.1,0.0173,94.8,42.0,39.3,34.2,219.0,1.65,,,
2025-05-04 18:00:00+05:30,0.808,4.63,32.4,0.0209,92.9,46.0,41.3,33.2,227.0,1.53,,,
2025-05-04 19:00:00+05:30,0.938,3.9,48.2,0.0288,74.4,44.0,46.5,31.4,209.0,1.4,,,
2025-05-04 20:00:00+05:30,0.998,4.7,46.7,0.0287,47.8,40.0,55.8,29.6,117.0,0.825,,,
2025-05-04 21:00:00+05:30,1.31,12.3,55.4,0.0395,21.8,39.0,65.8,28.2,135.0,0.8,,,
2025-05-04 22:00:00+05:30,1.41,8.2,51.8,0.0342,34.6,44.0,57.0,29.5,207.0,1.48,,,
2025-05-04 23:00:00+05:30,1.2,4.98,42.1,0.0265,33.3,69.0,58.8,28.9,225.0,1.23,,,
2025-05-05 00:00:00+05:30,1.03,3.6,27.1,0.0174,41.1,69.0,63.7,28.4,170.0,1.33,,,
2025-05-05 01:00:00+05:30,0.94,3.95,23.7,0.0158,45.5,66.0,55.5,28.3,168.0,2.95,,,
2025-05-05 02:00:00+05:30,0.92,3.98,20.8,0.0143,55.3,74.0,57.5,27.9,163.0,2.63,,,
2025-05-05 03:00:00+05:30,0.82,4.2,14.3,0.0111,61.8,45.0,59.3,27.3,167.0,2.13,,,
2025-05-05 04:00:00+05:30,0.63,5.73,14.3,0.0123,63.5,34.0,61.5,26.7,184.0,1.95,,,
2025-05-05 05:00:00+05:30,0.658,4.93,16.6,0.0128,55.0,27.0,62.8,26.3,207.0,1.35,,,
2025-05-05 06:00:00+05:30,0.68,3.03,23.0,0.0147,45.7,24.0,63.3,26.4,232.0,1.5,,,
2025-05-05 07:00:00+05:30,0.84,5.1,41.9,0.0264,32.0,27.0,63.5,26.9,237.0,1.45,,,
2025-05-05 08:00:00+05:30,0.813,5.28,30.2,0.0204,41.8,38.0,59.8,27.9,234.0,2.08,,,
2025-05-05 09:00:00+05:30,0.875,4.63,24.8,0.017,54.4,44.0,54.0,29.8,231.0,2.05,,,
2025-05-05 10:00:00+05:30,0.845,4.5,24.7,0.0168,64.4,42.0,51.5,30.5,245.0,2.7,,,
2025-05-05 11:00:00+05:30,0.887,3.7,23.4,0.0154,74.1,36.0,49.3,31.1,234.0,2.7,,,
2025-05-05 12:00:00+05:30,0.91,7.0,25.0,0.019,75.7,35.0,49.3,31.4,232.0,2.2,,,
2025-05-05 13:00:00+05:30,0.85,4.8,23.3,0.0163,72.1,34.0,49.3,31.6,201.0,1.63,,,
2025-05-05 14:00:00+05:30,0.875,4.15,32.6,0.0207,51.1,34.0,52.5,31.2,150.0,1.23,,,
2025-05-05 15:00:00+05:30,0.905,5.3,27.6,0.019,66.2,36.0,49.5,32.0,212.0,1.83,,,
2025-05-05 16:00:00+05:30,1.31,3.97,37.2,0.023,61.4,42.0,54.7,30.1,218.0,1.9,,,
2025-05-05 17:00:00+05:30,1.04,4.33,36.0,0.0226,65.0,51.0,51.0,30.5,207.0,1.55,,,
2025-05-05 18:00:00+05:30,1.02,5.53,46.2,0.0291,62.4,35.0,53.0,30.2,188.0,1.25,,,
2025-05-05 19:00:00+05:30,1.22,4.45,62.5,0.0369,48.4,39.0,57.8,29.2,206.0,1.28,,,
2025-05-05 20:00:00+05:30,1.27,4.28,64.6,0.0378,40.7,44.0,60.8,28.6,189.0,1.63,,,
2025-05-05 21:00:00+05:30,1.54,5.1,74.3,0.0437,15.5,48.0,65.8,27.7,170.0,0.875,,,
2025-05-05 22:00:00+05:30,1.86,8.4,76.1,0.0473,2.5,56.0,75.5,26.6,131.0,0.725,,,
2025-05-05 23:00:00+05:30,2.0,24.5,64.8,0.0544,1.1,64.0,84.0,25.7,109.0,0.75,,,
2025-05-06 00:00:00+05:30,1.96,37.5,49.6,0.0568,3.85,78.0,87.3,25.3,130.0,0.767,,,
2025-05-06 01:00:00+05:30,1.06,11.4,55.0,0.0385,5.6,83.0,86.0,25.8,176.0,0.95,,,
2025-05-06 02:00:00+05:30,1.04,8.28,56.0,0.0365,9.4,79.0,83.5,25.9,161.0,0.925,,,
2025-05-06 03:00:00+05:30,0.9,7.4,29.4,0.0217,11.2,97.0,84.5,25.5,125.0,0.9,,,
2025-05-06 04:00:00+05:30,0.84,7.05,31.0,0.0222,14.3,116.0,87.3,25.0,144.0,0.75,,,
2025-05-06 05:00:00+05:30,0.73,4.97,24.9,0.0173,8.1,69.0,93.0,24.4,141.0,0.767,,,
2025-05-06 06:00:00+05:30,0.723,9.1,25.0,0.0208,5.3,56.0,92.8,24.6,99.3,0.85,,,
2025-05-06 07:00:00+05:30,0.945,25.4,34.8,0.0392,1.43,42.0,89.3,25.4,147.0,0.775,,,
2025-05-06 08:00:00+05:30,1.1,15.6,52.8,0.0408,11.9,50.0,74.0,27.6,214.0,1.18,,,
2025-05-06 09:00:00+05:30,1.04,6.68,41.6,0.0276,38.2,92.0,56.3,30.3,202.0,1.43,,,
2025-05-06 10:00:00+05:30,0.795,6.38,27.8,0.02,62.6,77.0,47.5,32.2,184.0,1.55,,,
2025-05-06 11:00:00+05:30,0.705,5.33,24.3,0.0172,83.2,61.0,43.5,33.3,176.0,1.73,,,
2025-05-06 12:00:00+05:30,0.723,5.6,27.3,0.0191,111.0,53.0,40.7,34.4,197.0,2.07,,,
2025-05-06 13:00:00+05:30,0.637,5.2,21.2,0.0155,106.0,53.0,38.8,34.6,219.0,2.3,,,
2025-05-06 14:00:00+05:30,0.57,4.45,16.8,0.0126,98.7,42.0,38.5,34.5,225.0,2.35,,,
2025-05-06 15:00:00+05:30,0.553,4.43,16.8,0.0125,96.4,27.0,37.5,34.9,229.0,2.5,,,
2025-05-06 16:00:00+05:30,0.423,3.33,16.2,0.0113,92.1,31.0,38.5,34.0,225.0,2.13,,,
2025-05-06 17:00:00+05:30,0.728,3.85,20.1,0.0138,101.0,33.0,39.8,33.7,213.0,1.85,,,
2025-05-06 18:00:00+05:30,0.815,3.03,25.8,0.0162,100.0,33.0,43.5,32.0,225.0,1.55,,,
2025-05-06 19:00:00+05:30,1.05,4.6,47.7,0.0291,82.3,35.0,48.0,30.8,187.0,0.925,,,
2025-05-06 20:00:00+05:30,1.31,5.6,62.1,0.0376,43.0,45.0,57.3,28.7,104.0,0.725,,,
2025-05-06 21:00:00+05:30,1.43,10.3,71.1,0.0462,5.98,50.0,69.3,27.1,71.5,0.7,,,
2025-05-06 22:00:00+05:30,1.59,25.3,68.1,0.0567,1.08,44.0,74.0,26.5,96.3,0.7,,,
2025-05-06 23:00:00+05:30,1.86,36.9,62.7,0.0633,1.55,55.0,77.3,26.1,81.0,0.725,,,
2025-05-07 00:00:00+05:30,1.54,23.8,67.6,0.0553,6.77,63.0,71.0,27.1,217.0,1.07,,,
2025-05-07 01:00:00+05:30,1.03,3.95,29.6,0.0189,35.8,80.0,70.0,28.2,229.0,1.25,,,
2025-05-07 02:00:00+05:30,1.0,4.18,36.4,0.0227,43.0,68.0,71.0,27.8,213.0,1.15,,,
2025-05-07 03:00:00+05:30,0.85,7.5,23.7,0.0187,45.1,73.0,68.5,27.5,208.0,1.05,,,
2025-05-07 04:00:00+05:30,0.725,5.55,39.0,0.0253,34.4,48.0,70.3,27.1,225.0,1.1,,,
2025-05-07 05:00:00+05:30,0.64,4.85,32.7,0.0213,29.8,56.0,71.3,27.2,213.0,1.1,,,
2025-05-07 06:00:00+05:30,0.723,4.25,37.4,0.0234,22.4,58.0,74.3,26.9,199.0,0.925,,,
2025-05-07 07:00:00+05:30,0.78,5.23,31.5,0.021,24.2,67.0,70.8,27.5,196.0,1.35,,,
2025-05-07 08:00:00+05:30,0.765,4.4,33.0,0.0211,29.5,67.0,66.8,28.3,219.0,1.63,,,
2025-05-07 09:00:00+05:30,0.963,5.6,35.9,0.0236,38.7,66.0,62.5,29.4,229.0,1.85,,,
2025-05-07 10:00:00+05:30,0.98,5.43,30.0,0.0204,54.8,69.0,56.3,31.1,222.0,2.2,,,
2025-05-07 11:00:00+05:30,0.918,5.78,24.0,0.0175,79.5,69.0,50.0,33.0,218.0,2.13,,,
2025-05-07 12:00:00+05:30,0.833,5.08,19.8,0.0147,101.0,72.0,46.3,34.1,219.0,2.25,,,
2025-05-07 13:00:00+05:30,0.743,5.05,17.2,0.0133,98.9,64.0,44.0,34.2,215.0,2.15,,,
2025-05-07 14:00:00+05:30,0.76,4.18,13.7,0.0107,93.6,51.0,41.0,34.9,218.0,2.15,,,
2025-05-07 15:00:00+05:30,0.748,4.08,16.7,0.0122,89.8,41.0,39.5,35.4,187.0,2.05,,,
2025-05-07 16:00:00+05:30,1.03,3.63,35.4,0.0218,69.1,45.0,47.0,32.7,148.0,1.13,,,
2025-05-07 17:00:00+05:30,1.06,3.53,43.4,0.0259,70.8,46.0,49.8,32.4,149.0,0.9,,,
2025-05-07 18:00:00+05:30,0.885,4.55,41.8,0.0259,61.9,51.0,51.0,31.0,167.0,1.4,,,
2025-05-07 19:00:00+05:30,0.81,1.95,30.4,0.0178,68.1,34.0,56.5,29.4,158.0,1.0,,,
2025-05-07 20:00:00+05:30,0.9,4.1,31.8,0.0203,51.8,35.0,62.0,28.6,109.0,1.0,,,
2025-05-07 21:00:00+05:30,1.07,6.43,35.9,0.0243,12.7,34.0,69.7,27.6,100.0,0.967,,,
2025-05-07 22:00:00+05:30,1.47,7.48,56.8,0.0363,0.8,39.0,74.8,27.2,76.8,0.975,,,
2025-05-07 23:00:00+05:30,1.64,16.1,55.5,0.0426,,44.0,81.5,26.6,94.8,0.825,,,
2025-05-08 00:00:00+05:30,1.79,25.4,51.9,0.0483,7.5,40.0,85.0,26.2,68.0,0.767,,,
2025-05-08 01:00:00+05:30,1.98,43.1,47.4,0.0603,3.75,48.0,87.5,26.0,59.5,0.7,,,
2025-05-08 02:00:00+05:30,1.95,60.2,38.8,0.0696,6.3,52.0,88.3,25.8,73.5,0.75,,,
2025-05-08 03:00:00+05:30,2.1,88.1,34.0,0.0897,4.6,55.0,89.0,25.8,76.0,0.767,,,
2025-05-08 04:00:00+05:30,2.04,86.0,37.6,0.0899,4.98,57.0,89.3,25.8,65.8,0.825,,,
2025-05-08 05:00:00+05:30,1.89,82.0,27.3,0.0812,1.3,64.0,89.0,25.9,71.7,0.867,,,
2025-05-08 06:00:00+05:30,1.69,64.4,27.3,0.0669,1.9,69.0,88.5,25.9,75.0,0.75,,,
2025-05-08 07:00:00+05:30,1.4,30.1,32.5,0.0417,2.3,79.0,86.5,26.4,78.0,0.8,,,
2025-05-08 08:00:00+05:30,1.31,8.7,49.5,0.0334,16.2,84.0,68.0,28.7,188.0,1.2,,,
2025-05-08 09:00:00+05:30,1.44,10.6,55.4,0.038,29.3,122.0,56.8,31.1,176.0,1.63,,,
2025-05-08 10:00:00+05:30,1.17,7.05,42.8,0.0285,63.3,113.0,48.8,33.1,211.0,1.95,,,
2025-05-08 11:00:00+05:30,0.963,5.3,29.0,0.0198,91.9,77.0,45.0,34.2,208.0,2.23,,,
2025-05-08 12:00:00+05:30,0.82,5.35,23.0,0.0166,98.4,77.0,42.8,34.7,221.0,2.6,,,
2025-05-08 13:00:00+05:30,0.753,4.7,19.0,0.0139,93.1,55.0,41.8,35.1,223.0,2.58,,,
2025-05-08 14:00:00+05:30,0.92,4.53,16.9,0.0127,74.5,56.0,42.3,34.9,230.0,2.3,,,
2025-05-08 15:00:00+05:30,0.748,3.38,15.1,0.0108,79.8,53.0,37.0,36.1,219.0,2.1,,,
2025-05-08 16:00:00+05:30,0.673,3.35,15.5,0.011,84.2,38.0,38.5,34.9,224.0,2.15,,,
2025-05-08 17:00:00+05:30,0.78,3.2,19.6,0.013,96.7,35.0,41.5,34.4,209.0,1.65,,,
2025-05-08 18:00:00+05:30,0.895,4.15,27.9,0.0182,92.6,46.0,44.5,33.3,222.0,1.6,,,
2025-05-08 19:00:00+05:30,1.08,5.15,50.9,0.0312,58.8,41.0,51.0,31.4,119.0,0.95,,,
2025-05-08 20:00:00+05:30,1.25,4.95,59.6,0.0357,39.5,48.0,57.8,29.8,111.0,0.875,,,
2025-05-08 21:00:00+05:30,1.41,6.4,60.0,0.0371,0.9,47.0,68.5,28.1,87.5,0.75,,,
2025-05-08 22:00:00+05:30,1.56,10.7,67.7,0.0447,2.25,47.0,72.3,27.6,72.5,0.725,,,
2025-05-08 23:00:00+05:30,1.94,38.4,61.1,0.0637,,48.0,76.5,27.3,128.0,0.7,,,
2025-05-09 00:00:00+05:30,2.22,70.6,48.8,0.0834,13.2,51.0,78.7,27.2,109.0,0.767,,,
2025-05-09 01:00:00+05:30,2.38,67.0,77.1,0.0955,3.6,66.0,73.0,28.0,251.0,1.0,,,
2025-05-09 02:00:00+05:30,1.67,31.3,78.6,0.0672,9.9,95.0,73.5,27.8,174.0,0.925,,,
2025-05-09 03:00:00+05:30,1.24,19.2,52.8,0.0437,5.8,118.0,77.5,27.4,134.0,0.8,,,
2025-05-09 04:00:00+05:30,1.17,13.8,45.5,0.0354,4.98,95.0,81.5,27.0,137.0,0.675,,,
2025-05-09 05:00:00+05:30,1.06,11.6,39.1,0.0302,3.9,81.0,82.3,26.8,89.0,0.75,,,
2025-05-09 06:00:00+05:30,1.07,12.9,32.6,0.0278,,77.0,84.3,26.6,119.0,0.7,,,
2025-05-09 07:00:00+05:30,1.15,17.1,33.8,0.0319,,77.0,84.3,27.1,114.0,0.625,,,
2025-05-09 08:00:00+05:30,1.32,13.9,44.7,0.0351,32.6,81.0,64.5,30.3,190.0,1.18,,,
2025-05-09 09:00:00+05:30,1.39,6.43,38.3,0.0256,34.4,105.0,52.0,32.7,106.0,1.28,,,
2025-05-09 10:00:00+05:30,1.04,5.3,22.8,0.0164,56.3,134.0,49.3,32.8,95.5,1.3,,,
2025-05-09 11:00:00+05:30,0.81,4.0,19.8,0.0138,68.8,79.0,46.0,33.8,168.0,1.4,,,
2025-05-09 12:00:00+05:30,0.728,5.0,19.8,0.0146,88.9,47.0,40.8,35.6,197.0,1.78,,,
2025-05-09 13:00:00+05:30,0.653,4.95,15.0,0.012,88.9,44.0,39.5,36.1,210.0,1.9,,,
2025-05-09 14:00:00+05:30,0.685,4.2,12.2,0.00993,68.1,33.0,39.3,36.2,198.0,2.05,,,
2025-05-09 15:00:00+05:30,0.713,2.95,13.2,0.0094,74.6,31.0,39.0,36.2,204.0,1.9,,,
2025-05-09 16:00:00+05:30,0.798,4.0,14.0,0.0107,76.3,35.0,40.3,35.5,181.0,1.55,,,
2025-05-09 17:00:00+05:30,0.917,3.18,26.0,0.0164,73.1,33.0,44.3,33.8,185.0,1.2,,,
2025-05-09 18:00:00+05:30,0.843,4.05,24.9,0.0165,73.5,34.0,44.0,34.1,160.0,1.0,,,
2025-05-09 19:00:00+05:30,0.938,4.08,35.3,0.0221,61.3,40.0,48.8,32.2,150.0,0.85,,,
2025-05-09 20:00:00+05:30,1.15,6.85,67.6,0.0415,16.0,36.0,62.0,29.5,57.0,0.775,,,
2025-05-09 21:00:00+05:30,1.35,9.85,74.6,0.0477,5.45,36.0,68.5,28.3,38.8,0.725,,,
2025-05-09 22:00:00+05:30,1.81,32.0,69.5,0.0629,4.43,40.0,72.3,27.7,66.8,0.875,,,
2025-05-09 23:00:00+05:30,1.7,17.3,63.4,0.0478,1.05,55.0,74.3,27.4,108.0,0.725,,,
2025-05-10 00:00:00+05:30,1.72,27.9,53.2,0.051,5.75,53.0,77.3,27.1,105.0,0.9,,,
2025-05-10 01:00:00+05:30,1.39,21.8,53.0,0.0459,3.1,63.0,80.0,26.9,70.5,0.8,,,
2025-05-10 02:00:00+05:30,1.33,16.5,53.6,0.0419,7.1,69.0,81.8,26.6,65.8,0.85,,,
2025-05-10 03:00:00+05:30,1.41,41.8,53.6,0.0625,4.63,75.0,83.8,26.5,78.8,0.8,,,
2025-05-10 04:00:00+05:30,1.44,50.6,50.2,0.0678,4.65,84.0,84.0,26.6,80.3,0.9,,,
2025-05-10 05:00:00+05:30,1.34,42.5,40.5,0.0561,2.7,102.0,85.5,26.4,78.8,0.875,,,
2025-05-10 06:00:00+05:30,1.29,32.7,35.8,0.0457,3.2,122.0,86.0,26.4,88.3,0.775,,,
2025-05-10 07:00:00+05:30,1.33,19.8,31.8,0.033,,124.0,83.8,27.5,101.0,0.675,,,
2025-05-10 08:00:00+05:30,1.38,11.2,38.3,0.0294,33.1,152.0,66.5,30.4,91.8,1.3,,,
2025-05-10 09:00:00+05:30,1.43,6.2,47.2,0.0302,45.4,191.0,51.0,33.4,132.0,1.1,,,
2025-05-10 10:00:00+05:30,1.26,5.68,46.2,0.0292,85.5,185.0,42.8,35.7,146.0,1.2,,,
2025-05-10 11:00:00+05:30,0.843,3.93,27.1,0.0176,110.0,121.0,39.8,36.2,190.0,1.7,,,
2025-05-10 12:00:00+05:30,0.725,3.88,22.5,0.0151,99.8,61.0,43.5,34.6,158.0,1.25,,,
2025-05-10 13:00:00+05:30,0.673,5.65,14.7,0.0124,81.7,50.0,51.8,31.6,96.5,2.15,,,
2025-05-10 14:00:00+05:30,0.785,4.83,12.1,0.0104,63.9,42.0,41.3,36.2,113.0,1.3,,,
2025-05-10 15:00:00+05:30,0.783,3.95,10.4,0.00873,83.6,33.0,38.5,36.4,119.0,1.45,,,
2025-05-10 16:00:00+05:30,0.898,2.88,18.3,0.0121,61.8,33.0,56.0,30.6,109.0,3.95,,,
2025-05-10 17:00:00+05:30,1.0,3.2,30.3,0.0187,80.6,55.0,56.0,31.1,113.0,2.2,,,
2025-05-10 18:00:00+05:30,0.988,4.15,30.6,0.0197,89.4,46.0,52.0,31.9,101.0,1.75,,,
2025-05-10 19:00:00+05:30,1.01,4.33,34.8,0.022,71.8,47.0,56.5,30.8,143.0,0.9,,,
2025-05-10 20:00:00+05:30,1.16,3.93,52.1,0.0309,35.0,45.0,67.8,28.8,102.0,0.875,,,
2025-05-10 21:00:00+05:30,1.36,6.23,48.2,0.0307,19.4,51.0,66.8,29.1,174.0,1.58,,,
2025-05-10 22:00:00+05:30,1.27,4.28,39.6,0.0246,12.5,66.0,66.8,28.9,158.0,1.0,,,
2025-05-10 23:00:00+05:30,1.29,4.95,43.7,0.0273,2.77,64.0,76.8,27.5,94.0,0.775,,,
2025-05-11 00:00:00+05:30,1.4,9.0,46.4,0.032,3.13,64.0,83.0,26.9,56.0,0.833,,,
2025-05-11 01:00:00+05:30,1.28,6.5,53.1,0.0335,7.9,69.0,84.0,26.6,77.0,1.05,,,
2025-05-11 02:00:00+05:30,1.28,8.18,45.0,0.0306,6.9,70.0,86.8,26.3,114.0,0.825,,,
2025-05-11 03:00:00+05:30,1.26,15.5,35.9,0.0317,4.6,70.0,89.0,25.9,76.5,0.8,,,
2025-05-11 04:00:00+05:30,1.14,17.8,33.2,0.0321,3.9,62.0,90.0,25.9,103.0,0.775,,,
2025-05-11 05:00:00+05:30,1.24,18.2,35.9,0.0338,3.5,64.0,92.5,25.8,102.0,0.75,,,
2025-05-11 06:00:00+05:30,1.34,34.6,27.2,0.0426,,69.0,93.3,25.6,78.0,0.775,,,
2025-05-11 07:00:00+05:30,1.37,26.7,37.4,0.0416,3.6,66.0,89.5,26.3,85.5,0.975,,,
2025-05-11 08:00:00+05:30,1.29,9.55,39.1,0.0286,16.9,67.0,70.0,29.0,122.0,1.38,,,
2025-05-11 09:00:00+05:30,1.31,6.05,38.9,0.0256,38.2,86.0,57.3,31.7,106.0,1.4,,,
2025-05-11 10:00:00+05:30,1.16,6.03,47.9,0.0304,72.3,99.0,49.8,33.3,97.8,2.3,,,
2025-05-11 11:00:00+05:30,0.92,3.05,21.3,0.0138,107.0,96.0,44.5,34.4,111.0,2.58,,,
2025-05-11 12:00:00+05:30,0.793,4.28,16.5,0.0123,118.0,70.0,41.0,35.1,118.0,2.95,,,
2025-05-11 13:00:00+05:30,0.743,5.75,14.1,0.0122,127.0,51.0,38.8,35.9,118.0,2.7,,,
2025-05-11 14:00:00+05:30,0.713,4.73,13.2,0.0108,129.0,42.0,37.0,36.6,110.0,2.6,,,
2025-05-11 15:00:00+05:30,0.695,3.48,11.1,0.0087,133.0,41.0,35.8,36.8,113.0,2.73,,,
2025-05-11 16:00:00+05:30,0.698,3.28,7.65,0.00673,116.0,41.0,35.0,36.4,109.0,3.08,,,
2025-05-11 17:00:00+05:30,0.71,2.68,12.7,0.0089,118.0,39.0,35.0,36.0,114.0,2.75,,,
2025-05-11 18:00:00+05:30,0.81,3.43,17.8,0.0122,122.0,41.0,36.5,35.6,113.0,1.63,,,
2025-05-11 19:00:00+05:30,0.955,3.93,31.4,0.0199,73.6,40.0,47.3,32.7,76.3,0.85,,,
2025-05-11 20:00:00+05:30,1.01,5.53,39.6,0.0256,37.2,39.0,60.3,29.3,59.3,1.2,,,
2025-05-11 21:00:00+05:30,0.948,4.88,20.3,0.0147,81.5,44.0,44.8,30.7,103.0,4.6,,,
2025-05-11 22:00:00+05:30,0.71,3.58,11.7,0.00915,91.7,86.0,43.0,30.2,86.5,3.58,,,
2025-05-11 23:00:00+05:30,0.705,4.2,15.9,0.0119,86.1,40.0,43.8,30.4,77.8,2.83,,,
2025-05-12 00:00:00+05:30,0.657,3.6,15.4,0.0111,81.0,30.0,48.7,29.3,117.0,1.63,,,
2025-05-12 01:00:00+05:30,0.66,3.95,20.7,0.0142,68.5,28.0,48.5,29.2,99.5,1.35,,,
2025-05-12 02:00:00+05:30,0.75,3.4,20.7,0.0138,68.5,,48.3,29.4,78.8,2.73,,,
2025-05-12 03:00:00+05:30,0.89,2.8,19.0,0.0123,67.0,24.0,49.0,29.2,90.3,2.03,,,
2025-05-12 04:00:00+05:30,0.748,4.18,28.1,0.0183,57.2,39.0,51.3,28.6,145.0,1.03,,,
2025-05-12 05:00:00+05:30,0.825,6.25,52.7,0.0331,18.6,45.0,61.8,26.7,120.0,0.85,,,
2025-05-12 06:00:00+05:30,0.808,4.73,36.7,0.0234,15.3,40.0,69.8,25.5,85.8,0.9,,,
2025-05-12 07:00:00+05:30,0.84,7.23,28.2,0.0209,11.1,41.0,71.8,26.0,64.3,0.775,,,
2025-05-12 08:00:00+05:30,0.948,9.6,33.3,0.0255,19.4,38.0,57.8,29.6,138.0,0.95,,,
2025-05-12 09:00:00+05:30,1.02,10.5,63.1,0.0422,39.6,47.0,45.8,32.2,85.8,2.03,,,
2025-05-12 10:00:00+05:30,0.96,8.5,49.6,0.0333,69.2,56.0,41.7,33.3,75.0,2.43,,,
